study_id,site_id,plot_id,tree_id,genus,species,species_code,live_or_dead,year,dbh,plot_area_m2,agb
krauss_2018,Savannah_Upper,1,236,Nyssa,biflora,swamp tupelo,live,2005,8.3,500,16050.188130152193
krauss_2018,Savannah_Upper,1,265,Nyssa,biflora,swamp tupelo,live,2005,9.6,500,23036.701351261716
krauss_2018,Savannah_Upper,1,201,Nyssa,biflora,swamp tupelo,live,2005,10.45,500,28439.698777862897
krauss_2018,Savannah_Upper,1,282,Nyssa,biflora,swamp tupelo,live,2005,10.9,500,31579.001400540736
krauss_2018,Savannah_Upper,1,220,Nyssa,biflora,swamp tupelo,live,2005,11.45,500,35685.60886382705
krauss_2018,Savannah_Upper,1,243,Nyssa,biflora,swamp tupelo,live,2005,11.6,500,36857.943598166006
krauss_2018,Savannah_Upper,1,275,Nyssa,biflora,swamp tupelo,live,2005,12.6,500,45260.561103370186
krauss_2018,Savannah_Upper,1,266,Nyssa,biflora,swamp tupelo,live,2005,13.05,500,49381.96764937395
krauss_2018,Savannah_Upper,1,210,Nyssa,biflora,swamp tupelo,live,2005,14.4,500,63058.39810271272
krauss_2018,Savannah_Upper,1,273,Nyssa,biflora,swamp tupelo,live,2005,16.3,500,85786.23353004124
krauss_2018,Savannah_Upper,1,272,Nyssa,biflora,swamp tupelo,live,2005,17.7,500,105266.76869569161
krauss_2018,Savannah_Upper,1,237,Nyssa,biflora,swamp tupelo,live,2005,20.1,500,144356.74918501667
krauss_2018,Savannah_Upper,1,203,Nyssa,biflora,swamp tupelo,live,2005,20.8,500,157166.4983541615
krauss_2018,Savannah_Upper,1,269,Nyssa,biflora,swamp tupelo,live,2005,21.2,500,164780.11267821508
krauss_2018,Savannah_Upper,1,244,Nyssa,biflora,swamp tupelo,live,2005,26.6,500,289496.44131289545
krauss_2018,Savannah_Upper,1,245,Nyssa,biflora,swamp tupelo,live,2005,29.9,500,387060.7030149492
krauss_2018,Savannah_Upper,1,247,Nyssa,biflora,swamp tupelo,live,2005,31.7,500,447538.4594707902
krauss_2018,Savannah_Upper,1,270,Nyssa,biflora,swamp tupelo,live,2005,32.8,500,487104.76247733756
krauss_2018,Savannah_Upper,1,268,Nyssa,biflora,swamp tupelo,live,2005,33.15,500,500115.75756427593
krauss_2018,Savannah_Upper,1,233,Liquidambar,styraciflua,sweetgum,live,2005,6.65,500,9256.083014437447
krauss_2018,Savannah_Upper,1,263,Planera,aquatica,water elm,live,2005,9.65,500,23335.830819479437
krauss_2018,Savannah_Upper,1,249,Quercus,nigra,water oak,live,2005,16,500,114015.62126828323
krauss_2018,Savannah_Upper,1,257,Quercus,nigra,water oak,live,2005,20.5,500,208433.12739035187
krauss_2018,Savannah_Upper,1,213,Nyssa,aquatica,water tupelo,live,2005,18.95,500,124707.38386333214
krauss_2018,Savannah_Upper,1,228,Nyssa,aquatica,water tupelo,live,2005,22.2,500,184763.97494476734
krauss_2018,Savannah_Upper,1,216,Nyssa,aquatica,water tupelo,live,2005,31.65,500,445787.41572149884
krauss_2018,Savannah_Upper,1,250,Nyssa,aquatica,water tupelo,live,2005,32.15,500,463482.82127805456
krauss_2018,Savannah_Upper,1,281,Nyssa,aquatica,water tupelo,live,2005,34.65,500,558216.5120874475
krauss_2018,Savannah_Upper,1,256,Nyssa,aquatica,water tupelo,live,2005,38.5,500,725172.6339139489
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,dead,2005,0.6,500,32.43271912368808
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,dead,2005,0.9,500,85.36117193837036
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,dead,2005,0.9,500,85.36117193837036
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,dead,2005,1.7,500,389.47735531579343
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,dead,2005,4.4,500,3768.7582020543714
krauss_2018,Savannah_Upper,2,NA,Acer,rubrum,red maple,dead,2005,6.1,500,10638.545492285484
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,dead,2005,0.7,500,34.5343007827823
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,dead,2005,2.1,500,528.6659059639163
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,dead,2005,2.6,500,898.5370607303262
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,dead,2005,2.9,500,1178.4607235200613
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,dead,2005,3.7,500,2158.135290912167
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,dead,2005,5.2,500,5025.091670409294
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,dead,2005,5,500,4558.707113256612
krauss_2018,Savannah_Upper,2,NA,Viburnum,dentatum,arrowwood,live,2005,0.6,500,NA
krauss_2018,Savannah_Upper,2,NA,Viburnum,dentatum,arrowwood,live,2005,1.9,500,NA
krauss_2018,Savannah_Upper,2,NA,Viburnum,dentatum,arrowwood,live,2005,2.8,500,NA
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.4,500,8.6033120083657
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.4,500,8.6033120083657
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.5,500,14.974133153188731
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.5,500,14.974133153188731
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.5,500,14.974133153188731
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.6,500,23.549859216092166
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.6,500,23.549859216092166
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.6,500,23.549859216092166
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.6,500,23.549859216092166
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.6,500,23.549859216092166
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.8,500,48.114244142619654
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.9,500,64.46306591676345
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.9,500,64.46306591676345
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.9,500,64.46306591676345
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,0.9,500,64.46306591676345
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1,500,83.74322559219597
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1,500,83.74322559219597
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1,500,83.74322559219597
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1,500,83.74322559219597
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1,500,83.74322559219597
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.1,500,106.1080707935003
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.1,500,106.1080707935003
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.1,500,106.1080707935003
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.1,500,106.1080707935003
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.1,500,106.1080707935003
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.2,500,131.7031946238367
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.2,500,131.7031946238367
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.2,500,131.7031946238367
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.2,500,131.7031946238367
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.2,500,131.7031946238367
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.2,500,131.7031946238367
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.2,500,131.7031946238367
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.2,500,131.7031946238367
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.2,500,131.7031946238367
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.3,500,160.66748677644188
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.3,500,160.66748677644188
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.4,500,193.13396719097798
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.4,500,193.13396719097798
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.4,500,193.13396719097798
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.4,500,193.13396719097798
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.4,500,193.13396719097798
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.4,500,193.13396719097798
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.5,500,229.23046044127975
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.6,500,269.0801504309695
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.6,500,269.0801504309695
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.6,500,269.0801504309695
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.6,500,269.0801504309695
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.7,500,312.8020431611828
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,1.8,500,360.5113575661338
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,2,500,468.33614746453793
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,2,500,468.33614746453793
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,2.6,500,898.5370607303262
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,2.7,500,986.8282945253178
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,2.9,500,1178.4607235200613
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,3.1,500,1390.7416192473743
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,3.3,500,1624.3479122095537
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,3.6,500,2016.1690587598748
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,3.6,500,2016.1690587598748
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,3.7,500,2158.135290912167
krauss_2018,Savannah_Upper,2,472,Fraxinus,spp,ash,live,2005,3.8,500,2305.9094391232575
krauss_2018,Savannah_Upper,2,409,Fraxinus,spp,ash,live,2005,4.05,500,2701.246611064406
krauss_2018,Savannah_Upper,2,431,Fraxinus,spp,ash,live,2005,4.5,500,3509.15832366105
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,4.5,500,3509.15832366105
krauss_2018,Savannah_Upper,2,502,Fraxinus,spp,ash,live,2005,4.8,500,4119.194490117442
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,4.8,500,4119.194490117442
krauss_2018,Savannah_Upper,2,NA,Fraxinus,spp,ash,live,2005,5.3,500,5268.522110879486
krauss_2018,Savannah_Upper,2,410,Fraxinus,spp,ash,live,2005,5.4,500,5518.862670965198
krauss_2018,Savannah_Upper,2,401,Fraxinus,spp,ash,live,2005,5.5,500,5776.1760868373285
krauss_2018,Savannah_Upper,2,439,Fraxinus,spp,ash,live,2005,7.6,500,12895.85796921751
krauss_2018,Savannah_Upper,2,NA,Taxodium,distichum,baldcypress,live,2005,1.7,500,433.95924483541745
krauss_2018,Savannah_Upper,2,NA,Taxodium,distichum,baldcypress,live,2005,3,500,1565.7812215786093
krauss_2018,Savannah_Upper,2,NA,Taxodium,distichum,baldcypress,live,2005,8.4,500,16030.626837083864
krauss_2018,Savannah_Upper,2,418,Taxodium,distichum,baldcypress,live,2005,8.9,500,18267.56429666158
krauss_2018,Savannah_Upper,2,474,Taxodium,distichum,baldcypress,live,2005,9.7,500,22188.78099472805
krauss_2018,Savannah_Upper,2,427,Taxodium,distichum,baldcypress,live,2005,9.75,500,22448.016318218906
krauss_2018,Savannah_Upper,2,417,Taxodium,distichum,baldcypress,live,2005,11.1,500,30089.322924565833
krauss_2018,Savannah_Upper,2,446,Taxodium,distichum,baldcypress,live,2005,11.5,500,32594.723593277402
krauss_2018,Savannah_Upper,2,451,Taxodium,distichum,baldcypress,live,2005,12.85,500,41884.43752912034
krauss_2018,Savannah_Upper,2,457,Taxodium,distichum,baldcypress,live,2005,13.35,500,45656.857583432946
krauss_2018,Savannah_Upper,2,367,Taxodium,distichum,baldcypress,live,2005,14.85,500,58074.18793792381
krauss_2018,Savannah_Upper,2,444,Taxodium,distichum,baldcypress,live,2005,15,500,59407.88812862658
krauss_2018,Savannah_Upper,2,453,Taxodium,distichum,baldcypress,live,2005,15.4,500,63047.163751335516
krauss_2018,Savannah_Upper,2,484,Taxodium,distichum,baldcypress,live,2005,17.9,500,88565.44501887447
krauss_2018,Savannah_Upper,2,487,Taxodium,distichum,baldcypress,live,2005,18.9,500,100138.5387105818
krauss_2018,Savannah_Upper,2,491,Taxodium,distichum,baldcypress,live,2005,19.3,500,104990.45409899697
krauss_2018,Savannah_Upper,2,468,Taxodium,distichum,baldcypress,live,2005,21.05,500,127734.99234635998
krauss_2018,Savannah_Upper,2,456,Taxodium,distichum,baldcypress,live,2005,22.3,500,145515.4438082134
krauss_2018,Savannah_Upper,2,471,Taxodium,distichum,baldcypress,live,2005,23.8,500,168570.43323796985
krauss_2018,Savannah_Upper,2,442,Taxodium,distichum,baldcypress,live,2005,26.05,500,206733.83443854543
krauss_2018,Savannah_Upper,2,454,Taxodium,distichum,baldcypress,live,2005,34.3,500,384906.47555643145
krauss_2018,Savannah_Upper,2,447,Taxodium,distichum,baldcypress,live,2005,34.6,500,392554.0514799953
krauss_2018,Savannah_Upper,2,475,Taxodium,distichum,baldcypress,live,2005,36.35,500,438844.15306153573
krauss_2018,Savannah_Upper,2,452,Taxodium,distichum,baldcypress,live,2005,40.65,500,564947.8185187004
krauss_2018,Savannah_Upper,2,404,Taxodium,distichum,baldcypress,live,2005,42.95,500,639748.2861720254
krauss_2018,Savannah_Upper,2,412,Taxodium,distichum,baldcypress,live,2005,44.3,500,686078.8634349774
krauss_2018,Savannah_Upper,2,493,Taxodium,distichum,baldcypress,live,2005,50,500,901844.7374924894
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,0.4,500,12.322713546101351
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,0.4,500,12.322713546101351
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,0.6,500,32.43271912368808
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,0.7,500,46.856005692820816
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,0.7,500,46.856005692820816
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,0.7,500,46.856005692820816
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,0.7,500,46.856005692820816
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,0.9,500,85.36117193837036
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,1,500,109.76648865468727
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,1,500,109.76648865468727
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,1.1,500,137.80395857428493
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,1.3,500,205.31390851177002
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,1.3,500,205.31390851177002
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,1.3,500,205.31390851177002
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,1.4,500,245.03806507414268
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,1.8,500,446.4045984065667
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,3.1,500,1633.8144258154432
krauss_2018,Savannah_Upper,2,NA,Alnus,serrulata,hazel alder,live,2005,3.3,500,1896.736457759989
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,0.7,500,56.08324643730895
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,0.7,500,56.08324643730895
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,0.8,500,77.62420094163463
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,1.2,500,208.27564371008248
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,1.7,500,486.24400592865925
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,2,500,722.2086932154623
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,2.1,500,813.2830171310924
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,3.2,500,2267.417913953847
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,3.5,500,2820.109229066525
krauss_2018,Savannah_Upper,2,497,Quercus,laurifolia,laurel oak,live,2005,3.65,500,3123.4084934315656
krauss_2018,Savannah_Upper,2,500,Quercus,laurifolia,laurel oak,live,2005,3.8,500,3445.1229617346303
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,4,500,3903.2819849171697
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,4.1,500,4145.0899591578755
krauss_2018,Savannah_Upper,2,430,Quercus,laurifolia,laurel oak,live,2005,4.3,500,4654.621924738462
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,4.8,500,6083.7718116234355
krauss_2018,Savannah_Upper,2,498,Quercus,laurifolia,laurel oak,live,2005,4.9,500,6396.918156197482
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,5.6,500,8853.903650512173
krauss_2018,Savannah_Upper,2,488,Quercus,laurifolia,laurel oak,live,2005,5.65,500,9047.567418318948
krauss_2018,Savannah_Upper,2,NA,Quercus,laurifolia,laurel oak,live,2005,6.5,500,12725.920007202018
krauss_2018,Savannah_Upper,2,434,Quercus,laurifolia,laurel oak,live,2005,6.9,500,14717.090244075449
krauss_2018,Savannah_Upper,2,480,Quercus,laurifolia,laurel oak,live,2005,7.65,500,18919.260703044358
krauss_2018,Savannah_Upper,2,469,Quercus,laurifolia,laurel oak,live,2005,7.7,500,19221.674537947292
krauss_2018,Savannah_Upper,2,463,Quercus,laurifolia,laurel oak,live,2005,8.2,500,22402.741915784496
krauss_2018,Savannah_Upper,2,428,Quercus,laurifolia,laurel oak,live,2005,8.85,500,26973.966003378944
krauss_2018,Savannah_Upper,2,482,Quercus,laurifolia,laurel oak,live,2005,11.7,500,53219.83465471362
krauss_2018,Savannah_Upper,2,467,Quercus,laurifolia,laurel oak,live,2005,13.5,500,75396.98084047662
krauss_2018,Savannah_Upper,2,NA,Acer,rubrum,red maple,live,2005,3.4,500,2669.9273794368214
krauss_2018,Savannah_Upper,2,419,Acer,rubrum,red maple,live,2005,6.3,500,11482.038421166566
krauss_2018,Savannah_Upper,2,479,Acer,rubrum,red maple,live,2005,8.75,500,24971.34348337439
krauss_2018,Savannah_Upper,2,414,Acer,rubrum,red maple,live,2005,11.4,500,46685.74850295058
krauss_2018,Savannah_Upper,2,489,Acer,rubrum,red maple,live,2005,14.5,500,82461.28997144473
krauss_2018,Savannah_Upper,2,494,Acer,rubrum,red maple,live,2005,14.75,500,85863.51623650652
krauss_2018,Savannah_Upper,2,478,Acer,rubrum,red maple,live,2005,27,500,358770.8097943189
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,live,2005,0.6,500,23.549859216092166
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,live,2005,0.7,500,34.5343007827823
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,live,2005,0.8,500,48.114244142619654
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,live,2005,0.8,500,48.114244142619654
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,live,2005,1.2,500,131.7031946238367
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,live,2005,1.2,500,131.7031946238367
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,live,2005,1.3,500,160.66748677644188
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,live,2005,1.3,500,160.66748677644188
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,live,2005,1.7,500,312.8020431611828
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,live,2005,1.8,500,360.5113575661338
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,live,2005,2.2,500,593.4121206689395
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,live,2005,2.7,500,986.8282945253178
krauss_2018,Savannah_Upper,2,NA,Persea,palustris,swamp bay,live,2005,2.7,500,986.8282945253178
krauss_2018,Savannah_Upper,2,NA,Cornus,foemina,swamp dogwood,live,2005,0.7,500,34.5343007827823
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,0.4,500,8.6033120083657
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,0.7,500,34.5343007827823
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,0.8,500,48.114244142619654
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,0.8,500,48.114244142619654
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,1.1,500,106.1080707935003
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,1.3,500,160.66748677644188
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,1.3,500,160.66748677644188
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,1.4,500,193.13396719097798
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,1.4,500,193.13396719097798
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,1.4,500,193.13396719097798
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,1.5,500,229.23046044127975
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,2.2,500,593.4121206689395
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,2.8,500,1080.10668921731
krauss_2018,Savannah_Upper,2,441,Nyssa,biflora,swamp tupelo,live,2005,3.2,500,1504.8376763715487
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,3.6,500,2016.1690587598748
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,3.9,500,2459.566880762249
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,4.1,500,2784.828103492214
krauss_2018,Savannah_Upper,2,402,Nyssa,biflora,swamp tupelo,live,2005,5.9,500,6876.392465559742
krauss_2018,Savannah_Upper,2,476,Nyssa,biflora,swamp tupelo,live,2005,6.35,500,8253.501444718477
krauss_2018,Savannah_Upper,2,433,Nyssa,biflora,swamp tupelo,live,2005,6.6,500,9084.207563855543
krauss_2018,Savannah_Upper,2,408,Nyssa,biflora,swamp tupelo,live,2005,6.65,500,9256.083014437447
krauss_2018,Savannah_Upper,2,406,Nyssa,biflora,swamp tupelo,live,2005,6.9,500,10144.517641459235
krauss_2018,Savannah_Upper,2,426,Nyssa,biflora,swamp tupelo,live,2005,6.9,500,10144.517641459235
krauss_2018,Savannah_Upper,2,438,Nyssa,biflora,swamp tupelo,live,2005,7.15,500,11082.01515391378
krauss_2018,Savannah_Upper,2,403,Nyssa,biflora,swamp tupelo,live,2005,7.3,500,11668.418791122502
krauss_2018,Savannah_Upper,2,460,Nyssa,biflora,swamp tupelo,live,2005,7.8,500,13755.191171844584
krauss_2018,Savannah_Upper,2,473,Nyssa,biflora,swamp tupelo,live,2005,8.05,500,14876.259781926998
krauss_2018,Savannah_Upper,2,459,Nyssa,biflora,swamp tupelo,live,2005,8.2,500,15574.222943020497
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,8.3,500,16050.188130152193
krauss_2018,Savannah_Upper,2,464,Nyssa,biflora,swamp tupelo,live,2005,8.45,500,16780.2459311779
krauss_2018,Savannah_Upper,2,466,Nyssa,biflora,swamp tupelo,live,2005,8.5,500,17027.91944203511
krauss_2018,Savannah_Upper,2,NA,Nyssa,biflora,swamp tupelo,live,2005,8.5,500,17027.91944203511
krauss_2018,Savannah_Upper,2,465,Nyssa,biflora,swamp tupelo,live,2005,9,500,19625.058367702615
krauss_2018,Savannah_Upper,2,495,Nyssa,biflora,swamp tupelo,live,2005,9.6,500,23036.701351261716
krauss_2018,Savannah_Upper,2,429,Nyssa,biflora,swamp tupelo,live,2005,9.65,500,23335.830819479437
krauss_2018,Savannah_Upper,2,461,Nyssa,biflora,swamp tupelo,live,2005,10,500,25494.687023862978
krauss_2018,Savannah_Upper,2,449,Nyssa,biflora,swamp tupelo,live,2005,10.55,500,29120.388748421065
krauss_2018,Savannah_Upper,2,420,Nyssa,biflora,swamp tupelo,live,2005,11,500,32303.4136368194
krauss_2018,Savannah_Upper,2,501,Nyssa,biflora,swamp tupelo,live,2005,11.2,500,33781.788935875134
krauss_2018,Savannah_Upper,2,437,Nyssa,biflora,swamp tupelo,live,2005,12.1,500,40930.509624014005
krauss_2018,Savannah_Upper,2,435,Nyssa,biflora,swamp tupelo,live,2005,12.7,500,46157.91954964622
krauss_2018,Savannah_Upper,2,407,Nyssa,biflora,swamp tupelo,live,2005,16.35,500,86441.24918919252
krauss_2018,Savannah_Upper,2,462,Nyssa,biflora,swamp tupelo,live,2005,18.05,500,110512.35317500804
krauss_2018,Savannah_Upper,2,432,Nyssa,biflora,swamp tupelo,live,2005,24.8,500,243259.84977720032
krauss_2018,Savannah_Upper,2,445,Nyssa,biflora,swamp tupelo,live,2005,27.25,500,307384.81130177143
krauss_2018,Savannah_Upper,2,436,Nyssa,biflora,swamp tupelo,live,2005,28.9,500,355704.5965708113
krauss_2018,Savannah_Upper,2,486,Nyssa,biflora,swamp tupelo,live,2005,30.9,500,420011.87417576654
