study_id,site_id,plot_id,tree_id,genus,species,species_code,live_or_dead,year,dbh,plot_area_m2,agb
krauss_2018,Savannah_Lower,1,630,Taxodium,distichum,baldcypress,live,2005,21.95,500,140406.63125063718
krauss_2018,Savannah_Lower,1,589,Taxodium,distichum,baldcypress,live,2005,23.35,500,161455.36173182382
krauss_2018,Savannah_Lower,1,607,Taxodium,distichum,baldcypress,live,2005,23.4,500,162237.48551382942
krauss_2018,Savannah_Lower,1,600,Taxodium,distichum,baldcypress,live,2005,23.5,500,163808.05588919634
krauss_2018,Savannah_Lower,1,609,Taxodium,distichum,baldcypress,live,2005,24.4,500,178324.01642017355
krauss_2018,Savannah_Lower,1,595,Taxodium,distichum,baldcypress,live,2005,24.8,500,184996.69892006114
krauss_2018,Savannah_Lower,1,626,Taxodium,distichum,baldcypress,live,2005,25.5,500,197003.67022136928
krauss_2018,Savannah_Lower,1,629,Taxodium,distichum,baldcypress,live,2005,26.3,500,211243.21500540242
krauss_2018,Savannah_Lower,1,611,Taxodium,distichum,baldcypress,live,2005,28.4,500,251278.6183485727
krauss_2018,Savannah_Lower,1,587,Taxodium,distichum,baldcypress,live,2005,29,500,263431.86010303296
krauss_2018,Savannah_Lower,1,625,Taxodium,distichum,baldcypress,live,2005,30.7,500,299613.76322521176
krauss_2018,Savannah_Lower,1,591,Taxodium,distichum,baldcypress,live,2005,33.05,500,353941.03185578046
krauss_2018,Savannah_Lower,1,NA,Cephalanthus,occidentalis,buttonbush,live,2005,1.3,500,NA
krauss_2018,Savannah_Lower,1,NA,Baccharis,halimifolia,eastern baccharis,live,2005,1.3,500,NA
krauss_2018,Savannah_Lower,1,NA,Sesbania,punicea,rattlebox,live,2005,3.2,500,NA
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,10.7,500,27695.076694183692
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,11.9,500,35212.30352687349
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,13,500,42997.13942054666
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,13.6,500,47611.27846737108
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,13.8,500,49207.75747940963
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,14.5,500,55027.696366550415
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,14.9,500,58516.879571373036
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,15.9,500,67766.5107762439
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,16.3,500,71679.17159213245
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,16.7,500,75714.62805182152
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,17.7,500,86345.54697157777
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,18.3,500,93099.69185107008
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,18.6,500,96583.37675807567
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,19.5,500,107464.47852260593
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,19.7,500,109970.66208186244
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,20.3,500,117683.01611419483
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,20.3,500,117683.01611419483
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,20.4,500,118996.78167533208
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,20.6,500,121648.7262347904
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,22.8,500,152990.7409419164
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,26.9,500,222287.526148691
krauss_2018,Savannah_Lower,2,NA,Taxodium,distichum,baldcypress,dead,2005,29.3,500,269628.6700229388
krauss_2018,Savannah_Lower,2,656,Taxodium,distichum,baldcypress,live,2005,13.45,500,46433.14779843893
krauss_2018,Savannah_Lower,2,636,Taxodium,distichum,baldcypress,live,2005,15.2,500,61212.45186099843
krauss_2018,Savannah_Lower,2,641,Taxodium,distichum,baldcypress,live,2005,16.3,500,71679.17159213245
krauss_2018,Savannah_Lower,2,645,Taxodium,distichum,baldcypress,live,2005,17.3,500,81999.74423690334
krauss_2018,Savannah_Lower,2,635,Taxodium,distichum,baldcypress,live,2005,18.25,500,92526.00580108556
krauss_2018,Savannah_Lower,2,637,Taxodium,distichum,baldcypress,live,2005,18.75,500,98352.00445480687
krauss_2018,Savannah_Lower,2,644,Taxodium,distichum,baldcypress,live,2005,19.5,500,107464.47852260593
krauss_2018,Savannah_Lower,2,647,Taxodium,distichum,baldcypress,live,2005,20,500,113790.42193913851
krauss_2018,Savannah_Lower,2,633,Taxodium,distichum,baldcypress,live,2005,20.9,500,125687.8308619552
krauss_2018,Savannah_Lower,2,642,Taxodium,distichum,baldcypress,live,2005,20.9,500,125687.8308619552
krauss_2018,Savannah_Lower,2,650,Taxodium,distichum,baldcypress,live,2005,21.25,500,130493.24957378148
krauss_2018,Savannah_Lower,2,643,Taxodium,distichum,baldcypress,live,2005,21.3,500,131187.94880602663
krauss_2018,Savannah_Lower,2,639,Taxodium,distichum,baldcypress,live,2005,22.65,500,150726.22888140264
krauss_2018,Savannah_Lower,2,646,Taxodium,distichum,baldcypress,live,2005,22.7,500,151478.97514556826
krauss_2018,Savannah_Lower,2,638,Taxodium,distichum,baldcypress,live,2005,22.75,500,152233.81210152069
krauss_2018,Savannah_Lower,2,651,Taxodium,distichum,baldcypress,live,2005,23.35,500,161455.36173182382
krauss_2018,Savannah_Lower,2,655,Taxodium,distichum,baldcypress,live,2005,23.9,500,170174.8119733219
krauss_2018,Savannah_Lower,2,648,Taxodium,distichum,baldcypress,live,2005,23.95,500,170980.17895793062
krauss_2018,Savannah_Lower,2,634,Taxodium,distichum,baldcypress,live,2005,24.55,500,180810.26487547866
krauss_2018,Savannah_Lower,2,649,Taxodium,distichum,baldcypress,live,2005,24.55,500,180810.26487547866
krauss_2018,Savannah_Lower,2,640,Taxodium,distichum,baldcypress,live,2005,29.5,500,273804.5369299896
krauss_2018,Savannah_Lower,2,652,Taxodium,distichum,baldcypress,live,2005,34.4,500,387446.3510269824
krauss_2018,Savannah_Lower,2,653,Taxodium,distichum,baldcypress,live,2005,34.65,500,393836.8045159971
krauss_2018,Savannah_Lower,2,654,Triadica,sebifera,Chinese tallow,live,2005,8,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2005,1,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2005,1,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2005,1.3,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2005,2.7,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2005,3.2,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2005,3.4,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2005,3.5,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2005,3.8,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2005,4,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2005,4,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2005,5,500,NA
krauss_2018,Savannah_Lower,2,NA,Sesbania,punicea,rattlebox,live,2005,1.5,500,NA
krauss_2018,Savannah_Lower,2,NA,Sesbania,punicea,rattlebox,live,2005,1.7,500,NA
krauss_2018,Savannah_Lower,2,NA,Sesbania,punicea,rattlebox,live,2005,5.5,500,NA
krauss_2018,Savannah_Lower,1,615,Taxodium,distichum,baldcypress,dead,2012,5.9,500,7216.51645619465
krauss_2018,Savannah_Lower,1,10,Taxodium,distichum,baldcypress,dead,2012,7.1,500,10964.31749659009
krauss_2018,Savannah_Lower,1,24,Taxodium,distichum,baldcypress,dead,2012,8,500,14357.526952021506
krauss_2018,Savannah_Lower,1,25,Taxodium,distichum,baldcypress,dead,2012,11.5,500,32594.723593277402
krauss_2018,Savannah_Lower,1,616,Taxodium,distichum,baldcypress,dead,2012,12.5,500,39351.18753629825
krauss_2018,Savannah_Lower,1,12,Taxodium,distichum,baldcypress,dead,2012,12.55,500,39707.6922223356
krauss_2018,Savannah_Lower,1,628,Taxodium,distichum,baldcypress,dead,2012,13.9,500,50017.01600521579
krauss_2018,Savannah_Lower,1,620,Taxodium,distichum,baldcypress,dead,2012,14.1,500,51657.63994524318
krauss_2018,Savannah_Lower,1,26,Taxodium,distichum,baldcypress,dead,2012,14.4,500,54174.0474432564
krauss_2018,Savannah_Lower,1,614,Taxodium,distichum,baldcypress,dead,2012,14.4,500,54174.0474432564
krauss_2018,Savannah_Lower,1,3,Taxodium,distichum,baldcypress,dead,2012,14.5,500,55027.696366550415
krauss_2018,Savannah_Lower,1,19,Taxodium,distichum,baldcypress,dead,2012,15,500,59407.88812862658
krauss_2018,Savannah_Lower,1,7,Taxodium,distichum,baldcypress,dead,2012,15.2,500,61212.45186099843
krauss_2018,Savannah_Lower,1,5,Taxodium,distichum,baldcypress,dead,2012,15.35,500,62585.65377607743
krauss_2018,Savannah_Lower,1,18,Taxodium,distichum,baldcypress,dead,2012,15.4,500,63047.163751335516
krauss_2018,Savannah_Lower,1,596,Taxodium,distichum,baldcypress,dead,2012,15.7,500,65855.98295246303
krauss_2018,Savannah_Lower,1,16,Taxodium,distichum,baldcypress,dead,2012,16.2,500,70689.52484335088
krauss_2018,Savannah_Lower,1,608,Taxodium,distichum,baldcypress,dead,2012,16.45,500,73178.0357672131
krauss_2018,Savannah_Lower,1,610,Taxodium,distichum,baldcypress,dead,2012,17.1,500,79873.65428220572
krauss_2018,Savannah_Lower,1,622,Taxodium,distichum,baldcypress,dead,2012,17.1,500,79873.65428220572
krauss_2018,Savannah_Lower,1,597,Taxodium,distichum,baldcypress,dead,2012,17.35,500,82536.13442192784
krauss_2018,Savannah_Lower,1,624,Taxodium,distichum,baldcypress,dead,2012,17.45,500,83614.76624568597
krauss_2018,Savannah_Lower,1,21,Taxodium,distichum,baldcypress,dead,2012,17.7,500,86345.54697157777
krauss_2018,Savannah_Lower,1,593,Taxodium,distichum,baldcypress,dead,2012,17.9,500,88565.44501887447
krauss_2018,Savannah_Lower,1,601,Taxodium,distichum,baldcypress,dead,2012,17.9,500,88565.44501887447
krauss_2018,Savannah_Lower,1,632,Taxodium,distichum,baldcypress,dead,2012,17.9,500,88565.44501887447
krauss_2018,Savannah_Lower,1,619,Taxodium,distichum,baldcypress,dead,2012,18.2,500,91954.29548034474
krauss_2018,Savannah_Lower,1,612,Taxodium,distichum,baldcypress,dead,2012,18.3,500,93099.69185107008
krauss_2018,Savannah_Lower,1,22,Taxodium,distichum,baldcypress,dead,2012,18.6,500,96583.37675807567
krauss_2018,Savannah_Lower,1,594,Taxodium,distichum,baldcypress,dead,2012,18.6,500,96583.37675807567
krauss_2018,Savannah_Lower,1,621,Taxodium,distichum,baldcypress,dead,2012,19,500,101339.52792746329
krauss_2018,Savannah_Lower,1,592,Taxodium,distichum,baldcypress,dead,2012,19.1,500,102548.50298935022
krauss_2018,Savannah_Lower,1,598,Taxodium,distichum,baldcypress,dead,2012,19.5,500,107464.47852260593
krauss_2018,Savannah_Lower,1,618,Taxodium,distichum,baldcypress,dead,2012,20,500,113790.42193913851
krauss_2018,Savannah_Lower,1,599,Taxodium,distichum,baldcypress,dead,2012,20.4,500,118996.78167533208
krauss_2018,Savannah_Lower,1,1,Taxodium,distichum,baldcypress,dead,2012,20.5,500,120318.68160994508
krauss_2018,Savannah_Lower,1,20,Taxodium,distichum,baldcypress,dead,2012,20.9,500,125687.8308619552
krauss_2018,Savannah_Lower,1,630,Taxodium,distichum,baldcypress,dead,2012,21.45,500,133284.39037021695
krauss_2018,Savannah_Lower,1,23,Taxodium,distichum,baldcypress,dead,2012,21.7,500,136819.6806205719
krauss_2018,Savannah_Lower,1,607,Taxodium,distichum,baldcypress,dead,2012,22.85,500,153749.7628574718
krauss_2018,Savannah_Lower,1,600,Taxodium,distichum,baldcypress,dead,2012,23.1,500,157576.31010282855
krauss_2018,Savannah_Lower,1,11,Taxodium,distichum,baldcypress,dead,2012,23.5,500,163808.05588919634
krauss_2018,Savannah_Lower,1,609,Taxodium,distichum,baldcypress,dead,2012,23.65,500,166179.73594533518
krauss_2018,Savannah_Lower,1,4,Taxodium,distichum,baldcypress,dead,2012,24,500,171787.66588515206
krauss_2018,Savannah_Lower,1,2,Taxodium,distichum,baldcypress,dead,2012,25,500,188384.34487422396
krauss_2018,Savannah_Lower,1,626,Taxodium,distichum,baldcypress,dead,2012,25.5,500,197003.67022136928
krauss_2018,Savannah_Lower,1,6,Taxodium,distichum,baldcypress,dead,2012,25.9,500,204054.21429788833
krauss_2018,Savannah_Lower,1,629,Taxodium,distichum,baldcypress,dead,2012,25.9,500,204054.21429788833
krauss_2018,Savannah_Lower,1,17,Taxodium,distichum,baldcypress,dead,2012,27.35,500,230777.11671085778
krauss_2018,Savannah_Lower,1,611,Taxodium,distichum,baldcypress,dead,2012,27.9,500,241394.71502374214
krauss_2018,Savannah_Lower,1,15,Baccharis,halimifolia,eastern baccharis,dead,2012,1,500,NA
krauss_2018,Savannah_Lower,1,14,NA,NA,snag,dead,2012,20.8,500,NA
krauss_2018,Savannah_Lower,1,623,Taxodium,distichum,baldcypress,live,2012,7.5,500,12409.581849520644
krauss_2018,Savannah_Lower,1,590,Taxodium,distichum,baldcypress,live,2012,13.95,500,50424.40605939269
krauss_2018,Savannah_Lower,1,604,Taxodium,distichum,baldcypress,live,2012,14.8,500,57633.36922592091
krauss_2018,Savannah_Lower,1,606,Taxodium,distichum,baldcypress,live,2012,15,500,59407.88812862658
krauss_2018,Savannah_Lower,1,605,Taxodium,distichum,baldcypress,live,2012,15.85,500,67286.02313924124
krauss_2018,Savannah_Lower,1,602,Taxodium,distichum,baldcypress,live,2012,16.2,500,70689.52484335088
krauss_2018,Savannah_Lower,1,588,Taxodium,distichum,baldcypress,live,2012,16.7,500,75714.62805182152
krauss_2018,Savannah_Lower,1,617,Taxodium,distichum,baldcypress,live,2012,17.3,500,81999.74423690334
krauss_2018,Savannah_Lower,1,613,Taxodium,distichum,baldcypress,live,2012,17.8,500,87451.57002695333
krauss_2018,Savannah_Lower,1,631,Taxodium,distichum,baldcypress,live,2012,19.4,500,106223.45176733886
krauss_2018,Savannah_Lower,1,603,Taxodium,distichum,baldcypress,live,2012,19.8,500,111235.84017868634
krauss_2018,Savannah_Lower,1,627,Taxodium,distichum,baldcypress,live,2012,21.5,500,133987.3230074837
krauss_2018,Savannah_Lower,1,589,Taxodium,distichum,baldcypress,live,2012,23.9,500,170174.8119733219
krauss_2018,Savannah_Lower,1,595,Taxodium,distichum,baldcypress,live,2012,25.6,500,198753.35630798934
krauss_2018,Savannah_Lower,1,587,Taxodium,distichum,baldcypress,live,2012,29.9,500,282263.73910216306
krauss_2018,Savannah_Lower,1,625,Taxodium,distichum,baldcypress,live,2012,30.95,500,305154.15636823734
krauss_2018,Savannah_Lower,1,591,Taxodium,distichum,baldcypress,live,2012,34.2,500,382375.9072272981
krauss_2018,Savannah_Lower,1,15,Baccharis,halimifolia,eastern baccharis,live,2012,0.7,500,NA
krauss_2018,Savannah_Lower,1,15,Baccharis,halimifolia,eastern baccharis,live,2012,1.2,500,NA
krauss_2018,Savannah_Lower,1,13,Baccharis,halimifolia,eastern baccharis,live,2012,2.7,500,NA
krauss_2018,Savannah_Lower,1,13,Baccharis,halimifolia,eastern baccharis,live,2012,3.2,500,NA
krauss_2018,Savannah_Lower,2,7,Taxodium,distichum,baldcypress,dead,2012,8.9,500,18267.56429666158
krauss_2018,Savannah_Lower,2,21,Taxodium,distichum,baldcypress,dead,2012,9.6,500,21675.339637022607
krauss_2018,Savannah_Lower,2,27,Taxodium,distichum,baldcypress,dead,2012,9.7,500,22188.78099472805
krauss_2018,Savannah_Lower,2,15,Taxodium,distichum,baldcypress,dead,2012,10.6,500,27113.76030431491
krauss_2018,Savannah_Lower,2,5,Taxodium,distichum,baldcypress,dead,2012,11.6,500,33238.56232357942
krauss_2018,Savannah_Lower,2,12,Taxodium,distichum,baldcypress,dead,2012,12.5,500,39351.18753629825
krauss_2018,Savannah_Lower,2,656,Taxodium,distichum,baldcypress,dead,2012,13.4,500,46044.09084048759
krauss_2018,Savannah_Lower,2,4,Taxodium,distichum,baldcypress,dead,2012,13.7,500,48405.849581361545
krauss_2018,Savannah_Lower,2,22,Taxodium,distichum,baldcypress,dead,2012,13.7,500,48405.849581361545
krauss_2018,Savannah_Lower,2,16,Taxodium,distichum,baldcypress,dead,2012,13.9,500,50017.01600521579
krauss_2018,Savannah_Lower,2,636,Taxodium,distichum,baldcypress,dead,2012,14.5,500,55027.696366550415
krauss_2018,Savannah_Lower,2,25,Taxodium,distichum,baldcypress,dead,2012,15.8,500,66807.4403297783
krauss_2018,Savannah_Lower,2,13,Taxodium,distichum,baldcypress,dead,2012,16.1,500,69707.54065941738
krauss_2018,Savannah_Lower,2,19,Taxodium,distichum,baldcypress,dead,2012,16.1,500,69707.54065941738
krauss_2018,Savannah_Lower,2,641,Taxodium,distichum,baldcypress,dead,2012,16.1,500,69707.54065941738
krauss_2018,Savannah_Lower,2,637,Taxodium,distichum,baldcypress,dead,2012,16.6,500,74694.20927310601
krauss_2018,Savannah_Lower,2,645,Taxodium,distichum,baldcypress,dead,2012,16.6,500,74694.20927310601
krauss_2018,Savannah_Lower,2,20,Taxodium,distichum,baldcypress,dead,2012,16.8,500,76742.77000767954
krauss_2018,Savannah_Lower,2,26,Taxodium,distichum,baldcypress,dead,2012,17.1,500,79873.65428220572
krauss_2018,Savannah_Lower,2,9,Taxodium,distichum,baldcypress,dead,2012,18.25,500,92526.00580108556
krauss_2018,Savannah_Lower,2,17,Taxodium,distichum,baldcypress,dead,2012,18.5,500,95414.22133337744
krauss_2018,Savannah_Lower,2,18,Taxodium,distichum,baldcypress,dead,2012,18.7,500,97760.47410610582
krauss_2018,Savannah_Lower,2,14,Taxodium,distichum,baldcypress,dead,2012,18.8,500,98945.52442299074
krauss_2018,Savannah_Lower,2,3,Taxodium,distichum,baldcypress,dead,2012,19,500,101339.52792746329
krauss_2018,Savannah_Lower,2,644,Taxodium,distichum,baldcypress,dead,2012,19,500,101339.52792746329
krauss_2018,Savannah_Lower,2,2,Taxodium,distichum,baldcypress,dead,2012,19.3,500,104990.45409899697
krauss_2018,Savannah_Lower,2,8,Taxodium,distichum,baldcypress,dead,2012,19.3,500,104990.45409899697
krauss_2018,Savannah_Lower,2,647,Taxodium,distichum,baldcypress,dead,2012,19.8,500,111235.84017868634
krauss_2018,Savannah_Lower,2,1,Taxodium,distichum,baldcypress,dead,2012,20.1,500,115079.84665733349
krauss_2018,Savannah_Lower,2,24,Taxodium,distichum,baldcypress,dead,2012,20.5,500,120318.68160994508
krauss_2018,Savannah_Lower,2,633,Taxodium,distichum,baldcypress,dead,2012,20.5,500,120318.68160994508
krauss_2018,Savannah_Lower,2,642,Taxodium,distichum,baldcypress,dead,2012,20.7,500,122986.92582941102
krauss_2018,Savannah_Lower,2,650,Taxodium,distichum,baldcypress,dead,2012,20.9,500,125687.8308619552
krauss_2018,Savannah_Lower,2,643,Taxodium,distichum,baldcypress,dead,2012,21,500,127050.55667569664
krauss_2018,Savannah_Lower,2,646,Taxodium,distichum,baldcypress,dead,2012,22.2,500,144045.39587591143
krauss_2018,Savannah_Lower,2,638,Taxodium,distichum,baldcypress,dead,2012,22.3,500,145515.4438082134
krauss_2018,Savannah_Lower,2,639,Taxodium,distichum,baldcypress,dead,2012,22.9,500,154510.87903697047
krauss_2018,Savannah_Lower,2,651,Taxodium,distichum,baldcypress,dead,2012,23.4,500,162237.48551382942
krauss_2018,Savannah_Lower,2,648,Taxodium,distichum,baldcypress,dead,2012,24.05,500,172597.2739012592
krauss_2018,Savannah_Lower,2,649,Taxodium,distichum,baldcypress,dead,2012,24.1,500,173409.004150758
krauss_2018,Savannah_Lower,2,655,Taxodium,distichum,baldcypress,dead,2012,24.3,500,176677.1703112736
krauss_2018,Savannah_Lower,2,10,Taxodium,distichum,baldcypress,dead,2012,26.4,500,213062.16375310023
krauss_2018,Savannah_Lower,2,23,Taxodium,distichum,baldcypress,dead,2012,27.9,500,241394.71502374214
krauss_2018,Savannah_Lower,2,6,Taxodium,distichum,baldcypress,dead,2012,29.8,500,280135.48541498405
krauss_2018,Savannah_Lower,2,640,Taxodium,distichum,baldcypress,dead,2012,29.85,500,281198.4900238527
krauss_2018,Savannah_Lower,2,11,Taxodium,distichum,baldcypress,dead,2012,30.2,500,288702.4218833561
krauss_2018,Savannah_Lower,2,652,Taxodium,distichum,baldcypress,dead,2012,33.1,500,355151.902229654
krauss_2018,Savannah_Lower,2,653,Taxodium,distichum,baldcypress,dead,2012,34.5,500,389995.5406646437
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,dead,2012,4.2,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,dead,2012,6.7,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2012,0.5,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2012,0.8,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2012,0.8,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2012,0.9,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2012,0.9,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2012,1.2,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2012,1.2,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2012,1.2,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2012,1.4,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2012,1.5,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2012,1.6,500,NA
krauss_2018,Savannah_Lower,2,NA,Baccharis,halimifolia,eastern baccharis,live,2012,1.6,500,NA
