study_id,site_id,plot_id,quadrant_id,tree_id,genus,species,species_code,dbh,plot_area_m2,agb
craft_2013,GCE11,1,E,NA,Liquidambar,styraciflua,LiSt,13,1e3,48913.416712930506
craft_2013,GCE11,1,E,NA,Liquidambar,styraciflua,LiSt,12,1e3,40095.56239604096
craft_2013,GCE11,1,E,NA,Liquidambar,styraciflua,LiSt,10,1e3,25494.687023862978
craft_2013,GCE11,1,E,NA,Liquidambar,styraciflua,LiSt,11,1e3,32303.4136368194
craft_2013,GCE11,1,S,NA,Liquidambar,styraciflua,LiSt,21,1e3,160946.41348509336
craft_2013,GCE11,1,S,NA,Liquidambar,styraciflua,LiSt,14,1e3,58797.4730181621
craft_2013,GCE11,1,S,NA,Liquidambar,styraciflua,LiSt,24,1e3,224235.4660952511
craft_2013,GCE11,1,S,NA,Liquidambar,styraciflua,LiSt,10,1e3,25494.687023862978
craft_2013,GCE11,2,NE,NA,Liquidambar,styraciflua,LiSt,18,1e3,109753.64472410589
craft_2013,GCE11,2,NE,NA,Liquidambar,styraciflua,LiSt,25,1e3,248161.0947929989
craft_2013,GCE11,2,NE,NA,Liquidambar,styraciflua,LiSt,11,1e3,32303.4136368194
craft_2013,GCE11,2,NE,34,Liquidambar,styraciflua,LiSt,17,1e3,95229.07834544171
craft_2013,GCE11,2,NE,NA,Liquidambar,styraciflua,LiSt,35,1e3,572324.9421179999
craft_2013,GCE11,2,NE,NA,Liquidambar,styraciflua,LiSt,13,1e3,48913.416712930506
craft_2013,GCE11,2,SE,NA,Liquidambar,styraciflua,LiSt,21,1e3,160946.41348509336
craft_2013,GCE11,2,SE,NA,Liquidambar,styraciflua,LiSt,12,1e3,40095.56239604096
craft_2013,GCE11,2,SE,NA,Liquidambar,styraciflua,LiSt,12,1e3,40095.56239604096
craft_2013,GCE11,2,SE,NA,Liquidambar,styraciflua,LiSt,33,1e3,494514.5275548954
craft_2013,GCE11,2,SE,NA,Liquidambar,styraciflua,LiSt,18,1e3,109753.64472410589
craft_2013,GCE11,2,SE,NA,Liquidambar,styraciflua,LiSt,13,1e3,48913.416712930506
craft_2013,GCE11,2,SE,NA,Liquidambar,styraciflua,LiSt,12,1e3,40095.56239604096
craft_2013,GCE11,2,NW,NA,Liquidambar,styraciflua,LiSt,27,1e3,300428.8208067303
craft_2013,GCE11,2,NW,NA,Liquidambar,styraciflua,LiSt,18,1e3,109753.64472410589
craft_2013,GCE11,2,NW,NA,Liquidambar,styraciflua,LiSt,31,1e3,423395.70828612056
craft_2013,GCE11,2,SW,NA,Liquidambar,styraciflua,LiSt,13,1e3,48913.416712930506
craft_2013,GCE11,2,SW,NA,Liquidambar,styraciflua,LiSt,12,1e3,40095.56239604096
craft_2013,GCE11,2,SW,NA,Liquidambar,styraciflua,LiSt,21,1e3,160946.41348509336
craft_2013,GCE11,2,SW,NA,Liquidambar,styraciflua,LiSt,31,1e3,423395.70828612056
craft_2013,GCE11,2,SE,NA,Magnolia,virginiana,MaVi,17,1e3,NA
craft_2013,GCE11,2,SE,NA,Magnolia,virginiana,MaVi,14,1e3,NA
craft_2013,GCE11,2,NW,NA,Magnolia,virginiana,MaVi,37,1e3,NA
craft_2013,GCE11,1,N,NA,Nyssa,aquatica,NyAq,39,1e3,748787.5872449783
craft_2013,GCE11,1,N,NA,Nyssa,aquatica,NyAq,32,1e3,458130.9748878968
craft_2013,GCE11,1,N,NA,Nyssa,aquatica,NyAq,39,1e3,748787.5872449783
craft_2013,GCE11,1,N,12,Nyssa,aquatica,NyAq,22,1e3,180657.67332983247
craft_2013,GCE11,1,N,NA,Nyssa,aquatica,NyAq,18,1e3,109753.64472410589
craft_2013,GCE11,1,N,NA,Nyssa,aquatica,NyAq,40,1e3,797380.6149191004
craft_2013,GCE11,1,N,NA,Nyssa,aquatica,NyAq,11,1e3,32303.4136368194
craft_2013,GCE11,1,N,17,Nyssa,aquatica,NyAq,34,1e3,532571.075015518
craft_2013,GCE11,1,N,18,Nyssa,aquatica,NyAq,26,1e3,273549.54362775595
craft_2013,GCE11,1,N,NA,Nyssa,aquatica,NyAq,16,1e3,81918.43783255015
craft_2013,GCE11,1,N,NA,Nyssa,aquatica,NyAq,12,1e3,40095.56239604096
craft_2013,GCE11,1,N,NA,Nyssa,aquatica,NyAq,39,1e3,748787.5872449783
craft_2013,GCE11,1,W,14,Nyssa,aquatica,NyAq,27,1e3,300428.8208067303
craft_2013,GCE11,1,W,15,Nyssa,aquatica,NyAq,31,1e3,423395.70828612056
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,11,1e3,32303.4136368194
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,26,1e3,273549.54362775595
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,33,1e3,494514.5275548954
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,40,1e3,797380.6149191004
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,31,1e3,423395.70828612056
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,41,1e3,847809.7232548938
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,19,1e3,125526.16272326108
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,25,1e3,248161.0947929989
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,29,1e3,358769.1673397749
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,20,1e3,142579.69426344655
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,23,1e3,201744.06422101066
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,34,1e3,532571.075015518
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,34,1e3,532571.075015518
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,35,1e3,572324.9421179999
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,41,1e3,847809.7232548938
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,14,1e3,58797.4730181621
craft_2013,GCE11,1,W,NA,Nyssa,aquatica,NyAq,39,1e3,748787.5872449783
craft_2013,GCE11,1,E,NA,Nyssa,aquatica,NyAq,32,1e3,458130.9748878968
craft_2013,GCE11,1,E,NA,Nyssa,aquatica,NyAq,10,1e3,25494.687023862978
craft_2013,GCE11,1,E,NA,Nyssa,aquatica,NyAq,35,1e3,572324.9421179999
craft_2013,GCE11,1,E,NA,Nyssa,aquatica,NyAq,30,1e3,390283.61678765435
craft_2013,GCE11,1,E,NA,Nyssa,aquatica,NyAq,13,1e3,48913.416712930506
craft_2013,GCE11,1,E,NA,Nyssa,aquatica,NyAq,22,1e3,180657.67332983247
craft_2013,GCE11,1,E,NA,Nyssa,aquatica,NyAq,27,1e3,300428.8208067303
craft_2013,GCE11,1,E,NA,Nyssa,aquatica,NyAq,24,1e3,224235.4660952511
craft_2013,GCE11,1,E,NA,Nyssa,aquatica,NyAq,14,1e3,58797.4730181621
craft_2013,GCE11,1,E,NA,Nyssa,aquatica,NyAq,42,1e3,900096.9655373232
craft_2013,GCE11,1,E,NA,Nyssa,aquatica,NyAq,46,1e3,1128258.8787684753
craft_2013,GCE11,1,E,NA,Nyssa,aquatica,NyAq,28,1e3,328826.38325961854
craft_2013,GCE11,1,E,NA,Nyssa,aquatica,NyAq,23,1e3,201744.06422101066
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,27,1e3,300428.8208067303
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,35,1e3,572324.9421179999
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,39,1e3,748787.5872449783
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,12,1e3,40095.56239604096
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,17,1e3,95229.07834544171
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,35,1e3,572324.9421179999
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,36,1e3,613800.0868343613
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,24,1e3,224235.4660952511
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,20,1e3,142579.69426344655
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,14,1e3,58797.4730181621
craft_2013,GCE11,1,S,22,Nyssa,aquatica,NyAq,20,1e3,142579.69426344655
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,12,1e3,40095.56239604096
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,18,1e3,109753.64472410589
craft_2013,GCE11,1,S,21,Nyssa,aquatica,NyAq,18,1e3,109753.64472410589
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,37,1e3,657020.1160496795
craft_2013,GCE11,1,S,25,Nyssa,aquatica,NyAq,35,1e3,572324.9421179999
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,11,1e3,32303.4136368194
craft_2013,GCE11,1,S,23,Nyssa,aquatica,NyAq,24,1e3,224235.4660952511
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,28,1e3,328826.38325961854
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,17,1e3,95229.07834544171
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,21,1e3,160946.41348509336
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,11,1e3,32303.4136368194
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,35,1e3,572324.9421179999
craft_2013,GCE11,1,S,NA,Nyssa,aquatica,NyAq,17,1e3,95229.07834544171
craft_2013,GCE11,2,NE,NA,Nyssa,aquatica,NyAq,35,1e3,572324.9421179999
craft_2013,GCE11,2,NE,NA,Nyssa,aquatica,NyAq,16,1e3,81918.43783255015
craft_2013,GCE11,2,NE,NA,Nyssa,aquatica,NyAq,11,1e3,32303.4136368194
craft_2013,GCE11,2,NE,NA,Nyssa,aquatica,NyAq,29,1e3,358769.1673397749
craft_2013,GCE11,2,NE,NA,Nyssa,aquatica,NyAq,23,1e3,201744.06422101066
craft_2013,GCE11,2,NE,NA,Nyssa,aquatica,NyAq,46,1e3,1128258.8787684753
craft_2013,GCE11,2,NE,NA,Nyssa,aquatica,NyAq,10,1e3,25494.687023862978
craft_2013,GCE11,2,NE,NA,Nyssa,aquatica,NyAq,19,1e3,125526.16272326108
craft_2013,GCE11,2,NE,33,Nyssa,aquatica,NyAq,31,1e3,423395.70828612056
craft_2013,GCE11,2,NE,NA,Nyssa,aquatica,NyAq,61,1e3,2274135.4602200543
craft_2013,GCE11,2,NE,NA,Nyssa,aquatica,NyAq,35,1e3,572324.9421179999
craft_2013,GCE11,2,NE,NA,Nyssa,aquatica,NyAq,25,1e3,248161.0947929989
craft_2013,GCE11,2,SE,NA,Nyssa,aquatica,NyAq,38,1e3,702008.3002546455
craft_2013,GCE11,2,SE,NA,Nyssa,aquatica,NyAq,39,1e3,748787.5872449783
craft_2013,GCE11,2,SE,NA,Nyssa,aquatica,NyAq,30,1e3,390283.61678765435
craft_2013,GCE11,2,SE,NA,Nyssa,aquatica,NyAq,38,1e3,702008.3002546455
craft_2013,GCE11,2,SE,NA,Nyssa,aquatica,NyAq,30,1e3,390283.61678765435
craft_2013,GCE11,2,SE,NA,Nyssa,aquatica,NyAq,17,1e3,95229.07834544171
craft_2013,GCE11,2,SE,NA,Nyssa,aquatica,NyAq,17,1e3,95229.07834544171
craft_2013,GCE11,2,SE,NA,Nyssa,aquatica,NyAq,17,1e3,95229.07834544171
craft_2013,GCE11,2,SE,NA,Nyssa,aquatica,NyAq,35,1e3,572324.9421179999
craft_2013,GCE11,2,NW,37,Nyssa,aquatica,NyAq,19,1e3,125526.16272326108
craft_2013,GCE11,2,NW,NA,Nyssa,aquatica,NyAq,16,1e3,81918.43783255015
craft_2013,GCE11,2,NW,39,Nyssa,aquatica,NyAq,28,1e3,328826.38325961854
craft_2013,GCE11,2,NW,NA,Nyssa,aquatica,NyAq,11,1e3,32303.4136368194
craft_2013,GCE11,2,NW,NA,Nyssa,aquatica,NyAq,44,1e3,1010332.694243453
craft_2013,GCE11,2,NW,NA,Nyssa,aquatica,NyAq,42,1e3,900096.9655373232
craft_2013,GCE11,2,NW,NA,Nyssa,aquatica,NyAq,32,1e3,458130.9748878968
craft_2013,GCE11,2,NW,NA,Nyssa,aquatica,NyAq,33,1e3,494514.5275548954
craft_2013,GCE11,2,NW,NA,Nyssa,aquatica,NyAq,33,1e3,494514.5275548954
craft_2013,GCE11,2,NW,NA,Nyssa,aquatica,NyAq,32,1e3,458130.9748878968
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,22,1e3,180657.67332983247
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,28,1e3,328826.38325961854
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,30,1e3,390283.61678765435
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,26,1e3,273549.54362775595
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,17,1e3,95229.07834544171
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,45,1e3,1068323.9455641322
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,42,1e3,900096.9655373232
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,27,1e3,300428.8208067303
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,28,1e3,328826.38325961854
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,16,1e3,81918.43783255015
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,17,1e3,95229.07834544171
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,11,1e3,32303.4136368194
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,34,1e3,532571.075015518
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,33,1e3,494514.5275548954
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,11,1e3,32303.4136368194
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,29,1e3,358769.1673397749
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,19,1e3,125526.16272326108
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,15,1e3,69786.64607147692
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,32,1e3,458130.9748878968
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,24,1e3,224235.4660952511
craft_2013,GCE11,2,SW,NA,Nyssa,aquatica,NyAq,21,1e3,160946.41348509336
craft_2013,GCE11,1,N,13,Nyssa,sylvatica,NyBi,19,1e3,125526.16272326108
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,37,1e3,657020.1160496795
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,15,1e3,69786.64607147692
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,10,1e3,25494.687023862978
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,18,1e3,109753.64472410589
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,11,1e3,32303.4136368194
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,13,1e3,48913.416712930506
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,13,1e3,48913.416712930506
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,14,1e3,58797.4730181621
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,10,1e3,25494.687023862978
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,28,1e3,328826.38325961854
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,32,1e3,458130.9748878968
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,11,1e3,32303.4136368194
craft_2013,GCE11,1,N,5,Nyssa,sylvatica,NyBi,15,1e3,69786.64607147692
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,11,1e3,32303.4136368194
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,38,1e3,702008.3002546455
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,13,1e3,48913.416712930506
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,21,1e3,160946.41348509336
craft_2013,GCE11,1,N,NA,Nyssa,sylvatica,NyBi,19,1e3,125526.16272326108
craft_2013,GCE11,1,W,NA,Nyssa,sylvatica,NyBi,25,1e3,248161.0947929989
craft_2013,GCE11,1,W,NA,Nyssa,sylvatica,NyBi,12,1e3,40095.56239604096
craft_2013,GCE11,1,W,NA,Nyssa,sylvatica,NyBi,17,1e3,95229.07834544171
craft_2013,GCE11,1,E,NA,Nyssa,sylvatica,NyBi,27,1e3,300428.8208067303
craft_2013,GCE11,1,E,NA,Nyssa,sylvatica,NyBi,29,1e3,358769.1673397749
craft_2013,GCE11,1,E,NA,Nyssa,sylvatica,NyBi,60,1e3,2182671.1857859204
craft_2013,GCE11,1,S,NA,Nyssa,sylvatica,NyBi,63,1e3,2463836.8105938733
craft_2013,GCE11,2,NE,NA,Nyssa,sylvatica,NyBi,16,1e3,81918.43783255015
craft_2013,GCE11,2,SE,NA,Nyssa,sylvatica,NyBi,41,1e3,847809.7232548938
craft_2013,GCE11,2,SE,NA,Nyssa,sylvatica,NyBi,11,1e3,32303.4136368194
craft_2013,GCE11,2,SE,NA,Nyssa,sylvatica,NyBi,10,1e3,25494.687023862978
craft_2013,GCE11,1,W,NA,Quercus,spp,Oak,23,1e3,275812.15065196325
craft_2013,GCE11,2,NE,NA,Quercus,spp,Oak,21,1e3,221025.15485337164
craft_2013,GCE11,1,E,NA,Quercus,lyrata,QuLy,36,1e3,820818.3250351693
craft_2013,GCE11,2,SE,NA,Quercus,lyrata,QuLy,16,1e3,114015.62126828323
craft_2013,GCE11,1,N,11,Taxodium,distichum,TaDi,43,1e3,641432.0798561166
craft_2013,GCE11,1,N,NA,Taxodium,distichum,TaDi,14,1e3,50833.63892836317
craft_2013,GCE11,1,N,16,Taxodium,distichum,TaDi,38,1e3,485138.6139457328
craft_2013,GCE11,1,E,NA,Taxodium,distichum,TaDi,105,1e3,4820472.4604245
craft_2013,GCE11,2,NE,31,Taxodium,distichum,TaDi,50,1e3,901844.7374924894
craft_2013,GCE11,2,NE,32,Taxodium,distichum,TaDi,36,1e3,429355.8171486565
craft_2013,GCE11,2,NW,40,Taxodium,distichum,TaDi,54,1e3,1073106.248749166
