"soil.burial","depth.intervals.lost","fraction.loss","biomass.em","biomass.ss","biomass.fo","methane.est","methane.pal"
410.080676839836,8,0.601708186732139,529.381886884311,3797.99896562122,4879.09595977238,399.772264056382,459.696171708199
401.181683416103,12,0.677681657660287,554.153500228314,3608.27754940111,5871.7190629618,272.731272142651,530.256518402693
346.353192742319,7,0.593560826033354,525.179834499292,3431.94362351018,6327.1697268748,447.164423384922,363.592739658725
375.998797762323,8,0.568207505973987,529.783898342568,3854.23530919955,8975.16446102058,441.484129383195,389.566321988739
391.00957021132,14,0.572868829942308,544.468933862387,4421.0640488867,6822.50398918671,264.407588881074,511.201097206753
362.553457379935,10,0.718685634550638,525.659991209195,4415.72204921754,4989.66142644288,272.162215615459,353.23902729746
348.585787988676,6,0.641395587706938,516.633415085284,2877.16147425476,6435.57737798485,318.530392948699,473.814878467264
370.156770240639,11,0.645475454861298,538.348786897323,3336.24000841005,7689.02794311958,393.022011165642,495.905839774379
422.911189528184,11,0.557003107678611,529.862863643734,3992.04119862717,5527.55665688785,196.169910156126,386.701793185438
423.06627766093,13,0.749322720221244,530.522672686525,3634.24245940358,6699.53239421265,475.314340976048,254.408955307599
416.937846522417,13,0.672934218891896,522.52387947284,3841.89370886712,8049.34075027606,293.001192266173,424.954908317851
365.01875687734,10,0.644707163504791,549.393705823514,4059.10033181567,5916.82959063731,135.406236323735,348.728456816255
413.084429985428,6,0.563618867017794,516.47665507266,4105.17597014798,6353.21805016955,286.384800835888,405.031609798494
367.080380010199,13,0.578179075149819,534.221348533291,5011.63122949238,5861.18877411477,302.197634610038,321.603752460156
390.505357632163,6,0.622177385143004,542.998726511191,3337.04905714985,7271.66644032719,166.324664178585,590.994340285022
380.760938653357,10,0.747439417813439,526.331996767618,4051.06370309015,5394.82613174527,272.447559601771,554.057434991249
354.400798102897,6,0.535107259289362,536.431127810021,4426.94466384339,8099.33012030941,343.483005967795,735.486468760993
389.035330888558,9,0.692450333212037,532.556802771617,2854.83598865896,5532.92387299119,321.393518623364,470.58315480668
389.056665471417,9,0.679523694794625,533.230145892781,3872.09706202319,6171.94616138222,272.482585992164,207.807727066545
432.300438753651,9,0.5075380805647,532.932289718914,3716.04562227497,8765.42055340351,290.271615345231,255.479982510464
403.722559118451,8,0.578567205870058,531.358873335989,3848.94673478836,6511.09604689189,143.291331616744,427.181601733179
415.010664596345,11,0.532486664189491,541.047338603414,4145.80864805645,6725.78520244403,237.145333278559,468.583829110515
410.035072068371,10,0.686865789524745,532.713882110203,4072.29948675187,6390.40897283299,525.021311773806,248.883768794178
383.173283943044,11,0.608846170594916,504.794019773149,3977.22524232747,7543.58593644117,383.298975820021,611.366662874611
404.573266124122,14,0.570889994327445,531.878223863932,4987.84689776539,6153.66744864205,225.416671027305,309.808046390916
412.252792634054,6,0.586240457138047,533.061382593696,4653.45416823929,4715.942525722,217.607366408272,682.944365782014
437.209579200269,13,0.622749784903135,537.9031462215,3900.00331013824,7341.17127492343,229.771652644078,524.3137024455
