River,Core ID,Depth (cm),LOI (%),Dry bulk density (g/cc),Compression (%)
Savannah,12-12-10-2,3,15.6,1.0333,na
Savannah,12-12-10-2,5,15.9,1.425,na
Savannah,12-12-10-2,7,15.6,1.0426,na
Savannah,12-12-10-2,9,15.3,0.9096,na
Savannah,12-12-10-2,13,16.3,1.3871,na
Savannah,12-12-10-2,15,16.3,1.0435,na
Savannah,12-12-10-2,17,20.9,0.62,na
Savannah,12-12-10-2,19,20.6,0.8562,na
Savannah,12-12-10-2,23,26.3,0.5495,na
Savannah,12-12-10-2,25,36.6,0.458,na
Savannah,12-12-10-2,27,21.2,0.7778,na
Savannah,12-12-10-2,29,21.8,0.6939,na
Savannah,12-12-10-2,35,32.3,0.745,na
Savannah,12-12-10-2,45,26.2,0.4746,na
Savannah,12-12-10-2,55,31.9,0.4522,na
Savannah,12-12-10-2,65,17.9,0.7523,na
Savannah,12-12-10-2,75,15.5,1.4348,na
Savannah,12-12-10-2,85,14.5,1.4356,na
Savannah,12-12-10-2,95,12.1,0.9148,na
Savannah,12-12-10-2,105,12.3,1.0408,na
Savannah,12-12-10-2,115,9.76,1.0459,na
Savannah,12-12-10-2,125,9.26,1.4525,na
Savannah,12-12-10-2,132,10.6,1.2569,na
Savannah,12-12-10-2,133,10.9,0.9268,na
Savannah,12-12-10-2,134,11.2,1.2086,na
Savannah,12-12-10-2,135,11.1,1.236,na
Savannah,12-12-10-2,137,12.8,1.0019,na
Savannah,12-12-10-2,138,12.7,1.1587,na
Savannah,12-12-10-2,139,14.3,1.1781,na
Savannah,12-12-10-2,140,14.8,1.8854,na
Savannah,12-12-10-2,142,15.3,1.0717,na
Savannah,12-12-10-2,143,15.4,1.8934,na
Savannah,12-12-10-2,144,16.8,1.2255,na
Savannah,12-12-10-2,145,18.6,0.7588,na
Savannah,12-12-10-2,147,15.5,1.0692,na
Savannah,12-12-10-2,148,15.3,1.1408,na
Savannah,12-12-10-2,149,16.2,1.1207,na
Savannah,12-12-10-2,150,17.5,1.4671,na
Savannah,12-12-10-2,155,21.3,1.07,na
Savannah,12-12-10-2,165,18,0.9732,na
Savannah,12-12-10-2,175,14.8,1.401,na
Savannah,12-12-10-2,185,13.3,1.4352,na
Savannah,12-12-10-2,195,17,0.971,na
Savannah,12-12-10-2,202,19.9,1.4202,na
Savannah,12-12-10-2,204,9.8,1.2752,na
Savannah,12-12-10-2,212,11.5,0.9231,na
Savannah,12-12-10-2,215,25.1,0.7383,na
Savannah,12-12-10-2,222,9.64,1.1032,na
Savannah,12-12-10-2,225,19.4,0.9662,na
Savannah,12-12-10-2,232,18.7,0.7037,na
Savannah,12-12-10-2,235,19,1.0762,na
Savannah,12-12-10-2,242,13.3,1.0302,na
Savannah,12-12-10-2,245,13.5,1.1128,na
Savannah,12-12-10-2,252,10.7,1.3296,na
Savannah,12-12-10-2,255,10.1,1.1554,na
Savannah,12-12-10-2,262,12,0.6146,na
Savannah,12-12-10-2,265,28.1,0.3776,na
Savannah,12-12-10-2,272,20.8,0.6928,na
Savannah,12-12-10-2,275,20.3,1.0634,na
Savannah,12-12-10-2,282,23.8,0.6287,na
Savannah,12-12-10-2,285,15.8,1.2574,na
Savannah,12-12-10-2,292,23.5,1.081,na
Savannah,12-12-10-2,295,24.1,1.3722,na
Savannah,12-12-9-3,1,14.18,0.4019,na
Savannah,12-12-9-3,5,48.88,0.2046,na
Savannah,12-12-9-3,11,45.04,0.2229,na
Savannah,12-12-9-3,15,47.77,0.2261,na
Savannah,12-12-9-3,21,52.67,0.1876,na
Savannah,12-12-9-3,25,15.45,0.438066667,na
Savannah,12-12-9-3,31,8.51,0.7716,na
Savannah,12-12-9-3,35,8.02,0.8217,na
Savannah,12-12-9-3,41,6.45,1.1121,na
Savannah,12-12-9-3,45,6.62,1.0999,na
Savannah,12-12-9-3,51,7.6,1.0579,na
Savannah,12-12-9-3,55,9.82,0.8021,na
Savannah,12-12-9-3,61,8.56,0.626466667,na
Savannah,12-12-9-3,66,4.6,1.1076,na
Savannah,12-12-9-3,71,22.15,0.3757,na
Savannah,12-12-9-3,76,2.74,1.3596,na
Savannah,12-12-10-3,7,60.38,0.1093,na
Savannah,12-12-10-3,10,44.66,0.1498,na
Savannah,12-12-10-3,15,28.7,0.2331,na
Savannah,12-12-10-3,20,56.4,0.1445,na
Savannah,12-12-10-3,25,55.16,0.1394,na
Savannah,12-12-10-3,30,63.07,0.0872,na
Savannah,12-12-10-3,35,46.83,0.104,na
Savannah,12-12-10-3,40,44.58,0.155,na
Savannah,12-12-10-3,45,32.15,0.1639,na
Savannah,12-12-10-3,50,29.83,0.176,na
Savannah,12-12-10-3,55,34.88,0.1534,na
Savannah,12-12-10-3,60,25.27,0.239,na
Savannah,12-12-10-3,65,23.29,0.2091,na
Savannah,12-12-10-3,70,19.06,0.2524,na
Savannah,12-12-10-3,75,18.97,0.2946,na
Savannah,12-12-10-3,80,15.19,0.3923,na
Savannah,12-12-10-3,85,23.33,0.2902,na
Savannah,12-12-10-3,90,16.29,0.4672,na
Savannah,12-12-10-3,95,16.08,0.4385,na
Savannah,12-12-10-3,100,15.86,0.4149,na
Savannah,12-12-10-3,105,13.78,0.4324,na
Savannah,12-12-10-3,110,12.25,0.7976,na
Savannah,12-12-10-3,115,11.7,0.793,na
Savannah,12-12-10-3,120,11.24,0.7787,na
Savannah,12-12-10-3,125,11.18,0.7397,na
Savannah,12-12-10-3,130,10.45,0.6939,na
Savannah,12-12-10-3,133,12.51,0.6636,na
Savannah,12-12-10-3,135,13.27,0.8123,na
Savannah,12-12-10-3,137,14.57,0.6829,na
Savannah,12-12-10-3,139,14.42,0.5972,na
Savannah,12-12-10-3,143,22.4,0.5148,na
Savannah,12-12-10-3,145,27.05,0.336,na
Savannah,12-12-10-3,147,26.55,0.4174,na
Savannah,12-12-10-3,150,28.96,0.2541,na
Savannah,12-12-10-3,155,41.45,0.1672,na
Savannah,12-12-10-3,160,38.01,0.1681,na
Savannah,12-12-10-3,165,38.99,0.1775,na
Savannah,12-12-10-3,170,37.97,0.1841,na
Savannah,12-12-10-3,175,41.23,0.1426,na
Savannah,12-12-10-3,180,100,0.0322,na
Savannah,12-12-10-3,185,68.75,0.0864,na
Savannah,12-12-10-3,190,93.72,0.1179,na
Savannah,12-12-10-3,195,27.46,0.3267,na
Savannah,12-12-10-3,200,24.52,0.2631,na
Savannah,12-12-10-3,205,48.47,0.1694,na
Savannah,12-12-10-3,210,24.79,0.2783,na
Savannah,12-12-10-3,215,16.46,0.5024,na
Savannah,12-12-10-3,220,16.43,0.4826,na
Savannah,12-12-10-3,225,21.64,0.3314,na
Savannah,12-12-10-3,230,25.74,0.3461,na
Savannah,12-12-10-3,235,17.94,0.4582,na
Savannah,12-12-10-3,240,18.43,0.4595,na
Savannah,12-12-10-3,245,15.72,0.556,na
Savannah,12-12-10-3,250,21.13,0.2702,na
Savannah,12-12-10-3,255,27.7,0.2318,na
Savannah,12-12-10-3,260,25.35,0.3527,na
Savannah,12-12-10-3,265,24.75,0.3143,na
Savannah,12-12-10-3,270,27.66,0.2824,na
Savannah,12-12-10-3,275,38.37,0.1329,na
Savannah,12-12-10-3,280,24.57,0.2414,na
Savannah,12-12-10-3,285,13.66,0.506,na
Savannah,12-12-10-3,290,14.46,0.4967,na
Savannah,12-12-10-3,295,21.62,0.3672,na
Savannah,12-12-10-3,300,21.67,0.3576,na
Savannah,12-12-10-3,305,22.63,0.3116,na
Savannah,12-12-10-3,310,16.03,0.5459,na
Savannah,12-12-10-3,315,21.91,0.3783,na
Savannah,12-12-10-3,320,16.61,0.4058,na
Savannah,12-12-10-3,325,18.33,0.4349,na
Savannah,12-12-10-3,330,18.67,0.4638,na
Savannah,12-12-10-3,335,13.95,0.5342,na
Savannah,12-12-10-3,340,20.38,0.4371,na
