River,Site,Survey,Plot,Tree No.,Species,DBH,Live
Savannah,Lower,2005,1,589,baldcypress,23.35,1
Savannah,Lower,2005,1,607,baldcypress,23.40,1
Savannah,Lower,2005,1,600,baldcypress,23.50,1
Savannah,Lower,2005,1,609,baldcypress,24.40,1
Savannah,Lower,2005,1,595,baldcypress,24.80,1
Savannah,Lower,2005,1,626,baldcypress,25.50,1
Savannah,Lower,2005,1,629,baldcypress,26.30,1
Savannah,Lower,2005,1,611,baldcypress,28.40,1
Savannah,Lower,2005,1,587,baldcypress,29.00,1
Savannah,Lower,2005,1,625,baldcypress,30.70,1
Savannah,Lower,2005,1,591,baldcypress,33.05,1
Savannah,Lower,2005,1,.,buttonbush,1.30,1
Savannah,Lower,2005,1,.,eastern baccharis,1.30,1
Savannah,Lower,2005,1,.,rattlebox,3.20,1
Savannah,Lower,2005,2,.,baldcypress,10.70,0
Savannah,Lower,2005,2,.,baldcypress,11.90,0
Savannah,Lower,2005,2,.,baldcypress,13.00,0
Savannah,Lower,2005,2,.,baldcypress,13.60,0
Savannah,Lower,2005,2,.,baldcypress,13.80,0
Savannah,Lower,2005,2,.,baldcypress,14.50,0
Savannah,Lower,2005,2,.,baldcypress,14.90,0
Savannah,Lower,2005,2,.,baldcypress,15.90,0
Savannah,Lower,2005,2,.,baldcypress,16.30,0
Savannah,Lower,2005,2,.,baldcypress,16.70,0
Savannah,Lower,2005,2,.,baldcypress,17.70,0
Savannah,Lower,2005,2,.,baldcypress,18.30,0
Savannah,Lower,2005,2,.,baldcypress,18.60,0
Savannah,Lower,2005,2,.,baldcypress,19.50,0
Savannah,Lower,2005,2,.,baldcypress,19.70,0
Savannah,Lower,2005,2,.,baldcypress,20.30,0
Savannah,Lower,2005,2,.,baldcypress,20.30,0
Savannah,Lower,2005,2,.,baldcypress,20.40,0
Savannah,Lower,2005,2,.,baldcypress,20.60,0
Savannah,Lower,2005,2,.,baldcypress,22.80,0
Savannah,Lower,2005,2,.,baldcypress,26.90,0
Savannah,Lower,2005,2,.,baldcypress,29.30,0
Savannah,Lower,2005,2,656,baldcypress,13.45,1
Savannah,Lower,2005,2,636,baldcypress,15.20,1
Savannah,Lower,2005,2,641,baldcypress,16.30,1
Savannah,Lower,2005,2,645,baldcypress,17.30,1
Savannah,Lower,2005,2,635,baldcypress,18.25,1
Savannah,Lower,2005,2,637,baldcypress,18.75,1
Savannah,Lower,2005,2,644,baldcypress,19.50,1
Savannah,Lower,2005,2,647,baldcypress,20.00,1
Savannah,Lower,2005,2,633,baldcypress,20.90,1
Savannah,Lower,2005,2,642,baldcypress,20.90,1
Savannah,Lower,2005,2,650,baldcypress,21.25,1
Savannah,Lower,2005,2,643,baldcypress,21.30,1
Savannah,Lower,2005,2,639,baldcypress,22.65,1
Savannah,Lower,2005,2,646,baldcypress,22.70,1
Savannah,Lower,2005,2,638,baldcypress,22.75,1
Savannah,Lower,2005,2,651,baldcypress,23.35,1
Savannah,Lower,2005,2,655,baldcypress,23.90,1
Savannah,Lower,2005,2,648,baldcypress,23.95,1
Savannah,Lower,2005,2,634,baldcypress,24.55,1
Savannah,Lower,2005,2,649,baldcypress,24.55,1
Savannah,Lower,2005,2,640,baldcypress,29.50,1
Savannah,Lower,2005,2,652,baldcypress,34.40,1
Savannah,Lower,2005,2,653,baldcypress,34.65,1
Savannah,Lower,2005,2,654,Chinese tallow,8.00,1
Savannah,Lower,2005,2,.,eastern baccharis,1.00,1
Savannah,Lower,2005,2,.,eastern baccharis,1.00,1
Savannah,Lower,2005,2,.,eastern baccharis,1.30,1
Savannah,Lower,2005,2,.,eastern baccharis,2.70,1
Savannah,Lower,2005,2,.,eastern baccharis,3.20,1
Savannah,Lower,2005,2,.,eastern baccharis,3.40,1
Savannah,Lower,2005,2,.,eastern baccharis,3.50,1
Savannah,Lower,2005,2,.,eastern baccharis,3.80,1
Savannah,Lower,2005,2,.,eastern baccharis,4.00,1
Savannah,Lower,2005,2,.,eastern baccharis,4.00,1
Savannah,Lower,2005,2,.,eastern baccharis,5.00,1
Savannah,Lower,2005,2,.,rattlebox,1.50,1
Savannah,Lower,2005,2,.,rattlebox,1.70,1
Savannah,Lower,2005,2,.,rattlebox,5.50,1
Savannah,Lower,2012,1,615,baldcypress,5.90,0
Savannah,Lower,2012,1,10,baldcypress,7.10,0
Savannah,Lower,2012,1,24,baldcypress,8.00,0
Savannah,Lower,2012,1,25,baldcypress,11.50,0
Savannah,Lower,2012,1,616,baldcypress,12.50,0
Savannah,Lower,2012,1,12,baldcypress,12.55,0
Savannah,Lower,2012,1,628,baldcypress,13.90,0
Savannah,Lower,2012,1,620,baldcypress,14.10,0
Savannah,Lower,2012,1,26,baldcypress,14.40,0
Savannah,Lower,2012,1,614,baldcypress,14.40,0
Savannah,Lower,2012,1,3,baldcypress,14.50,0
Savannah,Lower,2012,1,19,baldcypress,15.00,0
Savannah,Lower,2012,1,7,baldcypress,15.20,0
Savannah,Lower,2012,1,5,baldcypress,15.35,0
Savannah,Lower,2012,1,18,baldcypress,15.40,0
Savannah,Lower,2012,1,596,baldcypress,15.70,0
Savannah,Lower,2012,1,16,baldcypress,16.20,0
Savannah,Lower,2012,1,608,baldcypress,16.45,0
Savannah,Lower,2012,1,610,baldcypress,17.10,0
Savannah,Lower,2012,1,622,baldcypress,17.10,0
Savannah,Lower,2012,1,597,baldcypress,17.35,0
Savannah,Lower,2012,1,624,baldcypress,17.45,0
Savannah,Lower,2012,1,21,baldcypress,17.70,0
Savannah,Lower,2012,1,593,baldcypress,17.90,0
Savannah,Lower,2012,1,601,baldcypress,17.90,0
Savannah,Lower,2012,1,632,baldcypress,17.90,0
Savannah,Lower,2012,1,619,baldcypress,18.20,0
Savannah,Lower,2012,1,612,baldcypress,18.30,0
Savannah,Lower,2012,1,22,baldcypress,18.60,0
Savannah,Lower,2012,1,594,baldcypress,18.60,0
Savannah,Lower,2012,1,621,baldcypress,19.00,0
Savannah,Lower,2012,1,592,baldcypress,19.10,0
Savannah,Lower,2012,1,598,baldcypress,19.50,0
Savannah,Lower,2012,1,618,baldcypress,20.00,0
Savannah,Lower,2012,1,599,baldcypress,20.40,0
Savannah,Lower,2012,1,1,baldcypress,20.50,0
Savannah,Lower,2012,1,20,baldcypress,20.90,0
Savannah,Lower,2012,1,630,baldcypress,21.45,0
Savannah,Lower,2012,1,23,baldcypress,21.70,0
Savannah,Lower,2012,1,607,baldcypress,22.85,0
Savannah,Lower,2012,1,600,baldcypress,23.10,0
Savannah,Lower,2012,1,11,baldcypress,23.50,0
Savannah,Lower,2012,1,609,baldcypress,23.65,0
Savannah,Lower,2012,1,4,baldcypress,24.00,0
Savannah,Lower,2012,1,2,baldcypress,25.00,0
Savannah,Lower,2012,1,626,baldcypress,25.50,0
Savannah,Lower,2012,1,6,baldcypress,25.90,0
Savannah,Lower,2012,1,629,baldcypress,25.90,0
Savannah,Lower,2012,1,17,baldcypress,27.35,0
Savannah,Lower,2012,1,611,baldcypress,27.90,0
Savannah,Lower,2012,1,15,eastern baccharis,1.00,0
Savannah,Lower,2012,1,14,snag,20.80,0
Savannah,Lower,2012,1,623,baldcypress,7.50,1
Savannah,Lower,2012,1,590,baldcypress,13.95,1
Savannah,Lower,2012,1,604,baldcypress,14.80,1
Savannah,Lower,2012,1,606,baldcypress,15.00,1
Savannah,Lower,2012,1,605,baldcypress,15.85,1
Savannah,Lower,2012,1,602,baldcypress,16.20,1
Savannah,Lower,2012,1,588,baldcypress,16.70,1
Savannah,Lower,2012,1,617,baldcypress,17.30,1
Savannah,Lower,2012,1,613,baldcypress,17.80,1
Savannah,Lower,2012,1,631,baldcypress,19.40,1
Savannah,Lower,2012,1,603,baldcypress,19.80,1
Savannah,Lower,2012,1,627,baldcypress,21.50,1
Savannah,Lower,2012,1,589,baldcypress,23.90,1
Savannah,Lower,2012,1,595,baldcypress,25.60,1
Savannah,Lower,2012,1,587,baldcypress,29.90,1
Savannah,Lower,2012,1,625,baldcypress,30.95,1
Savannah,Lower,2012,1,591,baldcypress,34.20,1
Savannah,Lower,2012,1,15,eastern baccharis,0.70,1
Savannah,Lower,2012,1,15,eastern baccharis,1.20,1
Savannah,Lower,2012,1,13,eastern baccharis,2.70,1
Savannah,Lower,2012,1,13,eastern baccharis,3.20,1
Savannah,Lower,2012,2,7,baldcypress,8.90,0
Savannah,Lower,2012,2,21,baldcypress,9.60,0
Savannah,Lower,2012,2,27,baldcypress,9.70,0
Savannah,Lower,2012,2,15,baldcypress,10.60,0
Savannah,Lower,2012,2,5,baldcypress,11.60,0
Savannah,Lower,2012,2,12,baldcypress,12.50,0
Savannah,Lower,2012,2,656,baldcypress,13.40,0
Savannah,Lower,2012,2,4,baldcypress,13.70,0
Savannah,Lower,2012,2,22,baldcypress,13.70,0
Savannah,Lower,2012,2,16,baldcypress,13.90,0
Savannah,Lower,2012,2,636,baldcypress,14.50,0
Savannah,Lower,2012,2,25,baldcypress,15.80,0
Savannah,Lower,2012,2,13,baldcypress,16.10,0
Savannah,Lower,2012,2,19,baldcypress,16.10,0
Savannah,Lower,2012,2,641,baldcypress,16.10,0
Savannah,Lower,2012,2,637,baldcypress,16.60,0
Savannah,Lower,2012,2,645,baldcypress,16.60,0
Savannah,Lower,2012,2,20,baldcypress,16.80,0
Savannah,Lower,2012,2,26,baldcypress,17.10,0
Savannah,Lower,2012,2,9,baldcypress,18.25,0
Savannah,Lower,2012,2,17,baldcypress,18.50,0
Savannah,Lower,2012,2,18,baldcypress,18.70,0
Savannah,Lower,2012,2,14,baldcypress,18.80,0
Savannah,Lower,2012,2,3,baldcypress,19.00,0
Savannah,Lower,2012,2,644,baldcypress,19.00,0
Savannah,Lower,2012,2,2,baldcypress,19.30,0
Savannah,Lower,2012,2,8,baldcypress,19.30,0
Savannah,Lower,2012,2,647,baldcypress,19.80,0
Savannah,Lower,2012,2,1,baldcypress,20.10,0
Savannah,Lower,2012,2,24,baldcypress,20.50,0
Savannah,Lower,2012,2,633,baldcypress,20.50,0
Savannah,Lower,2012,2,642,baldcypress,20.70,0
Savannah,Lower,2012,2,650,baldcypress,20.90,0
Savannah,Lower,2012,2,643,baldcypress,21.00,0
Savannah,Lower,2012,2,646,baldcypress,22.20,0
Savannah,Lower,2012,2,638,baldcypress,22.30,0
Savannah,Lower,2012,2,639,baldcypress,22.90,0
Savannah,Lower,2012,2,651,baldcypress,23.40,0
Savannah,Lower,2012,2,648,baldcypress,24.05,0
Savannah,Lower,2012,2,649,baldcypress,24.10,0
Savannah,Lower,2012,2,655,baldcypress,24.30,0
Savannah,Lower,2012,2,10,baldcypress,26.40,0
Savannah,Lower,2012,2,23,baldcypress,27.90,0
Savannah,Lower,2012,2,6,baldcypress,29.80,0
Savannah,Lower,2012,2,640,baldcypress,29.85,0
Savannah,Lower,2012,2,11,baldcypress,30.20,0
Savannah,Lower,2012,2,652,baldcypress,33.10,0
Savannah,Lower,2012,2,653,baldcypress,34.50,0
Savannah,Lower,2012,2,.,eastern baccharis,4.20,0
Savannah,Lower,2012,2,.,eastern baccharis,6.70,0
Savannah,Lower,2012,2,.,eastern baccharis,0.50,1
Savannah,Lower,2012,2,.,eastern baccharis,0.80,1
Savannah,Lower,2012,2,.,eastern baccharis,0.80,1
Savannah,Lower,2012,2,.,eastern baccharis,0.90,1
Savannah,Lower,2012,2,.,eastern baccharis,0.90,1
Savannah,Lower,2012,2,.,eastern baccharis,1.20,1
Savannah,Lower,2012,2,.,eastern baccharis,1.20,1
Savannah,Lower,2012,2,.,eastern baccharis,1.20,1
Savannah,Lower,2012,2,.,eastern baccharis,1.40,1
Savannah,Lower,2012,2,.,eastern baccharis,1.50,1
Savannah,Lower,2012,2,.,eastern baccharis,1.60,1
Savannah,Lower,2012,2,.,eastern baccharis,1.60,1
Savannah,Lower,2012,2,.,eastern baccharis,1.80,1
Savannah,Lower,2012,2,.,eastern baccharis,1.80,1
Savannah,Lower,2012,2,.,eastern baccharis,2.00,1
Savannah,Lower,2012,2,.,eastern baccharis,3.50,1
Savannah,Lower,2012,2,.,eastern baccharis,3.50,1
Savannah,Lower,2012,2,.,eastern baccharis,4.80,1
Savannah,Lower,2012,2,.,eastern baccharis,7.00,1
Savannah,Middle,2005,1,506,baldcypress,8.10,1
Savannah,Middle,2005,1,510,baldcypress,9.30,1
Savannah,Middle,2005,1,508,baldcypress,12.50,1
Savannah,Middle,2005,1,530,baldcypress,12.50,1
Savannah,Middle,2005,1,534,baldcypress,13.20,1
Savannah,Middle,2005,1,550,baldcypress,13.90,1
Savannah,Middle,2005,1,512,baldcypress,16.45,1
Savannah,Middle,2005,1,522,baldcypress,16.90,1
Savannah,Middle,2005,1,535,baldcypress,17.30,1
Savannah,Middle,2005,1,521,baldcypress,17.75,1
Savannah,Middle,2005,1,513,baldcypress,18.00,1
Savannah,Middle,2005,1,554,baldcypress,18.55,1
Savannah,Middle,2005,1,511,baldcypress,19.65,1
Savannah,Middle,2005,1,541,baldcypress,19.80,1
Savannah,Middle,2005,1,515,baldcypress,21.30,1
Savannah,Middle,2005,1,533,baldcypress,21.80,1
Savannah,Middle,2005,1,551,baldcypress,22.30,1
Savannah,Middle,2005,1,543,baldcypress,22.35,1
Savannah,Middle,2005,1,539,baldcypress,23.50,1
Savannah,Middle,2005,1,509,baldcypress,23.60,1
Savannah,Middle,2005,1,523,baldcypress,23.85,1
Savannah,Middle,2005,1,536,baldcypress,24.50,1
Savannah,Middle,2005,1,544,baldcypress,24.70,1
Savannah,Middle,2005,1,517,baldcypress,24.75,1
Savannah,Middle,2005,1,507,baldcypress,24.85,1
Savannah,Middle,2005,1,552,baldcypress,25.25,1
Savannah,Middle,2005,1,546,baldcypress,26.35,1
Savannah,Middle,2005,1,545,baldcypress,27.25,1
Savannah,Middle,2005,1,514,baldcypress,27.75,1
Savannah,Middle,2005,1,548,baldcypress,28.30,1
Savannah,Middle,2005,1,516,baldcypress,28.60,1
Savannah,Middle,2005,1,520,baldcypress,28.90,1
Savannah,Middle,2005,1,547,baldcypress,28.90,1
Savannah,Middle,2005,1,531,baldcypress,29.10,1
Savannah,Middle,2005,1,528,baldcypress,29.80,1
Savannah,Middle,2005,1,537,baldcypress,29.90,1
Savannah,Middle,2005,1,555,baldcypress,29.90,1
Savannah,Middle,2005,1,505,baldcypress,30.10,1
Savannah,Middle,2005,1,504,baldcypress,30.90,1
Savannah,Middle,2005,1,527,baldcypress,31.45,1
Savannah,Middle,2005,1,553,baldcypress,31.50,1
Savannah,Middle,2005,1,549,baldcypress,32.60,1
Savannah,Middle,2005,1,519,baldcypress,34.20,1
Savannah,Middle,2005,1,529,baldcypress,36.30,1
Savannah,Middle,2005,1,538,baldcypress,36.40,1
Savannah,Middle,2005,1,542,baldcypress,36.95,1
Savannah,Middle,2005,1,525,baldcypress,40.90,1
Savannah,Middle,2005,1,518,baldcypress,41.55,1
Savannah,Middle,2005,1,503,baldcypress,43.75,1
Savannah,Middle,2005,1,526,baldcypress,43.75,1
Savannah,Middle,2005,1,532,baldcypress,58.60,1
Savannah,Middle,2005,1,.,buttonbush,3.10,1
Savannah,Middle,2005,1,.,buttonbush,4.00,1
Savannah,Middle,2005,1,.,buttonbush,4.40,1
Savannah,Middle,2005,1,.,swamp tupelo,3.80,1
Savannah,Middle,2005,1,.,waxmyrtle,1.60,1
Savannah,Middle,2005,2,.,ash,1.70,0
Savannah,Middle,2005,2,.,ash,3.00,0
Savannah,Middle,2005,2,.,ash,3.80,0
Savannah,Middle,2005,2,.,ash,0.50,1
Savannah,Middle,2005,2,.,ash,0.70,1
Savannah,Middle,2005,2,.,ash,1.20,1
Savannah,Middle,2005,2,.,ash,1.30,1
Savannah,Middle,2005,2,.,ash,1.90,1
Savannah,Middle,2005,2,.,ash,2.10,1
Savannah,Middle,2005,2,.,ash,2.60,1
Savannah,Middle,2005,2,.,ash,2.90,1
Savannah,Middle,2005,2,.,ash,3.30,1
Savannah,Middle,2005,2,.,ash,3.50,1
Savannah,Middle,2005,2,568,ash,3.55,1
Savannah,Middle,2005,2,.,ash,4.00,1
Savannah,Middle,2005,2,.,ash,5.70,1
Savannah,Middle,2005,2,566,baldcypress,10.45,1
Savannah,Middle,2005,2,585,baldcypress,14.70,1
Savannah,Middle,2005,2,563,baldcypress,21.30,1
Savannah,Middle,2005,2,576,baldcypress,22.45,1
Savannah,Middle,2005,2,564,baldcypress,22.50,1
Savannah,Middle,2005,2,580,baldcypress,28.50,1
Savannah,Middle,2005,2,581,baldcypress,30.75,1
Savannah,Middle,2005,2,565,baldcypress,31.75,1
Savannah,Middle,2005,2,560,baldcypress,32.00,1
Savannah,Middle,2005,2,561,baldcypress,32.95,1
Savannah,Middle,2005,2,558,baldcypress,34.55,1
Savannah,Middle,2005,2,584,baldcypress,36.25,1
Savannah,Middle,2005,2,567,baldcypress,38.10,1
Savannah,Middle,2005,2,573,baldcypress,40.25,1
Savannah,Middle,2005,2,579,baldcypress,40.40,1
Savannah,Middle,2005,2,577,baldcypress,41.70,1
Savannah,Middle,2005,2,574,baldcypress,44.90,1
Savannah,Middle,2005,2,578,baldcypress,46.00,1
Savannah,Middle,2005,2,583,baldcypress,50.90,1
Savannah,Middle,2005,2,582,baldcypress,53.30,1
Savannah,Middle,2005,2,570,baldcypress,55.20,1
Savannah,Middle,2005,2,557,baldcypress,57.30,1
Savannah,Middle,2005,2,556,baldcypress,59.50,1
Savannah,Middle,2005,2,.,swamp bay,1.90,1
Savannah,Middle,2005,2,569,swamp tupelo,8.20,1
Savannah,Middle,2005,2,571,swamp tupelo,12.40,1
Savannah,Middle,2005,2,572,swamp tupelo,15.70,1
Savannah,Middle,2005,2,575,swamp tupelo,23.00,1
Savannah,Middle,2005,2,586,swamp tupelo,25.20,1
Savannah,Middle,2012,1,530,baldcypress,12.30,0
Savannah,Middle,2012,1,524,baldcypress,14.30,0
Savannah,Middle,2012,1,535,baldcypress,16.90,0
Savannah,Middle,2012,1,522,baldcypress,17.70,0
Savannah,Middle,2012,1,513,baldcypress,18.15,0
Savannah,Middle,2012,1,540,baldcypress,18.40,0
Savannah,Middle,2012,1,541,baldcypress,19.70,0
Savannah,Middle,2012,1,515,baldcypress,21.50,0
Savannah,Middle,2012,1,551,baldcypress,22.15,0
Savannah,Middle,2012,1,543,baldcypress,22.40,0
Savannah,Middle,2012,1,509,baldcypress,23.15,0
Savannah,Middle,2012,1,507,baldcypress,24.80,0
Savannah,Middle,2012,1,516,baldcypress,28.40,0
Savannah,Middle,2012,1,555,baldcypress,29.80,0
Savannah,Middle,2012,1,504,baldcypress,31.00,0
Savannah,Middle,2012,1,506,baldcypress,7.90,1
Savannah,Middle,2012,1,510,baldcypress,9.30,1
Savannah,Middle,2012,1,508,baldcypress,12.50,1
Savannah,Middle,2012,1,534,baldcypress,13.40,1
Savannah,Middle,2012,1,550,baldcypress,13.80,1
Savannah,Middle,2012,1,512,baldcypress,16.70,1
Savannah,Middle,2012,1,521,baldcypress,17.70,1
Savannah,Middle,2012,1,554,baldcypress,18.90,1
Savannah,Middle,2012,1,511,baldcypress,19.90,1
Savannah,Middle,2012,1,533,baldcypress,21.85,1
Savannah,Middle,2012,1,539,baldcypress,23.90,1
Savannah,Middle,2012,1,523,baldcypress,24.10,1
Savannah,Middle,2012,1,544,baldcypress,24.70,1
Savannah,Middle,2012,1,536,baldcypress,24.95,1
Savannah,Middle,2012,1,517,baldcypress,25.20,1
Savannah,Middle,2012,1,552,baldcypress,25.40,1
Savannah,Middle,2012,1,546,baldcypress,27.10,1
Savannah,Middle,2012,1,545,baldcypress,27.30,1
Savannah,Middle,2012,1,514,baldcypress,28.55,1
Savannah,Middle,2012,1,548,baldcypress,28.70,1
Savannah,Middle,2012,1,531,baldcypress,29.05,1
Savannah,Middle,2012,1,547,baldcypress,29.20,1
Savannah,Middle,2012,1,520,baldcypress,29.40,1
Savannah,Middle,2012,1,537,baldcypress,30.20,1
Savannah,Middle,2012,1,505,baldcypress,31.00,1
Savannah,Middle,2012,1,528,baldcypress,31.00,1
Savannah,Middle,2012,1,527,baldcypress,31.50,1
Savannah,Middle,2012,1,553,baldcypress,31.75,1
Savannah,Middle,2012,1,549,baldcypress,33.60,1
Savannah,Middle,2012,1,519,baldcypress,34.25,1
Savannah,Middle,2012,1,538,baldcypress,36.90,1
Savannah,Middle,2012,1,529,baldcypress,37.00,1
Savannah,Middle,2012,1,542,baldcypress,37.50,1
Savannah,Middle,2012,1,518,baldcypress,41.70,1
Savannah,Middle,2012,1,525,baldcypress,41.90,1
Savannah,Middle,2012,1,503,baldcypress,44.00,1
Savannah,Middle,2012,1,526,baldcypress,44.00,1
Savannah,Middle,2012,1,532,baldcypress,58.50,1
Savannah,Middle,2012,1,24,buttonbush,1.70,1
Savannah,Middle,2012,1,24,buttonbush,2.10,1
Savannah,Middle,2012,1,24,buttonbush,4.80,1
Savannah,Middle,2012,1,26,buttonbush,5.20,1
Savannah,Middle,2012,1,27,swamp tupelo,4.70,1
Savannah,Middle,2012,1,25,waxmyrtle,0.20,1
Savannah,Middle,2012,1,25,waxmyrtle,0.20,1
Savannah,Middle,2012,1,25,waxmyrtle,0.40,1
Savannah,Middle,2012,1,25,waxmyrtle,0.50,1
Savannah,Middle,2012,2,17,baldcypress,15.50,0
Savannah,Middle,2012,2,22,baldcypress,19.20,0
Savannah,Middle,2012,2,562,baldcypress,20.95,0
Savannah,Middle,2012,2,559,baldcypress,22.20,0
Savannah,Middle,2012,2,21,baldcypress,24.30,0
Savannah,Middle,2012,2,20,baldcypress,28.50,0
Savannah,Middle,2012,2,16,baldcypress,32.20,0
Savannah,Middle,2012,2,15,baldcypress,52.70,0
Savannah,Middle,2012,2,571,swamp tupelo,12.30,0
Savannah,Middle,2012,2,12,ash,0.70,1
Savannah,Middle,2012,2,13,ash,1.40,1
Savannah,Middle,2012,2,5,ash,1.60,1
Savannah,Middle,2012,2,19,ash,1.80,1
Savannah,Middle,2012,2,6,ash,1.90,1
Savannah,Middle,2012,2,18,ash,2.00,1
Savannah,Middle,2012,2,11,ash,2.40,1
Savannah,Middle,2012,2,9,ash,2.90,1
Savannah,Middle,2012,2,7,ash,3.30,1
Savannah,Middle,2012,2,10,ash,3.30,1
Savannah,Middle,2012,2,8,ash,3.40,1
Savannah,Middle,2012,2,14,ash,4.00,1
Savannah,Middle,2012,2,568,ash,4.70,1
Savannah,Middle,2012,2,566,baldcypress,10.80,1
Savannah,Middle,2012,2,563,baldcypress,21.60,1
Savannah,Middle,2012,2,564,baldcypress,22.70,1
Savannah,Middle,2012,2,576,baldcypress,22.75,1
Savannah,Middle,2012,2,580,baldcypress,29.15,1
Savannah,Middle,2012,2,581,baldcypress,31.60,1
Savannah,Middle,2012,2,565,baldcypress,32.05,1
Savannah,Middle,2012,2,560,baldcypress,32.20,1
Savannah,Middle,2012,2,561,baldcypress,33.30,1
Savannah,Middle,2012,2,558,baldcypress,35.05,1
Savannah,Middle,2012,2,584,baldcypress,36.60,1
Savannah,Middle,2012,2,567,baldcypress,38.60,1
Savannah,Middle,2012,2,579,baldcypress,41.05,1
Savannah,Middle,2012,2,573,baldcypress,41.09,1
Savannah,Middle,2012,2,577,baldcypress,42.40,1
Savannah,Middle,2012,2,574,baldcypress,45.00,1
Savannah,Middle,2012,2,578,baldcypress,47.00,1
Savannah,Middle,2012,2,583,baldcypress,52.10,1
Savannah,Middle,2012,2,582,baldcypress,53.85,1
Savannah,Middle,2012,2,570,baldcypress,56.30,1
Savannah,Middle,2012,2,557,baldcypress,57.55,1
Savannah,Middle,2012,2,556,baldcypress,60.20,1
Savannah,Middle,2012,2,1,eastern baccharis,0.45,1
Savannah,Middle,2012,2,1,eastern baccharis,0.50,1
Savannah,Middle,2012,2,2,eastern baccharis,4.90,1
Savannah,Middle,2012,2,23,swamp tupelo,6.20,1
Savannah,Middle,2012,2,569,swamp tupelo,10.05,1
Savannah,Middle,2012,2,572,swamp tupelo,15.95,1
Savannah,Middle,2012,2,575,swamp tupelo,23.50,1
Savannah,Middle,2012,2,586,swamp tupelo,25.40,1
Savannah,Middle,2012,2,3,waxmyrtle,2.80,1
Savannah,Upper,2005,1,.,swamp bay,0.90,0
Savannah,Upper,2005,1,.,swamp bay,1.60,0
Savannah,Upper,2005,1,.,swamp bay,2.60,0
Savannah,Upper,2005,1,.,swamp bay,3.40,0
Savannah,Upper,2005,1,.,swamp bay,3.50,0
Savannah,Upper,2005,1,.,swamp bay,3.90,0
Savannah,Upper,2005,1,.,swamp tupelo,8.70,0
Savannah,Upper,2005,1,239,American elm,6.00,1
Savannah,Upper,2005,1,224,American elm,8.45,1
Savannah,Upper,2005,1,222,American elm,9.00,1
Savannah,Upper,2005,1,.,American hornbeam,0.60,1
Savannah,Upper,2005,1,.,American hornbeam,1.90,1
Savannah,Upper,2005,1,.,American hornbeam,2.90,1
Savannah,Upper,2005,1,.,American hornbeam,3.00,1
Savannah,Upper,2005,1,.,American hornbeam,3.50,1
Savannah,Upper,2005,1,223,American hornbeam,4.80,1
Savannah,Upper,2005,1,229,American hornbeam,6.60,1
Savannah,Upper,2005,1,.,ash,0.80,1
Savannah,Upper,2005,1,.,ash,2.60,1
Savannah,Upper,2005,1,230,ash,6.90,1
Savannah,Upper,2005,1,240,ash,7.10,1
Savannah,Upper,2005,1,232,ash,7.60,1
Savannah,Upper,2005,1,204,ash,11.00,1
