River,Site,Survey,Plot,Tree No.,Species,DBH,Live
Savannah,Upper,2012,2,80,hazel alder,1.70,0
Savannah,Upper,2012,2,2,laurel oak,2.10,0
Savannah,Upper,2012,2,497,laurel oak,3.80,0
Savannah,Upper,2012,2,489,red maple,14.65,0
Savannah,Upper,2012,2,25,swamp bay,1.80,0
Savannah,Upper,2012,2,73,swamp bay,2.40,0
Savannah,Upper,2012,2,476,swamp tupelo,6.50,0
Savannah,Upper,2012,2,460,swamp tupelo,7.60,0
Savannah,Upper,2012,2,459,swamp tupelo,8.05,0
Savannah,Upper,2012,2,473,swamp tupelo,8.10,0
Savannah,Upper,2012,2,461,swamp tupelo,9.90,0
Savannah,Upper,2012,2,449,swamp tupelo,10.50,0
Savannah,Upper,2012,2,455,water tupelo,38.00,0
Savannah,Upper,2012,2,61,American hornbeam,3.10,1
Savannah,Upper,2012,2,66,arrowwood,1.20,1
Savannah,Upper,2012,2,66,arrowwood,1.70,1
Savannah,Upper,2012,2,66,arrowwood,2.10,1
Savannah,Upper,2012,2,36,ash,0.50,1
Savannah,Upper,2012,2,46,ash,0.60,1
Savannah,Upper,2012,2,97,ash,0.60,1
Savannah,Upper,2012,2,15,ash,0.70,1
Savannah,Upper,2012,2,84,ash,0.70,1
Savannah,Upper,2012,2,84,ash,0.70,1
Savannah,Upper,2012,2,87,ash,0.70,1
Savannah,Upper,2012,2,30,ash,0.80,1
Savannah,Upper,2012,2,33,ash,0.80,1
Savannah,Upper,2012,2,33,ash,0.80,1
Savannah,Upper,2012,2,101,ash,0.80,1
Savannah,Upper,2012,2,21,ash,0.90,1
Savannah,Upper,2012,2,30,ash,0.90,1
Savannah,Upper,2012,2,32,ash,0.90,1
Savannah,Upper,2012,2,74,ash,0.90,1
Savannah,Upper,2012,2,97,ash,1.00,1
Savannah,Upper,2012,2,74,ash,1.10,1
Savannah,Upper,2012,2,95,ash,1.10,1
Savannah,Upper,2012,2,98,ash,1.10,1
Savannah,Upper,2012,2,103,ash,1.10,1
Savannah,Upper,2012,2,15,ash,1.20,1
Savannah,Upper,2012,2,21,ash,1.20,1
Savannah,Upper,2012,2,28,ash,1.20,1
Savannah,Upper,2012,2,58,ash,1.20,1
Savannah,Upper,2012,2,39,ash,1.30,1
Savannah,Upper,2012,2,41,ash,1.30,1
Savannah,Upper,2012,2,65,ash,1.30,1
Savannah,Upper,2012,2,89,ash,1.30,1
Savannah,Upper,2012,2,90,ash,1.30,1
Savannah,Upper,2012,2,98,ash,1.30,1
Savannah,Upper,2012,2,17,ash,1.40,1
Savannah,Upper,2012,2,87,ash,1.40,1
Savannah,Upper,2012,2,59,ash,1.50,1
Savannah,Upper,2012,2,62,ash,1.50,1
Savannah,Upper,2012,2,91,ash,1.50,1
Savannah,Upper,2012,2,99,ash,1.50,1
Savannah,Upper,2012,2,102,ash,1.50,1
Savannah,Upper,2012,2,104,ash,1.50,1
Savannah,Upper,2012,2,85,ash,1.60,1
Savannah,Upper,2012,2,14,ash,1.70,1
Savannah,Upper,2012,2,40,ash,1.70,1
Savannah,Upper,2012,2,44,ash,1.70,1
Savannah,Upper,2012,2,45,ash,1.70,1
Savannah,Upper,2012,2,56,ash,1.70,1
Savannah,Upper,2012,2,86,ash,1.70,1
Savannah,Upper,2012,2,92,ash,1.70,1
Savannah,Upper,2012,2,37,ash,1.80,1
Savannah,Upper,2012,2,103,ash,1.80,1
Savannah,Upper,2012,2,18,ash,1.90,1
Savannah,Upper,2012,2,3,ash,2.00,1
Savannah,Upper,2012,2,34,ash,2.00,1
Savannah,Upper,2012,2,4,ash,2.10,1
Savannah,Upper,2012,2,31,ash,2.20,1
Savannah,Upper,2012,2,76,ash,2.40,1
Savannah,Upper,2012,2,81,ash,2.40,1
Savannah,Upper,2012,2,29,ash,2.50,1
Savannah,Upper,2012,2,78,ash,2.50,1
Savannah,Upper,2012,2,18,ash,2.60,1
Savannah,Upper,2012,2,79,ash,3.00,1
Savannah,Upper,2012,2,83,ash,3.20,1
Savannah,Upper,2012,2,70,ash,3.50,1
Savannah,Upper,2012,2,23,ash,3.70,1
Savannah,Upper,2012,2,472,ash,3.70,1
Savannah,Upper,2012,2,69,ash,3.90,1
Savannah,Upper,2012,2,409,ash,3.90,1
Savannah,Upper,2012,2,63,ash,4.20,1
Savannah,Upper,2012,2,431,ash,4.90,1
Savannah,Upper,2012,2,502,ash,5.10,1
Savannah,Upper,2012,2,401,ash,5.85,1
Savannah,Upper,2012,2,410,ash,6.50,1
Savannah,Upper,2012,2,439,ash,7.80,1
Savannah,Upper,2012,2,5,baldcypress,1.50,1
Savannah,Upper,2012,2,10,baldcypress,2.90,1
Savannah,Upper,2012,2,418,baldcypress,9.30,1
Savannah,Upper,2012,2,427,baldcypress,10.00,1
Savannah,Upper,2012,2,474,baldcypress,10.40,1
Savannah,Upper,2012,2,417,baldcypress,12.20,1
Savannah,Upper,2012,2,446,baldcypress,12.80,1
Savannah,Upper,2012,2,457,baldcypress,12.80,1
Savannah,Upper,2012,2,451,baldcypress,13.45,1
Savannah,Upper,2012,2,453,baldcypress,15.30,1
Savannah,Upper,2012,2,444,baldcypress,15.45,1
Savannah,Upper,2012,2,367,baldcypress,15.80,1
Savannah,Upper,2012,2,484,baldcypress,18.75,1
Savannah,Upper,2012,2,491,baldcypress,19.60,1
Savannah,Upper,2012,2,487,baldcypress,19.80,1
Savannah,Upper,2012,2,468,baldcypress,22.05,1
Savannah,Upper,2012,2,456,baldcypress,23.60,1
Savannah,Upper,2012,2,442,baldcypress,27.80,1
Savannah,Upper,2012,2,454,baldcypress,35.95,1
Savannah,Upper,2012,2,447,baldcypress,36.15,1
Savannah,Upper,2012,2,475,baldcypress,37.10,1
Savannah,Upper,2012,2,452,baldcypress,42.60,1
Savannah,Upper,2012,2,404,baldcypress,45.20,1
Savannah,Upper,2012,2,412,baldcypress,46.10,1
Savannah,Upper,2012,2,493,baldcypress,52.20,1
Savannah,Upper,2012,2,42,Chinese tallow,0.40,1
Savannah,Upper,2012,2,82,hazel alder,0.10,1
Savannah,Upper,2012,2,82,hazel alder,0.10,1
Savannah,Upper,2012,2,19,hazel alder,0.30,1
Savannah,Upper,2012,2,19,hazel alder,0.30,1
Savannah,Upper,2012,2,24,hazel alder,0.30,1
Savannah,Upper,2012,2,24,hazel alder,0.30,1
Savannah,Upper,2012,2,24,hazel alder,0.40,1
Savannah,Upper,2012,2,19,hazel alder,0.50,1
Savannah,Upper,2012,2,71,hazel alder,0.50,1
Savannah,Upper,2012,2,19,hazel alder,0.60,1
Savannah,Upper,2012,2,20,hazel alder,0.60,1
Savannah,Upper,2012,2,24,hazel alder,0.60,1
Savannah,Upper,2012,2,6,hazel alder,0.70,1
Savannah,Upper,2012,2,20,hazel alder,0.80,1
Savannah,Upper,2012,2,60,hazel alder,0.90,1
Savannah,Upper,2012,2,88,hazel alder,1.00,1
Savannah,Upper,2012,2,88,hazel alder,1.00,1
Savannah,Upper,2012,2,96,hazel alder,1.40,1
Savannah,Upper,2012,2,20,hazel alder,1.50,1
Savannah,Upper,2012,2,57,hazel alder,1.60,1
Savannah,Upper,2012,2,75,hazel alder,1.60,1
Savannah,Upper,2012,2,94,hazel alder,1.60,1
Savannah,Upper,2012,2,77,hazel alder,2.50,1
Savannah,Upper,2012,2,68,hazel alder,4.50,1
Savannah,Upper,2012,2,67,hazel alder,6.40,1
Savannah,Upper,2012,2,22,laurel oak,0.30,1
Savannah,Upper,2012,2,48,laurel oak,0.30,1
Savannah,Upper,2012,2,22,laurel oak,0.50,1
Savannah,Upper,2012,2,48,laurel oak,0.70,1
Savannah,Upper,2012,2,48,laurel oak,0.70,1
Savannah,Upper,2012,2,13,laurel oak,1.00,1
Savannah,Upper,2012,2,50,laurel oak,1.00,1
Savannah,Upper,2012,2,2,laurel oak,1.10,1
Savannah,Upper,2012,2,51,laurel oak,1.10,1
Savannah,Upper,2012,2,54,laurel oak,1.10,1
Savannah,Upper,2012,2,51,laurel oak,1.20,1
Savannah,Upper,2012,2,53,laurel oak,1.20,1
Savannah,Upper,2012,2,54,laurel oak,1.20,1
Savannah,Upper,2012,2,48,laurel oak,1.30,1
Savannah,Upper,2012,2,2,laurel oak,1.40,1
Savannah,Upper,2012,2,50,laurel oak,1.40,1
Savannah,Upper,2012,2,50,laurel oak,1.40,1
Savannah,Upper,2012,2,105,laurel oak,1.50,1
Savannah,Upper,2012,2,26,laurel oak,1.60,1
Savannah,Upper,2012,2,7,laurel oak,1.80,1
Savannah,Upper,2012,2,47,laurel oak,1.90,1
Savannah,Upper,2012,2,49,laurel oak,2.00,1
Savannah,Upper,2012,2,49,laurel oak,2.10,1
Savannah,Upper,2012,2,51,laurel oak,2.10,1
Savannah,Upper,2012,2,53,laurel oak,2.10,1
Savannah,Upper,2012,2,52,laurel oak,2.20,1
Savannah,Upper,2012,2,43,laurel oak,2.40,1
Savannah,Upper,2012,2,27,laurel oak,4.00,1
Savannah,Upper,2012,2,500,laurel oak,4.10,1
Savannah,Upper,2012,2,8,laurel oak,4.50,1
Savannah,Upper,2012,2,430,laurel oak,4.50,1
Savannah,Upper,2012,2,498,laurel oak,5.30,1
Savannah,Upper,2012,2,488,laurel oak,6.20,1
Savannah,Upper,2012,2,434,laurel oak,8.00,1
Savannah,Upper,2012,2,469,laurel oak,8.40,1
Savannah,Upper,2012,2,480,laurel oak,8.50,1
Savannah,Upper,2012,2,463,laurel oak,8.70,1
Savannah,Upper,2012,2,428,laurel oak,9.30,1
Savannah,Upper,2012,2,482,laurel oak,12.20,1
Savannah,Upper,2012,2,467,laurel oak,14.00,1
Savannah,Upper,2012,2,419,red maple,7.70,1
Savannah,Upper,2012,2,479,red maple,8.70,1
Savannah,Upper,2012,2,414,red maple,11.30,1
Savannah,Upper,2012,2,494,red maple,16.90,1
Savannah,Upper,2012,2,478,red maple,27.20,1
Savannah,Upper,2012,2,9,swamp bay,0.70,1
Savannah,Upper,2012,2,100,swamp bay,0.70,1
Savannah,Upper,2012,2,64,swamp bay,0.90,1
Savannah,Upper,2012,2,25,swamp bay,1.10,1
Savannah,Upper,2012,2,64,swamp bay,1.10,1
Savannah,Upper,2012,2,93,swamp bay,1.20,1
Savannah,Upper,2012,2,9,swamp bay,1.30,1
Savannah,Upper,2012,2,72,swamp bay,1.50,1
Savannah,Upper,2012,2,55,swamp bay,1.60,1
Savannah,Upper,2012,2,11,swamp bay,2.10,1
Savannah,Upper,2012,2,25,swamp bay,2.10,1
Savannah,Upper,2012,2,72,swamp bay,2.20,1
Savannah,Upper,2012,2,35,swamp bay,2.50,1
Savannah,Upper,2012,2,1,swamp bay,2.80,1
Savannah,Upper,2012,2,38,swamp bay,3.70,1
Savannah,Upper,2012,2,441,swamp tupelo,3.40,1
Savannah,Upper,2012,2,402,swamp tupelo,5.80,1
Savannah,Upper,2012,2,433,swamp tupelo,6.60,1
Savannah,Upper,2012,2,408,swamp tupelo,6.80,1
Savannah,Upper,2012,2,426,swamp tupelo,7.10,1
Savannah,Upper,2012,2,406,swamp tupelo,7.15,1
Savannah,Upper,2012,2,438,swamp tupelo,7.25,1
Savannah,Upper,2012,2,403,swamp tupelo,7.30,1
Savannah,Upper,2012,2,466,swamp tupelo,8.45,1
Savannah,Upper,2012,2,464,swamp tupelo,8.70,1
Savannah,Upper,2012,2,465,swamp tupelo,8.90,1
Savannah,Upper,2012,2,495,swamp tupelo,9.60,1
Savannah,Upper,2012,2,429,swamp tupelo,9.80,1
Savannah,Upper,2012,2,420,swamp tupelo,11.40,1
Savannah,Upper,2012,2,501,swamp tupelo,11.50,1
Savannah,Upper,2012,2,437,swamp tupelo,12.30,1
Savannah,Upper,2012,2,435,swamp tupelo,12.70,1
Savannah,Upper,2012,2,407,swamp tupelo,16.50,1
Savannah,Upper,2012,2,462,swamp tupelo,18.25,1
Savannah,Upper,2012,2,432,swamp tupelo,25.50,1
Savannah,Upper,2012,2,445,swamp tupelo,27.50,1
Savannah,Upper,2012,2,436,swamp tupelo,30.90,1
Savannah,Upper,2012,2,486,swamp tupelo,32.40,1
Savannah,Upper,2012,2,443,swamp tupelo,36.30,1
Savannah,Upper,2012,2,16,sweetgum,4.30,1
Savannah,Upper,2012,2,12,water oak,2.10,1
Savannah,Upper,2012,2,485,water oak,4.20,1
Savannah,Upper,2012,2,423,water tupelo,13.40,1
Savannah,Upper,2012,2,413,water tupelo,16.80,1
Savannah,Upper,2012,2,425,water tupelo,20.20,1
Savannah,Upper,2012,2,448,water tupelo,20.30,1
Savannah,Upper,2012,2,440,water tupelo,20.90,1
Savannah,Upper,2012,2,416,water tupelo,20.95,1
Savannah,Upper,2012,2,411,water tupelo,23.85,1
Savannah,Upper,2012,2,422,water tupelo,24.30,1
Savannah,Upper,2012,2,490,water tupelo,28.45,1
Savannah,Upper,2012,2,496,water tupelo,32.60,1
Savannah,Upper,2012,2,458,water tupelo,33.75,1
Savannah,Upper,2012,2,492,water tupelo,34.30,1
Savannah,Upper,2012,2,499,water tupelo,34.75,1
Savannah,Upper,2012,2,424,water tupelo,36.00,1
Savannah,Upper,2012,2,415,water tupelo,36.20,1
Savannah,Upper,2012,2,483,water tupelo,36.50,1
Savannah,Upper,2012,2,450,water tupelo,38.30,1
Savannah,Upper,2012,2,421,water tupelo,38.70,1
Savannah,Upper,2012,2,470,water tupelo,40.60,1
Savannah,Upper,2012,2,481,water tupelo,41.80,1
Savannah,Upper,2012,2,405,water tupelo,45.40,1
Savannah,Upper,2012,2,477,water tupelo,46.80,1
Waccamaw,Lower,2005,1,.,eastern baccharis,1.40,0
Waccamaw,Lower,2005,1,.,ash,0.70,1
Waccamaw,Lower,2005,1,16,ash,3.00,1
Waccamaw,Lower,2005,1,15,ash,4.20,1
Waccamaw,Lower,2005,1,14,ash,7.05,1
Waccamaw,Lower,2005,1,2,ash,7.45,1
Waccamaw,Lower,2005,1,19,ash,9.50,1
Waccamaw,Lower,2005,1,17,baldcypress,0.70,1
Waccamaw,Lower,2005,1,7,baldcypress,8.90,1
Waccamaw,Lower,2005,1,6,baldcypress,10.10,1
Waccamaw,Lower,2005,1,3,baldcypress,12.90,1
Waccamaw,Lower,2005,1,4,baldcypress,14.45,1
Waccamaw,Lower,2005,1,5,baldcypress,14.65,1
Waccamaw,Lower,2005,1,9,baldcypress,18.00,1
Waccamaw,Lower,2005,1,8,baldcypress,18.60,1
Waccamaw,Lower,2005,1,12,baldcypress,19.70,1
Waccamaw,Lower,2005,1,10,baldcypress,23.20,1
Waccamaw,Lower,2005,1,11,baldcypress,32.75,1
Waccamaw,Lower,2005,1,3782,baldcypress,34.40,1
Waccamaw,Lower,2005,1,3781,baldcypress,36.30,1
Waccamaw,Lower,2005,1,3783,baldcypress,42.95,1
Waccamaw,Lower,2005,1,3784,baldcypress,47.40,1
Waccamaw,Lower,2005,1,3785,baldcypress,48.00,1
Waccamaw,Lower,2005,1,.,dahoon ,3.50,1
Waccamaw,Lower,2005,1,.,eastern baccharis,0.50,1
Waccamaw,Lower,2005,1,.,eastern baccharis,0.70,1
Waccamaw,Lower,2005,1,.,eastern baccharis,0.70,1
Waccamaw,Lower,2005,1,.,eastern baccharis,2.20,1
Waccamaw,Lower,2005,1,.,swamp tupelo,7.20,1
Waccamaw,Lower,2005,1,13,swamp tupelo,12.65,1
Waccamaw,Lower,2005,1,18,swamp tupelo,13.00,1
Waccamaw,Lower,2005,1,1,swamp tupelo,13.90,1
Waccamaw,Lower,2005,1,.,waxmyrtle,0.60,1
Waccamaw,Lower,2005,1,.,waxmyrtle,1.70,1
Waccamaw,Lower,2005,2,.,waxmyrtle,2.80,0
Waccamaw,Lower,2005,2,.,ash,0.70,1
Waccamaw,Lower,2005,2,.,ash,0.70,1
Waccamaw,Lower,2005,2,72,baldcypress,8.45,1
Waccamaw,Lower,2005,2,44,baldcypress,10.35,1
Waccamaw,Lower,2005,2,74,baldcypress,14.50,1
Waccamaw,Lower,2005,2,37,baldcypress,14.90,1
Waccamaw,Lower,2005,2,71,baldcypress,16.60,1
Waccamaw,Lower,2005,2,68,baldcypress,16.75,1
Waccamaw,Lower,2005,2,61,baldcypress,16.80,1
Waccamaw,Lower,2005,2,80,baldcypress,17.15,1
Waccamaw,Lower,2005,2,76,baldcypress,17.90,1
Waccamaw,Lower,2005,2,66,baldcypress,18.20,1
Waccamaw,Lower,2005,2,62,baldcypress,18.95,1
Waccamaw,Lower,2005,2,70,baldcypress,19.40,1
Waccamaw,Lower,2005,2,29,baldcypress,20.15,1
Waccamaw,Lower,2005,2,53,baldcypress,21.05,1
Waccamaw,Lower,2005,2,46,baldcypress,21.60,1
Waccamaw,Lower,2005,2,75,baldcypress,21.65,1
Waccamaw,Lower,2005,2,31,baldcypress,22.95,1
Waccamaw,Lower,2005,2,57,baldcypress,23.70,1
Waccamaw,Lower,2005,2,23,baldcypress,25.00,1
Waccamaw,Lower,2005,2,60,baldcypress,26.85,1
Waccamaw,Lower,2005,2,73,baldcypress,28.20,1
Waccamaw,Lower,2005,2,56,baldcypress,29.30,1
Waccamaw,Lower,2005,2,63,baldcypress,30.20,1
Waccamaw,Lower,2005,2,69,baldcypress,32.40,1
Waccamaw,Lower,2005,2,64,baldcypress,33.40,1
Waccamaw,Lower,2005,2,36,baldcypress,40.90,1
Waccamaw,Lower,2005,2,.,dahoon ,0.50,1
Waccamaw,Lower,2005,2,.,dahoon ,0.80,1
Waccamaw,Lower,2005,2,.,dahoon ,1.10,1
Waccamaw,Lower,2005,2,.,dahoon ,1.30,1
Waccamaw,Lower,2005,2,.,dahoon ,1.40,1
Waccamaw,Lower,2005,2,.,dahoon ,1.60,1
Waccamaw,Lower,2005,2,.,dahoon ,1.80,1
Waccamaw,Lower,2005,2,.,dahoon ,2.30,1
Waccamaw,Lower,2005,2,.,dahoon ,2.50,1
Waccamaw,Lower,2005,2,.,loblolly pine,1.30,1
Waccamaw,Lower,2005,2,.,swamp bay,0.50,1
Waccamaw,Lower,2005,2,.,swamp tupelo,2.20,1
Waccamaw,Lower,2005,2,.,swamp tupelo,3.90,1
Waccamaw,Lower,2005,2,30,swamp tupelo,5.90,1
Waccamaw,Lower,2005,2,48,swamp tupelo,6.40,1
Waccamaw,Lower,2005,2,50,swamp tupelo,6.50,1
Waccamaw,Lower,2005,2,41,swamp tupelo,6.75,1
Waccamaw,Lower,2005,2,21,swamp tupelo,6.80,1
Waccamaw,Lower,2005,2,39,swamp tupelo,7.20,1
Waccamaw,Lower,2005,2,54,swamp tupelo,7.25,1
Waccamaw,Lower,2005,2,65,swamp tupelo,8.10,1
Waccamaw,Lower,2005,2,49,swamp tupelo,8.85,1
Waccamaw,Lower,2005,2,32,swamp tupelo,9.90,1
Waccamaw,Lower,2005,2,47,swamp tupelo,10.20,1
Waccamaw,Lower,2005,2,40,swamp tupelo,10.60,1
Waccamaw,Lower,2005,2,26,swamp tupelo,11.35,1
Waccamaw,Lower,2005,2,78,swamp tupelo,11.40,1
Waccamaw,Lower,2005,2,28,swamp tupelo,11.65,1
Waccamaw,Lower,2005,2,51,swamp tupelo,11.80,1
Waccamaw,Lower,2005,2,24,swamp tupelo,12.00,1
Waccamaw,Lower,2005,2,59,swamp tupelo,12.00,1
Waccamaw,Lower,2005,2,52,swamp tupelo,12.20,1
Waccamaw,Lower,2005,2,43,swamp tupelo,12.75,1
Waccamaw,Lower,2005,2,25,swamp tupelo,13.35,1
Waccamaw,Lower,2005,2,79,swamp tupelo,14.30,1
Waccamaw,Lower,2005,2,45,swamp tupelo,14.80,1
Waccamaw,Lower,2005,2,67,swamp tupelo,14.90,1
Waccamaw,Lower,2005,2,34,swamp tupelo,15.10,1
Waccamaw,Lower,2005,2,55,swamp tupelo,15.15,1
Waccamaw,Lower,2005,2,20,swamp tupelo,16.40,1
Waccamaw,Lower,2005,2,38,swamp tupelo,16.40,1
Waccamaw,Lower,2005,2,77,swamp tupelo,17.50,1
Waccamaw,Lower,2005,2,58,swamp tupelo,20.20,1
Waccamaw,Lower,2005,2,42,swamp tupelo,20.70,1
Waccamaw,Lower,2005,2,35,swamp tupelo,20.90,1
Waccamaw,Lower,2005,2,33,swamp tupelo,22.00,1
Waccamaw,Lower,2005,2,27,swamp tupelo,25.00,1
Waccamaw,Lower,2005,2,.,waxmyrtle,0.70,1
Waccamaw,Lower,2005,2,.,waxmyrtle,0.90,1
Waccamaw,Lower,2005,2,.,waxmyrtle,1.00,1
Waccamaw,Lower,2005,2,.,waxmyrtle,1.00,1
Waccamaw,Lower,2005,2,.,waxmyrtle,1.10,1
Waccamaw,Lower,2005,2,.,waxmyrtle,1.40,1
Waccamaw,Lower,2005,2,.,waxmyrtle,1.40,1
Waccamaw,Lower,2005,2,.,waxmyrtle,1.50,1
Waccamaw,Lower,2005,2,.,waxmyrtle,1.60,1
Waccamaw,Lower,2005,2,.,waxmyrtle,1.60,1
Waccamaw,Lower,2005,2,.,waxmyrtle,1.60,1
Waccamaw,Lower,2005,2,.,waxmyrtle,1.70,1
Waccamaw,Lower,2005,2,.,waxmyrtle,2.00,1
Waccamaw,Lower,2005,2,.,waxmyrtle,2.00,1
Waccamaw,Lower,2005,2,.,waxmyrtle,2.40,1
Waccamaw,Lower,2005,2,.,waxmyrtle,3.10,1
Waccamaw,Lower,2005,2,.,waxmyrtle,4.30,1
Waccamaw,Lower,2012,1,14,ash,6.70,0
Waccamaw,Lower,2012,1,2,ash,6.80,0
Waccamaw,Lower,2012,1,19,ash,9.10,0
Waccamaw,Lower,2012,1,.,baldcypress,5.50,0
Waccamaw,Lower,2012,1,.,baldcypress,6.20,0
Waccamaw,Lower,2012,1,.,baldcypress,8.00,0
Waccamaw,Lower,2012,1,.,baldcypress,9.40,0
Waccamaw,Lower,2012,1,6,baldcypress,10.00,0
Waccamaw,Lower,2012,1,3,baldcypress,12.35,0
Waccamaw,Lower,2012,1,.,baldcypress,14.30,0
Waccamaw,Lower,2012,1,.,baldcypress,14.50,0
Waccamaw,Lower,2012,1,.,baldcypress,17.20,0
Waccamaw,Lower,2012,1,8,baldcypress,17.30,0
Waccamaw,Lower,2012,1,10,baldcypress,23.00,0
Waccamaw,Lower,2012,1,.,baldcypress,36.50,0
Waccamaw,Lower,2012,1,17,baldcypress,43.90,0
Waccamaw,Lower,2012,1,.,baldcypress,46.30,0
Waccamaw,Lower,2012,1,1,swamp tupelo,13.70,0
Waccamaw,Lower,2012,1,5,baldcypress,14.20,1
Waccamaw,Lower,2012,1,12,baldcypress,19.55,1
Waccamaw,Lower,2012,1,11,baldcypress,33.00,1
Waccamaw,Lower,2012,1,3782,baldcypress,34.30,1
Waccamaw,Lower,2012,1,3781,baldcypress,37.00,1
Waccamaw,Lower,2012,1,3783,baldcypress,43.20,1
Waccamaw,Lower,2012,1,3785,baldcypress,48.60,1
Waccamaw,Lower,2012,1,.,eastern baccharis,0.30,1
Waccamaw,Lower,2012,1,.,eastern baccharis,0.30,1
Waccamaw,Lower,2012,1,.,eastern baccharis,0.30,1
Waccamaw,Lower,2012,1,.,eastern baccharis,0.50,1
Waccamaw,Lower,2012,1,.,eastern baccharis,0.50,1
Waccamaw,Lower,2012,1,.,eastern baccharis,1.05,1
Waccamaw,Lower,2012,1,.,eastern baccharis,6.80,1
Waccamaw,Lower,2012,1,.,eastern baccharis,6.80,1
Waccamaw,Lower,2012,1,18,swamp tupelo,12.50,1
Waccamaw,Lower,2012,2,3,baldcypress,6.65,0
Waccamaw,Lower,2012,2,72,baldcypress,8.25,0
Waccamaw,Lower,2012,2,4,baldcypress,11.65,0
Waccamaw,Lower,2012,2,74,baldcypress,13.70,0
Waccamaw,Lower,2012,2,68,baldcypress,16.30,0
Waccamaw,Lower,2012,2,71,baldcypress,16.45,0
Waccamaw,Lower,2012,2,5,baldcypress,17.70,0
Waccamaw,Lower,2012,2,6,baldcypress,18.70,0
Waccamaw,Lower,2012,2,70,baldcypress,19.20,0
Waccamaw,Lower,2012,2,29,baldcypress,19.80,0
Waccamaw,Lower,2012,2,31,baldcypress,22.25,0
Waccamaw,Lower,2012,2,8,baldcypress,23.80,0
Waccamaw,Lower,2012,2,7,baldcypress,24.40,0
Waccamaw,Lower,2012,2,60,baldcypress,26.55,0
Waccamaw,Lower,2012,2,73,baldcypress,27.60,0
Waccamaw,Lower,2012,2,13,baldcypress,28.00,0
Waccamaw,Lower,2012,2,69,baldcypress,32.20,0
Waccamaw,Lower,2012,2,11,dahoon ,2.30,0
Waccamaw,Lower,2012,2,9,snag,16.50,0
Waccamaw,Lower,2012,2,15,snag,17.45,0
Waccamaw,Lower,2012,2,16,swamp tupelo,3.10,0
Waccamaw,Lower,2012,2,2,swamp tupelo,3.80,0
Waccamaw,Lower,2012,2,39,swamp tupelo,6.80,0
Waccamaw,Lower,2012,2,54,swamp tupelo,6.90,0
Waccamaw,Lower,2012,2,48,swamp tupelo,8.20,0
Waccamaw,Lower,2012,2,20,swamp tupelo,11.30,0
Waccamaw,Lower,2012,2,28,swamp tupelo,11.50,0
Waccamaw,Lower,2012,2,24,swamp tupelo,11.75,0
Waccamaw,Lower,2012,2,25,swamp tupelo,13.40,0
Waccamaw,Lower,2012,2,67,swamp tupelo,15.20,0
Waccamaw,Lower,2012,2,19,swamp tupelo,17.90,0
Waccamaw,Lower,2012,2,12,waxmyrtle,2.40,0
Waccamaw,Lower,2012,2,12,waxmyrtle,2.40,0
Waccamaw,Lower,2012,2,12,waxmyrtle,2.70,0
Waccamaw,Lower,2012,2,18,baldcypress,2.26,1
Waccamaw,Lower,2012,2,44,baldcypress,11.50,1
Waccamaw,Lower,2012,2,37,baldcypress,15.20,1
Waccamaw,Lower,2012,2,61,baldcypress,17.20,1
Waccamaw,Lower,2012,2,76,baldcypress,17.90,1
Waccamaw,Lower,2012,2,66,baldcypress,18.65,1
Waccamaw,Lower,2012,2,53,baldcypress,20.90,1
Waccamaw,Lower,2012,2,75,baldcypress,21.70,1
Waccamaw,Lower,2012,2,46,baldcypress,22.40,1
Waccamaw,Lower,2012,2,57,baldcypress,23.40,1
Waccamaw,Lower,2012,2,23,baldcypress,25.40,1
Waccamaw,Lower,2012,2,56,baldcypress,29.65,1
Waccamaw,Lower,2012,2,63,baldcypress,30.40,1
Waccamaw,Lower,2012,2,64,baldcypress,33.40,1
Waccamaw,Lower,2012,2,36,baldcypress,41.50,1
Waccamaw,Lower,2012,2,14,dahoon ,0.80,1
Waccamaw,Lower,2012,2,21,dahoon ,1.25,1
Waccamaw,Lower,2012,2,14,dahoon ,1.30,1
Waccamaw,Lower,2012,2,11,dahoon ,3.30,1
Waccamaw,Lower,2012,2,1,loblolly pine,1.25,1
Waccamaw,Lower,2012,2,10,swamp bay,0.70,1
Waccamaw,Lower,2012,2,10,swamp bay,0.90,1
Waccamaw,Lower,2012,2,10,swamp bay,1.00,1
Waccamaw,Lower,2012,2,10,swamp bay,1.30,1
Waccamaw,Lower,2012,2,16,swamp tupelo,2.70,1
Waccamaw,Lower,2012,2,17,swamp tupelo,3.50,1
Waccamaw,Lower,2012,2,41,swamp tupelo,6.90,1
Waccamaw,Lower,2012,2,32,swamp tupelo,9.90,1
Waccamaw,Lower,2012,2,26,swamp tupelo,11.50,1
Waccamaw,Lower,2012,2,51,swamp tupelo,12.00,1
Waccamaw,Lower,2012,2,34,swamp tupelo,15.00,1
Waccamaw,Lower,2012,2,.,swamp tupelo,17.10,1
Waccamaw,Lower,2012,2,22,swamp tupelo,19.60,1
Waccamaw,Lower,2012,2,35,swamp tupelo,20.90,1
Waccamaw,Lower,2012,2,27,swamp tupelo,24.70,1
Waccamaw,Lower,2012,2,12,waxmyrtle,0.70,1
Waccamaw,Lower,2012,2,12,waxmyrtle,0.70,1
Waccamaw,Lower,2012,2,12,waxmyrtle,0.70,1
