study_id,site_id,plot_id,mean_agb_g_m2,mean_tree_height,vegetation_class
simard_2006,Flamingo1,100,58549.232839605334,15.17611111111111,forest
simard_2006,Flamingo1,250,38118.60772263945,13.855555555555556,forest
simard_2006,Flamingo1,400,72626.96905365546,15.103,forest
simard_2006,Flamingo1,500,41530.17047433947,11.587142857142858,forest
simard_2006,Flamingo1,600,52593.34479037068,13.9895,forest
simard_2006,Flamingo1,700,21486.912745851863,11.500909090909092,forest
simard_2006,Flamingo2,100,95960.71697592856,14.161071428571429,forest
simard_2006,Flamingo2,250,65062.73967854386,15.14,forest
simard_2006,Flamingo2,550,67262.71254439926,13.725555555555555,forest
simard_2006,Flamingo2,650,65601.90038636277,15.5625,forest
simard_2006,Flamingo2,950,50027.805965750085,11.716363636363637,forest
simard_2006,Flamingo5B,133,153353.77314726022,19.275545454545455,forest
simard_2006,Flamingo5B,233,94625.8897640379,17.67,forest
simard_2006,Flamingo5B,33,62877.83280894591,14.585,forest
simard_2006,Flamingo5B,333,70962.7860503116,19.086428571428574,forest
simard_2006,Flamingo5B,433,77744.1640543924,19.915625,forest
simard_2006,Flamingo5B,633,46255.87674506452,12.191818181818181,forest
simard_2006,Flamingo5B,733,43075.03943332699,12.765,forest
