site_id,plot_id,tree_id,live_or_dead,genus,species,fia_code,dbh,tree_height,notes,use_for_allometry,study_id,agb
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
