study_id,site_id,plot_id,mean_agb_g_m2,vegetation_class
byrd_2018,SERC,50,245.57,emergent
byrd_2018,SERC,49,421.98,emergent
byrd_2018,SERC,48,538.62,emergent
byrd_2018,SERC,47,463.01,emergent
byrd_2018,SERC,45,400.13,emergent
byrd_2018,SERC,46,285.34,emergent
byrd_2018,SERC,51,382.29,emergent
byrd_2018,SERC,53,486.87,emergent
byrd_2018,SERC,52,321.44,emergent
byrd_2018,SERC,43,500.26,emergent
byrd_2018,SERC,44,826.77,emergent
byrd_2018,SERC,56,1116.25,emergent
byrd_2018,SERC,55,1991.57,emergent
byrd_2018,SERC,54,1550.78,emergent
byrd_2018,SERC,37,333.35,emergent
byrd_2018,SERC,39,455.07,emergent
byrd_2018,SERC,38,519.31,emergent
byrd_2018,SERC,40,1470.95,emergent
byrd_2018,SERC,41,1284.96,emergent
byrd_2018,SERC,42,625.83,emergent
byrd_2018,SERC,32,2239.22,shrub
byrd_2018,SERC,31,1887.26,shrub
byrd_2018,SERC,33,4294.37,shrub
byrd_2018,SERC,34,2388.68,shrub
byrd_2018,SERC,36,1425.13,shrub
byrd_2018,SERC,35,4060.89,shrub
byrd_2018,SERC,59,782.2,emergent
byrd_2018,SERC,57,481.43,emergent
byrd_2018,SERC,58,428.32,emergent
byrd_2018,SERC,28,1217.83,emergent
byrd_2018,SERC,30,1717.7,emergent
byrd_2018,SERC,29,1372.97,emergent
byrd_2018,SERC,26,421.25,emergent
byrd_2018,SERC,27,1545.8,emergent
byrd_2018,SERC,25,853.89,emergent
byrd_2018,SERC,22,1342.29,emergent
byrd_2018,SERC,23,1554.89,emergent
byrd_2018,SERC,24,2348.75,emergent
byrd_2018,SERC,64,665.7,emergent
byrd_2018,SERC,63,1037.12,emergent
byrd_2018,SERC,65,631.38,emergent
byrd_2018,SERC,60,1044.6,emergent
byrd_2018,SERC,61,981.18,emergent
byrd_2018,SERC,62,751.56,emergent
byrd_2018,SERC,15,1590.78,emergent
byrd_2018,SERC,17,1643.79,emergent
byrd_2018,SERC,16,1434.34,emergent
byrd_2018,SERC,19,2655.78,emergent
byrd_2018,SERC,20,2342.57,shrub
byrd_2018,SERC,18,2207.69,shrub
byrd_2018,SERC,12,57.72,emergent
byrd_2018,SERC,14,157.58,emergent
byrd_2018,SERC,13,145.98,emergent
byrd_2018,SERC,11,1288.01,emergent
byrd_2018,SERC,10,1614.43,emergent
byrd_2018,SERC,9,1492.64,emergent
byrd_2018,SERC,7,1850,emergent
byrd_2018,SERC,8,1685.7,emergent
byrd_2018,SERC,21,1405.73,emergent
byrd_2018,SERC,3,456.56,emergent
byrd_2018,SERC,1,533.03,emergent
byrd_2018,SERC,2,520.54,emergent
byrd_2018,SERC,6,1299.54,emergent
byrd_2018,SERC,4,970.89,emergent
byrd_2018,SERC,5,1054.73,emergent
byrd_2018,Everglades,6SS2,174.17,emergent
byrd_2018,Everglades,6SS2,159.38,emergent
byrd_2018,Everglades,TS_Ph6b,98.61,emergent
byrd_2018,Everglades,TS_Ph6b,144.11,emergent
byrd_2018,Everglades,TS_Ph6b,400.78,emergent
byrd_2018,Everglades,TS_Ph6b,253.16,emergent
byrd_2018,Everglades,TS_Ph6b,203.63,emergent
byrd_2018,Everglades,TS_Ph6b,190.03,emergent
byrd_2018,Everglades,TS_Ph6b,235.62,emergent
byrd_2018,Everglades,TS_Ph6b,310.83,emergent
byrd_2018,Everglades,TS_Ph6b,294.02,emergent
byrd_2018,Everglades,TS_Ph6b,118.67,emergent
byrd_2018,Everglades,TS_Ph6b,120.75,emergent
byrd_2018,Everglades,TS_Ph6b,166.51,emergent
byrd_2018,Everglades,TS_Ph6b,199.13,emergent
byrd_2018,Everglades,TS_Ph6b,158.36,emergent
byrd_2018,Everglades,TS_Ph6b,155.03,emergent
byrd_2018,Everglades,TS_Ph6b,99.75,emergent
byrd_2018,Everglades,TS_Ph6b,136.51,emergent
byrd_2018,Everglades,TS_Ph6b,145.67,emergent
byrd_2018,Everglades,TS_Ph6b,203.18,emergent
byrd_2018,Everglades,TS_Ph6b,95.49,emergent
byrd_2018,Everglades,TS_Ph6b,209.43,emergent
byrd_2018,Everglades,TS_Ph6b,130.47,emergent
byrd_2018,Everglades,TS_Ph6b,164.83,emergent
byrd_2018,Everglades,TS_Ph6b,108.01,emergent
byrd_2018,Everglades,TS_Ph6b,219.67,emergent
byrd_2018,Everglades,TS_Ph6b,107.56,emergent
byrd_2018,Everglades,TS_Ph6b,347.65,emergent
byrd_2018,Everglades,TS_Ph6b,143.27,emergent
byrd_2018,Everglades,TS_Ph6b,121.55,emergent
byrd_2018,Everglades,TS_Ph6b,204.57,emergent
byrd_2018,Everglades,TS_Ph6b,212.87,emergent
byrd_2018,Everglades,TS_Ph6b,127.5,emergent
byrd_2018,Everglades,TS_Ph6b,149.11,emergent
byrd_2018,Everglades,TS_Ph6b,105.4,emergent
byrd_2018,Everglades,TS_Ph6b,215.58,emergent
byrd_2018,Everglades,TS_Ph6b,101.06,emergent
byrd_2018,Everglades,TS_Ph6b,182.29,emergent
byrd_2018,Everglades,TS_Ph6b,234.89,emergent
byrd_2018,Everglades,TS_Ph6b,163.1,emergent
byrd_2018,Everglades,TS_Ph6b,144.9,emergent
byrd_2018,Everglades,TS_Ph6b,86.66,emergent
byrd_2018,Everglades,TS_Ph6b,110.93,emergent
byrd_2018,Everglades,TS_Ph6b,94.2,emergent
byrd_2018,Everglades,TS_Ph6b,104.87,emergent
byrd_2018,Everglades,TS_Ph6b,220.37,emergent
byrd_2018,Everglades,TS_Ph6b,278.09,emergent
byrd_2018,Everglades,TS_Ph6b,112.86,emergent
byrd_2018,Everglades,TS_Ph6b,231.24,emergent
byrd_2018,Everglades,TS_Ph6b,203.52,emergent
byrd_2018,Everglades,TS_Ph6b,108.16,emergent
byrd_2018,Everglades,TS_Ph6b,211.1,emergent
byrd_2018,Everglades,TS_Ph6b,122.55,emergent
byrd_2018,Everglades,TS_Ph6b,321.61,emergent
byrd_2018,Everglades,TS_Ph6b,118.86,emergent
byrd_2018,Everglades,TS_Ph6b,155.3,emergent
byrd_2018,Everglades,TS_Ph6b,90.08,emergent
byrd_2018,Everglades,TS_Ph6b,165.84,emergent
byrd_2018,Everglades,TS_Ph6b,187.79,emergent
byrd_2018,Everglades,TS_Ph6b,205.87,emergent
byrd_2018,Everglades,TS_Ph6b,285.49,emergent
byrd_2018,Everglades,TS_Ph6b,188.56,emergent
byrd_2018,Everglades,TS_Ph6b,251.2,emergent
byrd_2018,Everglades,TS_Ph6b,303.3,emergent
byrd_2018,Everglades,TS_Ph6b,171.97,emergent
byrd_2018,Everglades,TS_Ph6b,165.12,emergent
byrd_2018,Everglades,TS_Ph6b,146.7,emergent
byrd_2018,Everglades,TS_Ph6b,205.77,emergent
byrd_2018,Everglades,TS_Ph6b,192.15,emergent
byrd_2018,Everglades,TS_Ph6b,134.93,emergent
byrd_2018,Everglades,TS_Ph6b,227.79,emergent
byrd_2018,Everglades,TS_Ph6b,330.83,emergent
byrd_2018,Everglades,TS_Ph6b,110.89,emergent
byrd_2018,Everglades,TS_Ph6b,151.51,emergent
byrd_2018,Everglades,TS_Ph6b,137.44,emergent
byrd_2018,Everglades,TS_Ph6b,158.34,emergent
byrd_2018,Everglades,TS_Ph6b,221.93,emergent
byrd_2018,Everglades,TS_Ph6b,146.98,emergent
byrd_2018,Everglades,TS_Ph6b,152.48,emergent
byrd_2018,Everglades,TS_Ph6b,145.4,emergent
byrd_2018,Everglades,TS_Ph6b,157.74,emergent
byrd_2018,Everglades,TS_Ph6b,187.19,emergent
byrd_2018,Everglades,TS_Ph6b,253.1,emergent
byrd_2018,Everglades,TS_Ph6b,157.22,emergent
byrd_2018,Everglades,TS_Ph6b,175.27,emergent
byrd_2018,Everglades,TS_Ph6b,166.01,emergent
byrd_2018,Everglades,TS_Ph6b,212.61,emergent
byrd_2018,Everglades,TS_Ph6b,206.6,emergent
byrd_2018,Everglades,TS_Ph6b,255.48,emergent
byrd_2018,Everglades,1SS2,137.04,emergent
byrd_2018,Everglades,1SS2,99.1,emergent
byrd_2018,Everglades,2SS1,17.94,emergent
byrd_2018,Everglades,6S,6.73,emergent
byrd_2018,Everglades,6S,17.06,emergent
byrd_2018,Everglades,1SS1,59.97,emergent
byrd_2018,Everglades,1SS1,111.49,emergent
byrd_2018,Everglades,2S,4.6,emergent
byrd_2018,Everglades,6N,48.03,emergent
byrd_2018,Everglades,6N,19.45,emergent
byrd_2018,Everglades,TS_Ph3,187.05,emergent
byrd_2018,Everglades,TS_Ph3,208.14,emergent
byrd_2018,Everglades,TS_Ph3,172.01,emergent
byrd_2018,Everglades,TS_Ph3,114.82,emergent
byrd_2018,Everglades,TS_Ph3,90.89,emergent
byrd_2018,Everglades,TS_Ph3,398.09,emergent
byrd_2018,Everglades,TS_Ph3,156.88,emergent
byrd_2018,Everglades,TS_Ph3,117.16,emergent
byrd_2018,Everglades,TS_Ph3,263.61,emergent
byrd_2018,Everglades,TS_Ph3,183.29,emergent
byrd_2018,Everglades,TS_Ph3,168.96,emergent
byrd_2018,Everglades,TS_Ph3,126.69,emergent
byrd_2018,Everglades,TS_Ph3,216.2,emergent
byrd_2018,Everglades,TS_Ph3,231.51,emergent
byrd_2018,Everglades,TS_Ph3,165.6,emergent
byrd_2018,Everglades,TS_Ph3,350.37,emergent
byrd_2018,Everglades,TS_Ph3,288.04,emergent
byrd_2018,Everglades,TS_Ph3,121.2,emergent
byrd_2018,Everglades,TS_Ph3,110.93,emergent
byrd_2018,Everglades,TS_Ph3,129.13,emergent
byrd_2018,Everglades,TS_Ph3,239.79,emergent
byrd_2018,Everglades,TS_Ph3,122.68,emergent
byrd_2018,Everglades,TS_Ph3,189.53,emergent
byrd_2018,Everglades,TS_Ph3,316.59,emergent
byrd_2018,Everglades,TS_Ph3,379.74,emergent
byrd_2018,Everglades,TS_Ph3,160.14,emergent
byrd_2018,Everglades,TS_Ph3,137.33,emergent
byrd_2018,Everglades,TS_Ph3,158.06,emergent
byrd_2018,Everglades,TS_Ph3,113.6,emergent
byrd_2018,Everglades,TS_Ph3,385.79,emergent
byrd_2018,Everglades,TS_Ph3,147.51,emergent
byrd_2018,Everglades,TS_Ph3,189.04,emergent
byrd_2018,Everglades,TS_Ph3,190.23,emergent
byrd_2018,Everglades,TS_Ph3,146.34,emergent
byrd_2018,Everglades,TS_Ph3,192.85,emergent
byrd_2018,Everglades,TS_Ph3,95.74,emergent
byrd_2018,Everglades,TS_Ph3,311.79,emergent
byrd_2018,Everglades,TS_Ph3,181.6,emergent
byrd_2018,Everglades,TS_Ph3,73.62,emergent
byrd_2018,Everglades,TS_Ph3,298.63,emergent
byrd_2018,Everglades,TS_Ph3,162.3,emergent
byrd_2018,Everglades,TS_Ph3,225.86,emergent
byrd_2018,Everglades,TS_Ph3,68.45,emergent
byrd_2018,Everglades,TS_Ph3,102.16,emergent
byrd_2018,Everglades,TS_Ph3,132.08,emergent
byrd_2018,Everglades,TS_Ph3,57.4,emergent
byrd_2018,Everglades,TS_Ph3,161.92,emergent
byrd_2018,Everglades,TS_Ph3,96.39,emergent
byrd_2018,Everglades,TS_Ph3,163.62,emergent
byrd_2018,Everglades,TS_Ph3,123.09,emergent
byrd_2018,Everglades,TS_Ph3,252.61,emergent
byrd_2018,Everglades,TS_Ph3,74.25,emergent
byrd_2018,Everglades,TS_Ph3,183.84,emergent
byrd_2018,Everglades,TS_Ph3,164.67,emergent
byrd_2018,Everglades,TS_Ph3,135.72,emergent
byrd_2018,Everglades,TS_Ph3,58.02,emergent
byrd_2018,Everglades,TS_Ph3,409.16,emergent
byrd_2018,Everglades,TS_Ph3,363.06,emergent
byrd_2018,Everglades,TS_Ph3,78.94,emergent
byrd_2018,Everglades,TS_Ph3,131.97,emergent
byrd_2018,Everglades,TS_Ph3,119.61,emergent
byrd_2018,Everglades,TS_Ph3,71.23,emergent
byrd_2018,Everglades,TS_Ph3,118.91,emergent
byrd_2018,Everglades,TS_Ph3,53.27,emergent
byrd_2018,Everglades,TS_Ph3,63.49,emergent
byrd_2018,Everglades,TS_Ph3,53.21,emergent
byrd_2018,Everglades,TS_Ph3,59.91,emergent
byrd_2018,Everglades,TS_Ph3,147.72,emergent
byrd_2018,Everglades,TS_Ph3,147.33,emergent
byrd_2018,Everglades,TS_Ph3,96.22,emergent
byrd_2018,Everglades,TS_Ph3,276.77,emergent
byrd_2018,Everglades,TS_Ph3,46.3,emergent
byrd_2018,Everglades,TS_Ph3,144.84,emergent
byrd_2018,Everglades,TS_Ph3,61.1,emergent
byrd_2018,Everglades,TS_Ph3,367.33,emergent
byrd_2018,Everglades,TS_Ph3,196.83,emergent
byrd_2018,Everglades,TS_Ph3,194.41,emergent
byrd_2018,Everglades,TS_Ph3,153.15,emergent
byrd_2018,Everglades,TS_Ph3,324.79,emergent
byrd_2018,Everglades,TS_Ph3,187.5,emergent
byrd_2018,Everglades,TS_Ph3,326.72,emergent
byrd_2018,Everglades,TS_Ph3,254.22,emergent
byrd_2018,Everglades,TS_Ph3,162.17,emergent
byrd_2018,Everglades,TS_Ph3,260.38,emergent
byrd_2018,Everglades,TS_Ph3,178.2,emergent
byrd_2018,Everglades,TS_Ph3,153.33,emergent
byrd_2018,Everglades,TS_Ph3,59.33,emergent
byrd_2018,Everglades,TS_Ph3,191.32,emergent
byrd_2018,Everglades,TS_Ph3,171.37,emergent
byrd_2018,Everglades,TS_Ph3,189.84,emergent
byrd_2018,Everglades,4C,14.78,emergent
byrd_2018,Everglades,1C,17.86,emergent
byrd_2018,Everglades,1C,1.54,emergent
byrd_2018,Everglades,2N,188.24,emergent
byrd_2018,Everglades,2N,266.63,emergent
byrd_2018,Everglades,4N,160.55,emergent
byrd_2018,Everglades,4N,54.55,emergent
byrd_2018,Everglades,3N,160.86,emergent
byrd_2018,Everglades,3N,164.76,emergent
byrd_2018,Everglades,TS_Ph5,333.9,emergent
byrd_2018,Everglades,TS_Ph5,328.48,emergent
byrd_2018,Everglades,TS_Ph5,127.09,emergent
byrd_2018,Everglades,TS_Ph5,148.58,emergent
byrd_2018,Everglades,TS_Ph5,132.59,emergent
byrd_2018,Everglades,TS_Ph5,158.03,emergent
byrd_2018,Everglades,TS_Ph5,124.7,emergent
byrd_2018,Everglades,TS_Ph5,294.93,emergent
byrd_2018,Everglades,TS_Ph5,271.27,emergent
byrd_2018,Everglades,TS_Ph5,165.01,emergent
byrd_2018,Everglades,TS_Ph5,131.71,emergent
byrd_2018,Everglades,TS_Ph5,145.69,emergent
byrd_2018,Everglades,TS_Ph5,258.64,emergent
byrd_2018,Everglades,TS_Ph5,277.38,emergent
byrd_2018,Everglades,TS_Ph5,254.18,emergent
byrd_2018,Everglades,TS_Ph5,460.29,emergent
byrd_2018,Everglades,TS_Ph5,153.02,emergent
byrd_2018,Everglades,TS_Ph5,342.37,emergent
byrd_2018,Everglades,TS_Ph5,159.6,emergent
byrd_2018,Everglades,TS_Ph5,153.7,emergent
byrd_2018,Everglades,TS_Ph5,304.92,emergent
byrd_2018,Everglades,TS_Ph5,210.05,emergent
byrd_2018,Everglades,TS_Ph5,118.15,emergent
byrd_2018,Everglades,TS_Ph5,280.46,emergent
byrd_2018,Everglades,TS_Ph5,87.39,emergent
byrd_2018,Everglades,TS_Ph5,108.08,emergent
byrd_2018,Everglades,TS_Ph5,180.89,emergent
byrd_2018,Everglades,TS_Ph5,125,emergent
byrd_2018,Everglades,TS_Ph5,151.78,emergent
byrd_2018,Everglades,TS_Ph5,380.07,emergent
byrd_2018,Everglades,TS_Ph5,480.21,emergent
byrd_2018,Everglades,TS_Ph5,129.95,emergent
byrd_2018,Everglades,TS_Ph5,141.32,emergent
byrd_2018,Everglades,TS_Ph5,349.71,emergent
byrd_2018,Everglades,TS_Ph5,154.54,emergent
byrd_2018,Everglades,TS_Ph5,174.71,emergent
byrd_2018,Everglades,TS_Ph5,148.12,emergent
byrd_2018,Everglades,TS_Ph5,209.1,emergent
byrd_2018,Everglades,TS_Ph5,131.42,emergent
byrd_2018,Everglades,TS_Ph5,127.65,emergent
byrd_2018,Everglades,TS_Ph5,174.05,emergent
byrd_2018,Everglades,TS_Ph5,297.12,emergent
byrd_2018,Everglades,TS_Ph5,163.28,emergent
byrd_2018,Everglades,TS_Ph5,173.45,emergent
byrd_2018,Everglades,TS_Ph5,281.88,emergent
byrd_2018,Everglades,TS_Ph5,336.72,emergent
byrd_2018,Everglades,TS_Ph5,124.11,emergent
byrd_2018,Everglades,TS_Ph5,282.65,emergent
byrd_2018,Everglades,TS_Ph5,356.81,emergent
byrd_2018,Everglades,TS_Ph5,295.97,emergent
byrd_2018,Everglades,TS_Ph5,320.67,emergent
byrd_2018,Everglades,TS_Ph5,211.78,emergent
byrd_2018,Everglades,TS_Ph5,242.69,emergent
byrd_2018,Everglades,TS_Ph5,312.91,emergent
byrd_2018,Everglades,TS_Ph5,294.8,emergent
byrd_2018,Everglades,TS_Ph5,199.94,emergent
byrd_2018,Everglades,TS_Ph4,144.2,emergent
byrd_2018,Everglades,TS_Ph4,346.53,emergent
byrd_2018,Everglades,TS_Ph4,155.94,emergent
byrd_2018,Everglades,TS_Ph4,192.04,emergent
byrd_2018,Everglades,TS_Ph4,158.45,emergent
byrd_2018,Everglades,TS_Ph4,164.75,emergent
byrd_2018,Everglades,TS_Ph4,161.21,emergent
byrd_2018,Everglades,TS_Ph4,190.29,emergent
byrd_2018,Everglades,TS_Ph4,108.58,emergent
byrd_2018,Everglades,TS_Ph4,99.04,emergent
byrd_2018,Everglades,TS_Ph4,196.74,emergent
byrd_2018,Everglades,TS_Ph4,156.56,emergent
byrd_2018,Everglades,TS_Ph4,356.28,emergent
byrd_2018,Everglades,TS_Ph4,139.2,emergent
byrd_2018,Everglades,TS_Ph4,161.38,emergent
byrd_2018,Everglades,TS_Ph4,135.46,emergent
byrd_2018,Everglades,TS_Ph4,131.06,emergent
byrd_2018,Everglades,TS_Ph4,156.07,emergent
byrd_2018,Everglades,TS_Ph4,129.39,emergent
byrd_2018,Everglades,TS_Ph4,114.88,emergent
byrd_2018,Everglades,TS_Ph4,157.93,emergent
byrd_2018,Everglades,TS_Ph4,79.15,emergent
byrd_2018,Everglades,TS_Ph4,108.91,emergent
byrd_2018,Everglades,TS_Ph4,122.86,emergent
byrd_2018,Everglades,TS_Ph4,137.79,emergent
byrd_2018,Everglades,TS_Ph4,144.03,emergent
byrd_2018,Everglades,TS_Ph4,117.82,emergent
byrd_2018,Everglades,TS_Ph4,145.57,emergent
byrd_2018,Everglades,TS_Ph4,126.63,emergent
byrd_2018,Everglades,TS_Ph4,122.4,emergent
byrd_2018,Everglades,TS_Ph4,209.92,emergent
byrd_2018,Everglades,TS_Ph4,360.94,emergent
byrd_2018,Everglades,TS_Ph4,142.34,emergent
byrd_2018,Everglades,TS_Ph4,130.77,emergent
byrd_2018,Everglades,TS_Ph4,171.41,emergent
byrd_2018,Everglades,TS_Ph4,188.54,emergent
byrd_2018,Everglades,TS_Ph4,199.87,emergent
byrd_2018,Everglades,TS_Ph4,132.23,emergent
byrd_2018,Everglades,TS_Ph4,156.71,emergent
byrd_2018,Everglades,TS_Ph4,178.62,emergent
byrd_2018,Everglades,TS_Ph4,164.55,emergent
byrd_2018,Everglades,TS_Ph4,242.86,emergent
byrd_2018,Everglades,TS_Ph4,125.26,emergent
byrd_2018,Everglades,TS_Ph4,150.38,emergent
byrd_2018,Everglades,TS_Ph4,262.07,emergent
byrd_2018,Everglades,TS_Ph4,140.95,emergent
byrd_2018,Everglades,TS_Ph4,276.69,emergent
byrd_2018,Everglades,TS_Ph4,186.84,emergent
byrd_2018,Everglades,TS_Ph4,109.81,emergent
byrd_2018,Everglades,TS_Ph4,182.42,emergent
byrd_2018,Everglades,TS_Ph4,139.22,emergent
byrd_2018,Everglades,TS_Ph4,157.05,emergent
byrd_2018,Everglades,TS_Ph4,301.44,emergent
byrd_2018,Everglades,TS_Ph4,192.62,emergent
byrd_2018,Everglades,TS_Ph4,338.83,emergent
byrd_2018,Everglades,TS_Ph4,134.63,emergent
byrd_2018,Everglades,5W,31.39,emergent
byrd_2018,Everglades,5W,17.95,emergent
byrd_2018,Everglades,TS_Ph2,116.22,emergent
byrd_2018,Everglades,TS_Ph2,59.93,emergent
byrd_2018,Everglades,TS_Ph2,125.01,emergent
byrd_2018,Everglades,TS_Ph2,104.07,emergent
byrd_2018,Everglades,TS_Ph2,89.65,emergent
byrd_2018,Everglades,TS_Ph2,64.48,emergent
byrd_2018,Everglades,TS_Ph2,75.63,emergent
byrd_2018,Everglades,TS_Ph2,77.35,emergent
byrd_2018,Everglades,TS_Ph2,81.07,emergent
byrd_2018,Everglades,TS_Ph2,143.72,emergent
byrd_2018,Everglades,TS_Ph2,102.43,emergent
byrd_2018,Everglades,TS_Ph2,110.56,emergent
byrd_2018,Everglades,TS_Ph2,81.42,emergent
byrd_2018,Everglades,TS_Ph2,186.99,emergent
byrd_2018,Everglades,TS_Ph2,143.04,emergent
byrd_2018,Everglades,TS_Ph2,80.57,emergent
byrd_2018,Everglades,TS_Ph2,139.87,emergent
byrd_2018,Everglades,TS_Ph2,94.58,emergent
byrd_2018,Everglades,TS_Ph2,66.23,emergent
byrd_2018,Everglades,TS_Ph2,134.83,emergent
byrd_2018,Everglades,TS_Ph2,99.38,emergent
byrd_2018,Everglades,TS_Ph2,98.25,emergent
byrd_2018,Everglades,TS_Ph2,106.35,emergent
byrd_2018,Everglades,TS_Ph2,152.73,emergent
byrd_2018,Everglades,TS_Ph2,83.75,emergent
byrd_2018,Everglades,TS_Ph2,170.61,emergent
byrd_2018,Everglades,TS_Ph2,75.73,emergent
byrd_2018,Everglades,TS_Ph2,209.65,emergent
byrd_2018,Everglades,TS_Ph2,77.58,emergent
byrd_2018,Everglades,TS_Ph2,65.7,emergent
byrd_2018,Everglades,TS_Ph2,70.35,emergent
byrd_2018,Everglades,TS_Ph2,152.2,emergent
byrd_2018,Everglades,TS_Ph2,57.11,emergent
byrd_2018,Everglades,TS_Ph2,113.79,emergent
byrd_2018,Everglades,TS_Ph2,107.86,emergent
byrd_2018,Everglades,TS_Ph2,50.66,emergent
byrd_2018,Everglades,TS_Ph2,84.98,emergent
byrd_2018,Everglades,TS_Ph2,67.37,emergent
byrd_2018,Everglades,TS_Ph2,199.88,emergent
byrd_2018,Everglades,TS_Ph2,73.93,emergent
byrd_2018,Everglades,TS_Ph2,167.94,emergent
byrd_2018,Everglades,TS_Ph2,62.52,emergent
byrd_2018,Everglades,TS_Ph2,176.88,emergent
byrd_2018,Everglades,TS_Ph2,91.46,emergent
byrd_2018,Everglades,TS_Ph2,110.61,emergent
byrd_2018,Everglades,TS_Ph2,89.79,emergent
byrd_2018,Everglades,TS_Ph2,83.33,emergent
byrd_2018,Everglades,TS_Ph2,75.6,emergent
byrd_2018,Everglades,TS_Ph2,153.73,emergent
byrd_2018,Everglades,TS_Ph2,65.21,emergent
byrd_2018,Everglades,TS_Ph2,165.13,emergent
byrd_2018,Everglades,TS_Ph2,69.24,emergent
byrd_2018,Everglades,TS_Ph2,120.28,emergent
byrd_2018,Everglades,TS_Ph2,87.27,emergent
byrd_2018,Everglades,TS_Ph2,193.61,emergent
byrd_2018,Everglades,TS_Ph2,53.48,emergent
byrd_2018,Everglades,TS_Ph2,166.9,emergent
byrd_2018,Everglades,TS_Ph2,152.97,emergent
