study_id,site_id,plot_id,tree_id,year,month,day,species_code,genus,species,dbh,tree_height,agb,plot_area_m2
twilley_2016,SRS4,1,750,1995,01,13,L,Laguncularia,racemosa,12.6,NA,48163.179817290555,400
twilley_2016,SRS4,1,735,1995,01,13,R,Rhizophora,mangle,5.4,NA,14314.414809960988,400
twilley_2016,SRS4,1,736,1995,01,13,R,Rhizophora,mangle,7.3,NA,24121.919892871527,400
twilley_2016,SRS4,1,737,1995,01,13,R,Rhizophora,mangle,5.9,NA,16685.715414902697,400
twilley_2016,SRS4,1,738,1995,01,13,R,Rhizophora,mangle,5.3,NA,13858.669257304411,400
twilley_2016,SRS4,1,739,1995,01,13,R,Rhizophora,mangle,7.5,NA,25277.32119163956,400
twilley_2016,SRS4,1,744,1995,01,13,R,Rhizophora,mangle,6.6,NA,20259.585347669075,400
twilley_2016,SRS4,1,745,1995,01,13,R,Rhizophora,mangle,5.1,NA,12965.939022406526,400
twilley_2016,SRS4,1,746,1995,01,13,R,Rhizophora,mangle,6,NA,17178.285422990408,400
twilley_2016,SRS4,1,747,1995,01,13,R,Rhizophora,mangle,4.1,NA,8886.461342558054,400
twilley_2016,SRS4,1,748,1995,01,13,R,Rhizophora,mangle,5.1,NA,12965.939022406526,400
twilley_2016,SRS4,1,749,1995,01,13,R,Rhizophora,mangle,2.7,NA,4312.118387838588,400
twilley_2016,SRS4,1,751,1995,01,13,R,Rhizophora,mangle,5.1,NA,12965.939022406526,400
twilley_2016,SRS4,1,752,1995,01,13,R,Rhizophora,mangle,3.4,NA,6426.72927047,400
twilley_2016,SRS4,1,754,1995,01,13,R,Rhizophora,mangle,3.3,NA,6103.059864303815,400
twilley_2016,SRS4,1,756,1995,01,13,R,Rhizophora,mangle,4,NA,8514.631262235403,400
twilley_2016,SRS4,1,757,1995,01,13,R,Rhizophora,mangle,4.5,NA,10440.249111289007,400
twilley_2016,SRS4,1,759,1995,01,13,R,Rhizophora,mangle,2.7,NA,4312.118387838588,400
twilley_2016,SRS4,1,760,1995,01,13,R,Rhizophora,mangle,3.8,NA,7791.218889269144,400
twilley_2016,SRS4,1,761,1995,01,13,R,Rhizophora,mangle,3.8,NA,7791.218889269144,400
twilley_2016,SRS4,1,762,1995,01,13,R,Rhizophora,mangle,5.4,NA,14314.414809960988,400
twilley_2016,SRS4,1,764,1995,01,13,R,Rhizophora,mangle,5,NA,12529.019278946917,400
twilley_2016,SRS4,1,765,1995,01,13,R,Rhizophora,mangle,3.8,NA,7791.218889269144,400
twilley_2016,SRS4,1,766,1995,01,13,R,Rhizophora,mangle,3.7,NA,7439.730167655927,400
twilley_2016,SRS4,1,767,1995,01,13,R,Rhizophora,mangle,2.5,NA,3774.280341291743,400
twilley_2016,SRS4,1,768,1995,01,13,R,Rhizophora,mangle,3.5,NA,6757.433566544534,400
twilley_2016,SRS4,1,769,1995,01,13,R,Rhizophora,mangle,2.7,NA,4312.118387838588,400
twilley_2016,SRS4,1,770,1995,01,13,R,Rhizophora,mangle,5.7,NA,15718.799528815043,400
twilley_2016,SRS4,1,771,1995,01,13,R,Rhizophora,mangle,2.7,NA,4312.118387838588,400
twilley_2016,SRS4,1,772,1995,01,13,R,Rhizophora,mangle,2.5,NA,3774.280341291743,400
twilley_2016,SRS4,1,773,1995,01,13,R,Rhizophora,mangle,7.4,NA,24696.76713755243,400
twilley_2016,SRS4,1,775,1995,01,13,R,Rhizophora,mangle,11.6,NA,53774.54932777227,400
twilley_2016,SRS4,1,777,1995,01,13,R,Rhizophora,mangle,4.2,NA,9264.980757756071,400
twilley_2016,SRS4,1,778,1995,01,13,R,Rhizophora,mangle,5.8,NA,16199.21079782177,400
twilley_2016,SRS4,1,779,1995,01,13,R,Rhizophora,mangle,3.7,NA,7439.730167655927,400
twilley_2016,SRS4,1,780,1995,01,13,R,Rhizophora,mangle,3,NA,5174.839588445486,400
twilley_2016,SRS4,1,781,1995,01,13,R,Rhizophora,mangle,2.8,NA,4592.303181691251,400
twilley_2016,SRS4,1,782,1995,01,13,R,Rhizophora,mangle,5.9,NA,16685.715414902697,400
twilley_2016,SRS4,1,783,1995,01,13,R,Rhizophora,mangle,4.7,NA,11256.448587102695,400
twilley_2016,SRS4,1,785,1995,01,13,R,Rhizophora,mangle,5.7,NA,15718.799528815043,400
twilley_2016,SRS4,1,786,1995,01,13,R,Rhizophora,mangle,3.7,NA,7439.730167655927,400
twilley_2016,SRS4,1,787,1995,01,13,R,Rhizophora,mangle,4.4,NA,10041.915972028364,400
twilley_2016,SRS4,1,788,1995,01,13,R,Rhizophora,mangle,3.4,NA,6426.72927047,400
twilley_2016,SRS4,1,789,1995,01,13,R,Rhizophora,mangle,3.8,NA,7791.218889269144,400
twilley_2016,SRS4,1,791,1995,01,13,R,Rhizophora,mangle,3.9,NA,8149.535103108365,400
twilley_2016,SRS4,1,792,1995,01,13,R,Rhizophora,mangle,3.6,NA,7095.118100574789,400
twilley_2016,SRS4,1,793,1995,01,13,R,Rhizophora,mangle,2.8,NA,4592.303181691251,400
twilley_2016,SRS4,1,794,1995,01,13,R,Rhizophora,mangle,3.8,NA,7791.218889269144,400
twilley_2016,SRS4,1,796,1995,01,13,R,Rhizophora,mangle,2.6,NA,4039.418641207545,400
twilley_2016,SRS4,1,797,1995,01,13,R,Rhizophora,mangle,4.8,NA,11674.239047582558,400
twilley_2016,SRS4,1,798,1995,01,13,R,Rhizophora,mangle,2.2,NA,3025.057683949535,400
twilley_2016,SRS4,1,799,1995,01,13,R,Rhizophora,mangle,4.2,NA,9264.980757756071,400
twilley_2016,SRS4,1,802,1995,01,13,R,Rhizophora,mangle,6,NA,17178.285422990408,400
twilley_2016,SRS4,1,805,1995,01,13,R,Rhizophora,mangle,4.9,NA,12098.441100597924,400
twilley_2016,SRS4,1,821,1995,01,13,R,Rhizophora,mangle,5.5,NA,14776.371980913857,400
twilley_2016,SRS4,1,828,1995,01,13,R,Rhizophora,mangle,4.6,NA,10845.106136801072,400
twilley_2016,SRS4,1,830,1995,01,13,R,Rhizophora,mangle,2.9,NA,4879.900134034963,400
twilley_2016,SRS4,1,831,1995,01,13,R,Rhizophora,mangle,3.9,NA,8149.535103108365,400
twilley_2016,SRS4,1,842,1995,01,13,R,Rhizophora,mangle,2.3,NA,3267.013162006338,400
twilley_2016,SRS4,1,741,1996,01,17,C,Conacarpus,erectus,9.6,NA,28495.972287560457,400
twilley_2016,SRS4,1,742,1996,01,17,C,Conacarpus,erectus,4.3,NA,6047.754026325088,400
twilley_2016,SRS4,1,743,1996,01,17,C,Conacarpus,erectus,4.9,NA,7781.770786917945,400
twilley_2016,SRS4,1,753,1996,01,17,C,Conacarpus,erectus,9.5,NA,27925.860112877053,400
twilley_2016,SRS4,1,755,1996,01,17,C,Conacarpus,erectus,7.4,NA,17243.174334114843,400
twilley_2016,SRS4,1,758,1996,01,17,C,Conacarpus,erectus,4.8,NA,7478.174381578195,400
twilley_2016,SRS4,1,774,1996,01,17,C,Conacarpus,erectus,8.7,NA,23565.255755602982,400
twilley_2016,SRS4,1,776,1996,01,17,C,Conacarpus,erectus,9.5,NA,27925.860112877053,400
twilley_2016,SRS4,1,784,1996,01,17,C,Conacarpus,erectus,4.3,NA,6047.754026325088,400
twilley_2016,SRS4,1,790,1996,01,17,C,Conacarpus,erectus,5.3,NA,9054.248885684521,400
twilley_2016,SRS4,1,795,1996,01,17,C,Conacarpus,erectus,3.9,NA,5009.0422118516335,400
twilley_2016,SRS4,1,800,1996,01,17,C,Conacarpus,erectus,15.5,NA,71835.67508713697,400
twilley_2016,SRS4,1,801,1996,01,17,C,Conacarpus,erectus,3.9,NA,5009.0422118516335,400
twilley_2016,SRS4,1,803,1996,01,17,C,Conacarpus,erectus,8.1,NA,20529.391951425256,400
twilley_2016,SRS4,1,804,1996,01,17,C,Conacarpus,erectus,13,NA,51157.6598508389,400
twilley_2016,SRS4,1,806,1996,01,17,C,Conacarpus,erectus,17.8,NA,93823.27847282507,400
twilley_2016,SRS4,1,807,1996,01,17,C,Conacarpus,erectus,8.6,NA,23045.28115320196,400
twilley_2016,SRS4,1,840,1996,01,17,C,Conacarpus,erectus,10,NA,30831.879502493535,400
twilley_2016,SRS4,1,844,1996,01,17,C,Conacarpus,erectus,4.1,NA,5516.617127749099,400
twilley_2016,SRS4,1,750,1996,01,17,L,Laguncularia,racemosa,13,NA,51157.6598508389,400
twilley_2016,SRS4,1,735,1996,01,17,R,Rhizophora,mangle,5.4,NA,14314.414809960988,400
twilley_2016,SRS4,1,736,1996,01,17,R,Rhizophora,mangle,7.8,NA,27053.020228580517,400
twilley_2016,SRS4,1,737,1996,01,17,R,Rhizophora,mangle,6.1,NA,17676.893460020845,400
twilley_2016,SRS4,1,738,1996,01,17,R,Rhizophora,mangle,5.5,NA,14776.371980913857,400
twilley_2016,SRS4,1,739,1996,01,17,R,Rhizophora,mangle,8.1,NA,28879.360208962695,400
twilley_2016,SRS4,1,744,1996,01,17,R,Rhizophora,mangle,6.9,NA,21880.023094703345,400
twilley_2016,SRS4,1,745,1996,01,17,R,Rhizophora,mangle,4.8,NA,11674.239047582558,400
twilley_2016,SRS4,1,746,1996,01,17,R,Rhizophora,mangle,6,NA,17178.285422990408,400
twilley_2016,SRS4,1,747,1996,01,17,R,Rhizophora,mangle,4.5,NA,10440.249111289007,400
twilley_2016,SRS4,1,748,1996,01,17,R,Rhizophora,mangle,5.2,NA,13409.166637077547,400
twilley_2016,SRS4,1,749,1996,01,17,R,Rhizophora,mangle,2.8,NA,4592.303181691251,400
twilley_2016,SRS4,1,751,1996,01,17,R,Rhizophora,mangle,5.3,NA,13858.669257304411,400
twilley_2016,SRS4,1,752,1996,01,17,R,Rhizophora,mangle,3.2,NA,5786.4820795399155,400
twilley_2016,SRS4,1,754,1996,01,17,R,Rhizophora,mangle,3.5,NA,6757.433566544534,400
twilley_2016,SRS4,1,756,1996,01,17,R,Rhizophora,mangle,4.4,NA,10041.915972028364,400
twilley_2016,SRS4,1,757,1996,01,17,R,Rhizophora,mangle,4.8,NA,11674.239047582558,400
twilley_2016,SRS4,1,759,1996,01,17,R,Rhizophora,mangle,2.5,NA,3774.280341291743,400
twilley_2016,SRS4,1,760,1996,01,17,R,Rhizophora,mangle,4,NA,8514.631262235403,400
twilley_2016,SRS4,1,761,1996,01,17,R,Rhizophora,mangle,4.2,NA,9264.980757756071,400
twilley_2016,SRS4,1,762,1996,01,17,R,Rhizophora,mangle,5.7,NA,15718.799528815043,400
twilley_2016,SRS4,1,764,1996,01,17,R,Rhizophora,mangle,5.2,NA,13409.166637077547,400
twilley_2016,SRS4,1,765,1996,01,17,R,Rhizophora,mangle,4.2,NA,9264.980757756071,400
twilley_2016,SRS4,1,766,1996,01,17,R,Rhizophora,mangle,3.8,NA,7791.218889269144,400
twilley_2016,SRS4,1,767,1996,01,17,R,Rhizophora,mangle,3,NA,5174.839588445486,400
twilley_2016,SRS4,1,768,1996,01,17,R,Rhizophora,mangle,3.6,NA,7095.118100574789,400
twilley_2016,SRS4,1,769,1996,01,17,R,Rhizophora,mangle,2.9,NA,4879.900134034963,400
twilley_2016,SRS4,1,770,1996,01,17,R,Rhizophora,mangle,6.1,NA,17676.893460020845,400
twilley_2016,SRS4,1,771,1996,01,17,R,Rhizophora,mangle,2.9,NA,4879.900134034963,400
twilley_2016,SRS4,1,772,1996,01,17,R,Rhizophora,mangle,2.7,NA,4312.118387838588,400
twilley_2016,SRS4,1,773,1996,01,17,R,Rhizophora,mangle,7.7,NA,26455.467794266104,400
twilley_2016,SRS4,1,775,1996,01,17,R,Rhizophora,mangle,12.1,NA,57849.748607600515,400
twilley_2016,SRS4,1,777,1996,01,17,R,Rhizophora,mangle,4.6,NA,10845.106136801072,400
twilley_2016,SRS4,1,778,1996,01,17,R,Rhizophora,mangle,6.1,NA,17676.893460020845,400
twilley_2016,SRS4,1,779,1996,01,17,R,Rhizophora,mangle,3.8,NA,7791.218889269144,400
twilley_2016,SRS4,1,780,1996,01,17,R,Rhizophora,mangle,3.3,NA,6103.059864303815,400
twilley_2016,SRS4,1,781,1996,01,17,R,Rhizophora,mangle,2.9,NA,4879.900134034963,400
twilley_2016,SRS4,1,782,1996,01,17,R,Rhizophora,mangle,6.2,NA,18181.51273666316,400
twilley_2016,SRS4,1,783,1996,01,17,R,Rhizophora,mangle,4.8,NA,11674.239047582558,400
twilley_2016,SRS4,1,785,1996,01,17,R,Rhizophora,mangle,6.1,NA,17676.893460020845,400
twilley_2016,SRS4,1,786,1996,01,17,R,Rhizophora,mangle,3.6,NA,7095.118100574789,400
twilley_2016,SRS4,1,787,1996,01,17,R,Rhizophora,mangle,4.8,NA,11674.239047582558,400
twilley_2016,SRS4,1,788,1996,01,17,R,Rhizophora,mangle,3.3,NA,6103.059864303815,400
twilley_2016,SRS4,1,789,1996,01,17,R,Rhizophora,mangle,4.1,NA,8886.461342558054,400
twilley_2016,SRS4,1,791,1996,01,17,R,Rhizophora,mangle,4,NA,8514.631262235403,400
twilley_2016,SRS4,1,792,1996,01,17,R,Rhizophora,mangle,3.7,NA,7439.730167655927,400
twilley_2016,SRS4,1,793,1996,01,17,R,Rhizophora,mangle,3,NA,5174.839588445486,400
twilley_2016,SRS4,1,794,1996,01,17,R,Rhizophora,mangle,3.9,NA,8149.535103108365,400
twilley_2016,SRS4,1,796,1996,01,17,R,Rhizophora,mangle,2.8,NA,4592.303181691251,400
twilley_2016,SRS4,1,797,1996,01,17,R,Rhizophora,mangle,5.2,NA,13409.166637077547,400
twilley_2016,SRS4,1,798,1996,01,17,R,Rhizophora,mangle,2.3,NA,3267.013162006338,400
twilley_2016,SRS4,1,799,1996,01,17,R,Rhizophora,mangle,4.3,NA,9650.146280890734,400
twilley_2016,SRS4,1,802,1996,01,17,R,Rhizophora,mangle,6.5,NA,19731.178266720293,400
twilley_2016,SRS4,1,805,1996,01,17,R,Rhizophora,mangle,5.1,NA,12965.939022406526,400
twilley_2016,SRS4,1,821,1996,01,17,R,Rhizophora,mangle,5.9,NA,16685.715414902697,400
twilley_2016,SRS4,1,828,1996,01,17,R,Rhizophora,mangle,4.4,NA,10041.915972028364,400
twilley_2016,SRS4,1,830,1996,01,17,R,Rhizophora,mangle,3.1,NA,5477.054873101053,400
twilley_2016,SRS4,1,831,1996,01,17,R,Rhizophora,mangle,4.1,NA,8886.461342558054,400
twilley_2016,SRS4,1,842,1996,01,17,R,Rhizophora,mangle,2.5,NA,3774.280341291743,400
twilley_2016,SRS6,1,202,1996,02,16,A,Avicennia,germinans,16.6,NA,92191.10963206117,400
twilley_2016,SRS6,1,226,1996,02,16,A,Avicennia,germinans,11.1,NA,42330.62112204793,400
twilley_2016,SRS6,1,227,1996,02,16,A,Avicennia,germinans,23.2,NA,176138.28472923645,400
twilley_2016,SRS6,1,234,1996,02,16,A,Avicennia,germinans,8.1,NA,23014.9495116853,400
twilley_2016,SRS6,1,236,1996,02,16,A,Avicennia,germinans,11.2,NA,43071.267845939925,400
twilley_2016,SRS6,1,238,1996,02,16,A,Avicennia,germinans,7,NA,17354.799849871408,400
twilley_2016,SRS6,1,251,1996,02,16,A,Avicennia,germinans,6.4,NA,14593.251584742424,400
twilley_2016,SRS6,1,261,1996,02,16,A,Avicennia,germinans,6,NA,12880.849864324424,400
twilley_2016,SRS6,1,280,1996,02,16,A,Avicennia,germinans,15.7,NA,82769.4230175714,400
twilley_2016,SRS6,1,284,1996,02,16,A,Avicennia,germinans,17.7,NA,104371.10876834109,400
twilley_2016,SRS6,1,285,1996,02,16,A,Avicennia,germinans,18.3,NA,111321.84807812156,400
twilley_2016,SRS6,1,306,1996,02,16,A,Avicennia,germinans,14.7,NA,72877.20789644259,400
twilley_2016,SRS6,1,309,1996,02,16,A,Avicennia,germinans,11.7,NA,46867.464231980506,400
twilley_2016,SRS6,1,332,1996,02,16,A,Avicennia,germinans,33.5,NA,358456.6624529405,400
twilley_2016,SRS6,1,525,1996,02,16,A,Avicennia,germinans,8,NA,22468.601144009524,400
twilley_2016,SRS6,1,204,1996,02,16,L,Laguncularia,racemosa,21.6,NA,136299.9635587101,400
twilley_2016,SRS6,1,224,1996,02,16,L,Laguncularia,racemosa,22,NA,141213.35587999484,400
twilley_2016,SRS6,1,225,1996,02,16,L,Laguncularia,racemosa,6.7,NA,14233.915038341716,400
twilley_2016,SRS6,1,233,1996,02,16,L,Laguncularia,racemosa,7.2,NA,16355.044047701153,400
twilley_2016,SRS6,1,237,1996,02,16,L,Laguncularia,racemosa,9.8,NA,29652.84217474522,400
twilley_2016,SRS6,1,239,1996,02,16,L,Laguncularia,racemosa,15.2,NA,69176.42668485397,400
twilley_2016,SRS6,1,242,1996,02,16,L,Laguncularia,racemosa,8,NA,20043.043770357242,400
twilley_2016,SRS6,1,244,1996,02,16,L,Laguncularia,racemosa,8.3,NA,21518.93225283193,400
twilley_2016,SRS6,1,246,1996,02,16,L,Laguncularia,racemosa,11.5,NA,40378.188568290854,400
twilley_2016,SRS6,1,247,1996,02,16,L,Laguncularia,racemosa,9.2,NA,26248.863640523115,400
twilley_2016,SRS6,1,252,1996,02,16,L,Laguncularia,racemosa,7.1,NA,15919.470299223607,400
twilley_2016,SRS6,1,260,1996,02,16,L,Laguncularia,racemosa,10.1,NA,31429.7011400026,400
twilley_2016,SRS6,1,262,1996,02,16,L,Laguncularia,racemosa,9,NA,25158.691120680433,400
twilley_2016,SRS6,1,264,1996,02,16,L,Laguncularia,racemosa,17.7,NA,92808.6390229138,400
twilley_2016,SRS6,1,266,1996,02,16,L,Laguncularia,racemosa,9.3,NA,26802.301650136462,400
twilley_2016,SRS6,1,267,1996,02,16,L,Laguncularia,racemosa,14.7,NA,64851.86292287817,400
twilley_2016,SRS6,1,271,1996,02,16,L,Laguncularia,racemosa,13.1,NA,51919.87050615227,400
twilley_2016,SRS6,1,273,1996,02,16,L,Laguncularia,racemosa,12.6,NA,48163.179817290555,400
twilley_2016,SRS6,1,274,1996,02,16,L,Laguncularia,racemosa,17.3,NA,88803.27428452531,400
twilley_2016,SRS6,1,275,1996,02,16,L,Laguncularia,racemosa,11.2,NA,38369.91028535802,400
twilley_2016,SRS6,1,286,1996,02,16,L,Laguncularia,racemosa,17.4,NA,89796.63226564403,400
twilley_2016,SRS6,1,288,1996,02,16,L,Laguncularia,racemosa,7,NA,15489.564849222796,400
twilley_2016,SRS6,1,289,1996,02,16,L,Laguncularia,racemosa,6.7,NA,14233.915038341716,400
twilley_2016,SRS6,1,293,1996,02,16,L,Laguncularia,racemosa,22.1,NA,142454.80028924966,400
twilley_2016,SRS6,1,295,1996,02,16,L,Laguncularia,racemosa,10.1,NA,31429.7011400026,400
twilley_2016,SRS6,1,299,1996,02,16,L,Laguncularia,racemosa,3.6,NA,4292.04064956551,400
twilley_2016,SRS6,1,302,1996,02,16,L,Laguncularia,racemosa,14.3,NA,61489.15888080604,400
twilley_2016,SRS6,1,328,1996,02,16,L,Laguncularia,racemosa,13,NA,51157.6598508389,400
twilley_2016,SRS6,1,334,1996,02,16,L,Laguncularia,racemosa,13.4,NA,54239.073305813385,400
twilley_2016,SRS6,1,336,1996,02,16,L,Laguncularia,racemosa,12.7,NA,48903.63951281717,400
twilley_2016,SRS6,1,530,1996,02,16,L,Laguncularia,racemosa,12.5,NA,47428.165329967625,400
twilley_2016,SRS6,1,203,1996,02,16,R,Rhizophora,mangle,8.2,NA,29499.30461297446,400
twilley_2016,SRS6,1,208,1996,02,16,R,Rhizophora,mangle,2.7,NA,4312.118387838588,400
twilley_2016,SRS6,1,211,1996,02,16,R,Rhizophora,mangle,2.9,NA,4879.900134034963,400
twilley_2016,SRS6,1,212,1996,02,16,R,Rhizophora,mangle,2.5,NA,3774.280341291743,400
twilley_2016,SRS6,1,214,1996,02,16,R,Rhizophora,mangle,2.5,NA,3774.280341291743,400
twilley_2016,SRS6,1,215,1996,02,16,R,Rhizophora,mangle,2.8,NA,4592.303181691251,400
twilley_2016,SRS6,1,216,1996,02,16,R,Rhizophora,mangle,7.7,NA,26455.467794266104,400
twilley_2016,SRS6,1,217,1996,02,16,R,Rhizophora,mangle,3.1,NA,5477.054873101053,400
twilley_2016,SRS6,1,218,1996,02,16,R,Rhizophora,mangle,6.1,NA,17676.893460020845,400
twilley_2016,SRS6,1,221,1996,02,16,R,Rhizophora,mangle,11,NA,49051.324406495754,400
twilley_2016,SRS6,1,222,1996,02,16,R,Rhizophora,mangle,5.7,NA,15718.799528815043,400
twilley_2016,SRS6,1,228,1996,02,16,R,Rhizophora,mangle,4.8,NA,11674.239047582558,400
twilley_2016,SRS6,1,229,1996,02,16,R,Rhizophora,mangle,8.9,NA,33993.360618413084,400
twilley_2016,SRS6,1,231,1996,02,16,R,Rhizophora,mangle,8.4,NA,30755.82946582855,400
twilley_2016,SRS6,1,235,1996,02,16,R,Rhizophora,mangle,4.8,NA,11674.239047582558,400
twilley_2016,SRS6,1,250,1996,02,16,R,Rhizophora,mangle,2.9,NA,4879.900134034963,400
twilley_2016,SRS6,1,254,1996,02,16,R,Rhizophora,mangle,3.9,NA,8149.535103108365,400
twilley_2016,SRS6,1,279,1996,02,16,R,Rhizophora,mangle,4.1,NA,8886.461342558054,400
twilley_2016,SRS6,1,316,1996,02,16,R,Rhizophora,mangle,6.5,NA,19731.178266720293,400
twilley_2016,SRS6,1,324,1996,02,16,R,Rhizophora,mangle,6.5,NA,19731.178266720293,400
twilley_2016,SRS6,1,202,1999,01,10,A,Avicennia,germinans,16,NA,85855.48510902081,400
twilley_2016,SRS6,1,226,1999,01,10,A,Avicennia,germinans,11.1,NA,42330.62112204793,400
twilley_2016,SRS6,1,227,1999,01,10,A,Avicennia,germinans,23.1,NA,174672.9154632598,400
twilley_2016,SRS6,1,234,1999,01,10,A,Avicennia,germinans,8.5,7.1,25263.656183448184,400
twilley_2016,SRS6,1,236,1999,01,10,A,Avicennia,germinans,11.3,NA,43818.11690397304,400
twilley_2016,SRS6,1,251,1999,01,10,A,Avicennia,germinans,6.3,NA,14155.48072178958,400
twilley_2016,SRS6,1,261,1999,01,10,A,Avicennia,germinans,6.1,NA,13299.272995325058,400
twilley_2016,SRS6,1,280,1999,01,10,A,Avicennia,germinans,16,NA,85855.48510902081,400
twilley_2016,SRS6,1,285,1999,01,10,A,Avicennia,germinans,18.6,NA,114878.30898783906,400
twilley_2016,SRS6,1,306,1999,01,10,A,Avicennia,germinans,14.7,NA,72877.20789644259,400
twilley_2016,SRS6,1,309,1999,01,10,A,Avicennia,germinans,11.3,NA,43818.11690397304,400
twilley_2016,SRS6,1,332,1999,01,10,A,Avicennia,germinans,33.3,NA,354329.36636894476,400
twilley_2016,SRS6,1,525,1999,01,10,A,Avicennia,germinans,7.8,NA,21394.934517830596,400
twilley_2016,SRS6,1,204,1999,01,10,L,Laguncularia,racemosa,20.5,NA,123221.06322829661,400
twilley_2016,SRS6,1,225,1999,01,10,L,Laguncularia,racemosa,6.6,NA,13826.739974864618,400
twilley_2016,SRS6,1,233,1999,01,10,L,Laguncularia,racemosa,7.4,NA,17243.174334114843,400
twilley_2016,SRS6,1,237,1999,01,10,L,Laguncularia,racemosa,9.7,NA,29071.63431633456,400
twilley_2016,SRS6,1,242,1999,01,10,L,Laguncularia,racemosa,7.8,NA,19087.21577926365,400
twilley_2016,SRS6,1,244,1999,01,10,L,Laguncularia,racemosa,8.2,NA,21021.35638621519,400
twilley_2016,SRS6,1,246,1999,01,10,L,Laguncularia,racemosa,11.5,12.5,40378.188568290854,400
twilley_2016,SRS6,1,247,1999,01,10,L,Laguncularia,racemosa,9,NA,25158.691120680433,400
twilley_2016,SRS6,1,252,1999,01,10,L,Laguncularia,racemosa,7.1,NA,15919.470299223607,400
twilley_2016,SRS6,1,260,1999,01,10,L,Laguncularia,racemosa,10.2,NA,32033.052941720485,400
twilley_2016,SRS6,1,262,1999,01,10,L,Laguncularia,racemosa,9,NA,25158.691120680433,400
twilley_2016,SRS6,1,264,1999,01,10,L,Laguncularia,racemosa,17.3,NA,88803.27428452531,400
twilley_2016,SRS6,1,266,1999,01,10,L,Laguncularia,racemosa,9.4,12,27361.301861848315,400
twilley_2016,SRS6,1,267,1999,01,10,L,Laguncularia,racemosa,14.2,NA,60661.96926308918,400
twilley_2016,SRS6,1,271,1999,01,10,L,Laguncularia,racemosa,12.9,NA,50400.88250425808,400
twilley_2016,SRS6,1,273,1999,01,10,L,Laguncularia,racemosa,12.1,NA,44542.620618439985,400
twilley_2016,SRS6,1,275,1999,01,10,L,Laguncularia,racemosa,11.1,NA,37711.46022635568,400
twilley_2016,SRS6,1,288,1999,01,10,L,Laguncularia,racemosa,7,NA,15489.564849222796,400
twilley_2016,SRS6,1,289,1999,01,10,L,Laguncularia,racemosa,6.5,NA,13425.262260134887,400
twilley_2016,SRS6,1,295,1999,01,10,L,Laguncularia,racemosa,10.1,15,31429.7011400026,400
twilley_2016,SRS6,1,299,1999,01,10,L,Laguncularia,racemosa,3.6,NA,4292.04064956551,400
twilley_2016,SRS6,1,302,1999,01,10,L,Laguncularia,racemosa,14,NA,59023.79219414135,400
twilley_2016,SRS6,1,328,1999,01,10,L,Laguncularia,racemosa,12.8,NA,49649.54140417312,400
twilley_2016,SRS6,1,334,1999,01,10,L,Laguncularia,racemosa,13.1,NA,51919.87050615227,400
twilley_2016,SRS6,1,336,1999,01,10,L,Laguncularia,racemosa,12.7,NA,48903.63951281717,400
twilley_2016,SRS6,1,530,1999,01,10,L,Laguncularia,racemosa,12.4,NA,46698.59908891397,400
twilley_2016,SRS6,1,203,1999,01,10,R,Rhizophora,mangle,8.1,NA,28879.360208962695,400
