plot_name,tree_number,live,genus,species,fia_code,dbh,height,notes,use_for_allometry,biomass_fromard,biomass_day,biomass_smith,biomass_chave,density,treeArea
Flamingo1_400,19,1,Avicennia,germinans,NA,36,15.39,NA,1,0.760771155,0.784569886,0.41199224,0.951826754,0.7764,0.101787602
Flamingo1_400,20,1,Avicennia,germinans,NA,29.7,13.31,NA,1,0.479450211,0.503829463,0.283995182,0.600054785,0.7764,0.069279187
Flamingo1_500,1,1,Avicennia,germinans,NA,26.9,14.41,NA,1,0.378036303,0.401120688,0.234498954,0.472099484,0.7764,0.056832197
Flamingo1_500,5,1,Avicennia,germinans,NA,11.9,15.26,NA,1,0.053387642,0.061346269,0.048429259,0.063068597,0.7764,0.011122023
Flamingo1_500,6,1,Avicennia,germinans,NA,17.9,16.11,NA,1,0.142224793,0.157036252,0.106663974,0.173794922,0.7764,0.025164943
Flamingo1_500,7,1,Avicennia,germinans,NA,32.3,17.62,NA,1,0.586427178,0.611214086,0.334039387,0.734414625,0.7764,0.081939805
Flamingo1_600,15,1,Avicennia,germinans,NA,38.3,16.46,NA,1,0.882683672,0.90480486,0.464415204,1.102649359,0.7764,0.115209271
Flamingo1_600,16,1,Avicennia,germinans,NA,24.4,15.46,NA,1,0.299132513,0.320437979,0.194183321,0.372256929,0.7764,0.046759465
Flamingo1_600,17,1,Avicennia,germinans,NA,39.1,18.87,NA,1,0.927581874,0.948909809,0.483359044,1.157942247,0.7764,0.120072457
Flamingo1_700,10,1,Avicennia,germinans,NA,11.2,13.67,NA,1,0.046158458,0.053354498,0.043071268,0.054237537,0.7764,0.009852035
Flamingo2_100,7,1,Avicennia,germinans,NA,25.8,14.83,NA,1,0.341991514,0.364358106,0.216307965,0.426512497,0.7764,0.052279243
Flamingo2_100,8,1,Avicennia,germinans,NA,37.8,14.41,NA,1,0.855280076,0.877840792,0.452761136,1.06883465,0.7764,0.112220831
Flamingo2_100,15,1,Avicennia,germinans,NA,12,15.74,NA,1,0.054470709,0.062539639,0.049219424,0.064395591,0.7764,0.011309734
Flamingo2_100,18,1,Avicennia,germinans,NA,38.5,16.56,NA,1,0.893786491,0.915719842,0.46911687,1.116335294,0.7764,0.116415643
Flamingo2_100,19,1,Avicennia,germinans,NA,11.4,12.75,NA,1,0.048161464,0.055573587,0.044571165,0.056679551,0.7764,0.010207035
Flamingo2_100,20,1,Avicennia,germinans,NA,15.3,18.24,NA,1,0.097585989,0.10941364,0.078739604,0.117801299,0.7764,0.018385386
Flamingo2_100,23,1,Avicennia,germinans,NA,26.3,20.43,NA,1,0.358114439,0.380820665,0.224488665,0.446909386,0.7764,0.054325206
Flamingo2_100,24,1,Avicennia,germinans,NA,28.2,17.25,NA,1,0.423375669,0.44716202,0.256910453,0.529366842,0.7764,0.062458004
Flamingo2_100,25,1,Avicennia,germinans,NA,32.7,15.71,NA,1,0.604007932,0.628781388,0.342086042,0.756428246,0.7764,0.08398184
Flamingo2_250,6,1,Avicennia,germinans,NA,29.4,18.75,NA,1,0.467909248,0.492189615,0.278473413,0.585519804,0.7764,0.067886676
Flamingo2_250,8,1,Avicennia,germinans,NA,37.8,19.16,NA,1,0.855280076,0.877840792,0.452761136,1.06883465,0.7764,0.112220831
Flamingo2_550,1,1,Avicennia,germinans,NA,35.9,16.75,NA,1,0.755709205,0.779561417,0.409781798,0.945542776,0.7764,0.101222901
Flamingo2_550,9,1,Avicennia,germinans,NA,20.2,20.48,NA,1,0.190095275,0.207427745,0.134756446,0.234207868,0.7764,0.032047387
Flamingo2_550,15,1,Avicennia,germinans,NA,17.5,14.4,NA,1,0.134716054,0.149074337,0.102102314,0.164345999,0.7764,0.024052819
Flamingo2_650,2,1,Avicennia,germinans,NA,23.4,16.98,NA,1,0.2705491,0.291006075,0.179086755,0.3360555,0.7764,0.043005262
Flamingo2_650,7,1,Avicennia,germinans,NA,34.4,22.2,NA,1,0.682131803,0.706602044,0.377314963,0.854009141,0.7764,0.092940877
Flamingo2_950,5,1,Avicennia,germinans,NA,31.6,12.92,NA,1,0.556387077,0.581146943,0.320180455,0.696755105,0.7764,0.078426719
Flamingo2_950,9,1,Avicennia,germinans,NA,30,15.4,NA,1,0.49115554,0.51562344,0.289569294,0.614789203,0.7764,0.070685835
Flamingo5B_133,20,1,Avicennia,germinans,NA,14.5,14.556,NA,1,0.085784977,0.096688303,0.070971783,0.103094036,0.7764,0.016512996
Flamingo5B_133,30,1,Avicennia,germinans,NA,14.56,14.5,NA,1,0.08663938,0.097611912,0.071540851,0.104157036,0.7764,0.016649938
Flamingo5B_233,2,1,Avicennia,germinans,NA,13.2,12.28,NA,1,0.068470811,0.077884987,0.059182047,0.081626253,0.7764,0.013684778
Flamingo5B_233,6,1,Avicennia,germinans,NA,28,21.46,NA,1,0.416205017,0.439894288,0.253398262,0.52031595,0.7764,0.061575216
Flamingo5B_233,7,1,Avicennia,germinans,NA,8,11.74,NA,1,0.020584675,0.024588977,0.022468601,0.023514682,0.7764,0.005026548
Flamingo5B_233,13,1,Avicennia,germinans,NA,25,22.29,NA,1,0.317091103,0.338870426,0.203524163,0.394996077,0.7764,0.049087385
Flamingo5B_233,16,1,Avicennia,germinans,NA,18.8,8.11,NA,1,0.159995171,0.175812603,0.117279277,0.196191166,0.7764,0.027759113
Flamingo5B_233,18,1,Avicennia,germinans,NA,21.1,17.71,NA,1,0.211059997,0.229325254,0.146609553,0.260726523,0.7764,0.034966712
Flamingo5B_233,19,1,Avicennia,germinans,NA,14.7,12.45,NA,1,0.088652225,0.099786338,0.072877208,0.106662488,0.7764,0.016971669
Flamingo5B_233,22,1,Avicennia,germinans,NA,15.9,10.28,NA,1,0.107023989,0.119545432,0.084820736,0.129598156,0.7764,0.019855651
Flamingo5B_333,6,1,Avicennia,germinans,NA,11.3,8.76,NA,1,0.047153757,0.054457649,0.043818117,0.055450493,0.7764,0.010028749
Flamingo5B_433,2,1,Avicennia,germinans,NA,25.7,19.45,NA,1,0.338818825,0.361114907,0.214689429,0.42249779,0.7764,0.051874763
Flamingo5B_433,16,1,Avicennia,germinans,NA,41.2,18.65,NA,1,1.051674525,1.070370787,0.534824404,1.310062226,0.7764,0.133316626
Flamingo1_100,8,1,Rhizophora,mangle,NA,13.7,10.79,NA,1,0.115707497,0.148685722,0.071723802,0.103521822,0.897714286,0.014741138
Flamingo1_100,17,1,Rhizophora,mangle,NA,15.8,16,NA,1,0.167647257,0.212596695,0.09180692,0.147521487,0.897714286,0.01960668
Flamingo1_250,2,1,Rhizophora,mangle,NA,6.7,7.99,NA,1,0.018017001,0.024741055,0.020793878,0.017545863,0.897714286,0.003525652
Flamingo1_250,6,1,Rhizophora,mangle,NA,27.2,12.56,NA,1,0.68828321,0.829916917,0.235092499,0.560768128,0.897714286,0.058106898
Flamingo1_250,7,1,Rhizophora,mangle,NA,31.9,20.26,NA,1,1.041702727,1.237620406,0.309785918,0.824130809,0.897714286,0.079922903
Flamingo1_400,5,1,Rhizophora,mangle,NA,12.8,15.18,NA,1,0.09696923,0.125395022,0.06376472,0.087426398,0.897714286,0.012867964
Flamingo1_400,14,1,Rhizophora,mangle,NA,13.7,17.78,NA,1,0.115707497,0.148685722,0.071723802,0.103521822,0.897714286,0.014741138
Flamingo1_500,2,1,Rhizophora,mangle,NA,9.1,12.45,NA,1,0.039938858,0.053307957,0.035326503,0.037424024,0.897714286,0.006503882
Flamingo1_500,3,1,Rhizophora,mangle,NA,7,10.07,NA,1,0.020190307,0.027612979,0.02243183,0.019545951,0.897714286,0.003848451
Flamingo1_500,4,1,Rhizophora,mangle,NA,9.6,8.81,NA,1,0.045897944,0.060958447,0.038753551,0.042742255,0.897714286,0.007238229
Flamingo1_500,8,1,Rhizophora,mangle,NA,5.2,5.09,NA,1,0.009321734,0.013105302,0.013409167,0.0094325,0.897714286,0.002123717
Flamingo1_500,9,1,Rhizophora,mangle,NA,8.9,8.79,NA,1,0.037696588,0.050418984,0.033993361,0.035415172,0.897714286,0.006221139
Flamingo1_500,10,1,Rhizophora,mangle,NA,9,10.99,NA,1,0.038807758,0.051851375,0.034657225,0.036411227,0.897714286,0.006361725
Flamingo1_500,11,1,Rhizophora,mangle,NA,8.7,7.68,NA,1,0.035533508,0.047626222,0.03268194,0.033472928,0.897714286,0.005944679
Flamingo1_500,12,1,Rhizophora,mangle,NA,11.1,12.99,NA,1,0.066946484,0.087723759,0.049825777,0.061328339,0.897714286,0.009676891
Flamingo1_500,13,1,Rhizophora,mangle,NA,10.4,13.56,NA,1,0.056516428,0.074505691,0.044512779,0.052153669,0.897714286,0.008494867
Flamingo1_500,14,1,Rhizophora,mangle,NA,6.4,8.39,NA,1,0.015993958,0.022056566,0.019208681,0.015675735,0.897714286,0.003216991
Flamingo2_100,1,1,Rhizophora,mangle,NA,7,10.74,NA,1,0.020190307,0.027612979,0.02243183,0.019545951,0.897714286,0.003848451
Flamingo2_100,2,1,Rhizophora,mangle,NA,13.5,12.31,NA,1,0.111366821,0.143303331,0.06992102,0.099805059,0.897714286,0.014313882
Flamingo2_100,3,1,Rhizophora,mangle,NA,9.8,10.34,NA,1,0.04842569,0.064192676,0.040161723,0.04498982,0.897714286,0.007542964
Flamingo2_100,4,1,Rhizophora,mangle,NA,12.6,10.81,NA,1,0.093078943,0.120540362,0.062049947,0.084067548,0.897714286,0.012468981
Flamingo2_100,5,1,Rhizophora,mangle,NA,12,14.84,NA,1,0.081989694,0.106661253,0.057024664,0.074457551,0.897714286,0.011309734
Flamingo2_100,9,1,Rhizophora,mangle,NA,7.2,9.89,NA,1,0.021724636,0.02963381,0.0235528,0.020953009,0.897714286,0.004071504
Flamingo2_100,10,1,Rhizophora,mangle,NA,6,9,NA,1,0.013523256,0.018761358,0.017178285,0.013379114,0.897714286,0.002827433
Flamingo2_100,12,1,Rhizophora,mangle,NA,9.7,12.8,NA,1,0.047151394,0.062562998,0.039454984,0.043857361,0.897714286,0.007389811
Flamingo2_100,13,1,Rhizophora,mangle,NA,7.6,11.92,NA,1,0.025003647,0.033935894,0.025863561,0.023947766,0.897714286,0.00453646
Flamingo2_100,26,1,Rhizophora,mangle,NA,19.4,15.78,NA,1,0.285872594,0.35568042,0.130973911,0.245132661,0.897714286,0.029559245
Flamingo2_100,28,1,Rhizophora,mangle,NA,6.4,8,NA,1,0.015993958,0.022056566,0.019208681,0.015675735,0.897714286,0.003216991
Flamingo2_250,7,1,Rhizophora,mangle,NA,13.7,14.55,NA,1,0.115707497,0.148685722,0.071723802,0.103521822,0.897714286,0.014741138
Flamingo2_250,13,1,Rhizophora,mangle,NA,21,13.52,NA,1,0.351283856,0.433862063,0.150231706,0.297964761,0.897714286,0.034636059
Flamingo2_250,14,1,Rhizophora,mangle,NA,28.7,19.85,NA,1,0.791372504,0.949478101,0.25798447,0.638688778,0.897714286,0.064692461
Flamingo2_550,2,1,Rhizophora,mangle,NA,8.6,10.24,NA,1,0.034481329,0.046265576,0.032034417,0.032526555,0.897714286,0.005808805
Flamingo2_550,3,1,Rhizophora,mangle,NA,5.7,7.47,NA,1,0.011834847,0.016497301,0.0157188,0.01180022,0.897714286,0.002551759
Flamingo2_550,7,1,Rhizophora,mangle,NA,21.3,19.2,NA,1,0.364481084,0.449569462,0.153966094,0.30853825,0.897714286,0.035632729
Flamingo2_550,16,1,Rhizophora,mangle,NA,17.7,11.57,NA,1,0.225225997,0.282619442,0.111748506,0.195443511,0.897714286,0.024605739
Flamingo2_650,1,1,Rhizophora,mangle,NA,25.8,15.16,NA,1,0.599928178,0.726936353,0.214542685,0.493156056,0.897714286,0.052279243
Flamingo2_650,10,1,Rhizophora,mangle,NA,14.5,12.24,NA,1,0.134104957,0.17142151,0.079127603,0.119202716,0.897714286,0.016512996
Flamingo2_650,12,1,Rhizophora,mangle,NA,8.6,12.55,NA,1,0.034481329,0.046265576,0.032034417,0.032526555,0.897714286,0.005808805
Flamingo2_650,13,1,Rhizophora,mangle,NA,12.3,18.32,NA,1,0.087426142,0.113473266,0.059514905,0.079175576,0.897714286,0.011882289
Flamingo2_650,15,1,Rhizophora,mangle,NA,16.4,24.62,NA,1,0.184706437,0.233421017,0.097925253,0.161804291,0.897714286,0.021124069
Flamingo2_950,1,1,Rhizophora,mangle,NA,21.5,9.31,NA,1,0.37344618,0.460228138,0.156477167,0.315705538,0.897714286,0.03630503
Flamingo2_950,2,1,Rhizophora,mangle,NA,16.6,8.05,NA,1,0.190620258,0.240623733,0.100001635,0.166738275,0.897714286,0.021642432
Flamingo2_950,3,1,Rhizophora,mangle,NA,27,9.21,NA,1,0.675202143,0.814701827,0.232108303,0.550808297,0.897714286,0.057255526
Flamingo2_950,4,1,Rhizophora,mangle,NA,11,6.76,NA,1,0.065389649,0.08575574,0.049051324,0.059962872,0.897714286,0.009503318
Flamingo2_950,6,1,Rhizophora,mangle,NA,16.2,13.2,NA,1,0.178906889,0.226349482,0.095867299,0.156957094,0.897714286,0.020611989
Flamingo2_950,7,1,Rhizophora,mangle,NA,21.4,12.24,NA,1,0.368946875,0.454880033,0.155219486,0.312110043,0.897714286,0.035968094
Flamingo2_950,8,1,Rhizophora,mangle,NA,19.4,15.34,NA,1,0.285872594,0.35568042,0.130973911,0.245132661,0.897714286,0.029559245
Flamingo2_950,10,1,Rhizophora,mangle,NA,17.5,8.25,NA,1,0.218668866,0.274680897,0.109571817,0.190025439,0.897714286,0.024052819
Flamingo2_950,11,1,Rhizophora,mangle,NA,22.4,18.2,NA,1,0.415463498,0.510064728,0.16798841,0.349136873,0.897714286,0.039408138
Flamingo5B_133,3,1,Rhizophora,mangle,NA,19.8,20.16,NA,1,0.301451549,0.374353955,0.135683627,0.257782849,0.897714286,0.03079075
Flamingo5B_133,4,1,Rhizophora,mangle,NA,21.6,21.15,NA,1,0.377979093,0.465613867,0.157739131,0.319324769,0.897714286,0.036643537
Flamingo5B_133,7,1,Rhizophora,mangle,NA,31,28,NA,1,0.967004353,1.151928437,0.294813314,0.76931103,0.897714286,0.075476764
Flamingo5B_133,8,1,Rhizophora,mangle,NA,34,20.9,NA,1,1.229513239,1.452136367,0.345931417,0.960223199,0.897714286,0.090792028
Flamingo5B_133,12,1,Rhizophora,mangle,NA,14.5,19.94,NA,1,0.134104957,0.17142151,0.079127603,0.119202716,0.897714286,0.016512996
Flamingo5B_133,14,1,Rhizophora,mangle,NA,26,24.18,NA,1,0.612094856,0.741147485,0.217429699,0.502514795,0.897714286,0.053092916
Flamingo5B_133,17,1,Rhizophora,mangle,NA,23.607,19.1,NA,1,0.476205169,0.581796836,0.183964331,0.397029209,0.897714286,0.04376949
Flamingo5B_133,19,1,Rhizophora,mangle,NA,9.1,13.22,NA,1,0.039938858,0.053307957,0.035326503,0.037424024,0.897714286,0.006503882
Flamingo5B_133,21,1,Rhizophora,mangle,NA,19.86,17.23,NA,1,0.303832383,0.377204636,0.136396137,0.259712262,0.897714286,0.030977643
Flamingo5B_133,23,1,Rhizophora,mangle,NA,3.8477,9.24,NA,1,0.00174,0.00174,0.00174,0.004563987,0.897714286,0.001162766
Flamingo5B_133,24,1,Rhizophora,mangle,NA,24.18,26,NA,1,0.506844101,0.617852897,0.191762132,0.421004312,0.897714286,0.045920063
Flamingo5B_133,27,1,Rhizophora,mangle,NA,19.1,23.607,NA,1,0.274520499,0.342050571,0.127487839,0.235886614,0.897714286,0.02865211
Flamingo5B_133,29,1,Rhizophora,mangle,NA,13.22,9.1,NA,1,0.105460496,0.135967454,0.067429765,0.094736581,0.897714286,0.013726278
Flamingo5B_133,31,1,Rhizophora,mangle,NA,17.23,19.86,NA,1,0.210005054,0.264178767,0.106662023,0.182851899,0.897714286,0.023316343
Flamingo5B_133,33,1,Rhizophora,mangle,NA,9.24,3.84,NA,1,0.041556135,0.055388069,0.036272558,0.038870237,0.897714286,0.006705541
Flamingo5B_233,4,1,Rhizophora,mangle,NA,28.2,24.65,NA,1,0.756024217,0.908548311,0.250254103,0.612081628,0.897714286,0.062458004
Flamingo5B_233,5,1,Rhizophora,mangle,NA,17.2,16.51,NA,1,0.209055687,0.263027031,0.106340756,0.182064796,0.897714286,0.023235219
Flamingo5B_233,8,1,Rhizophora,mangle,NA,21.4,13.09,NA,0,0.368946875,0.454880033,0.155219486,0.312110043,0.897714286,0.035968094
Flamingo5B_233,12,1,Rhizophora,mangle,NA,21,21.25,NA,1,0.351283856,0.433862063,0.150231706,0.297964761,0.897714286,0.034636059
Flamingo5B_233,14,1,Rhizophora,mangle,NA,21.5,23.67,NA,1,0.37344618,0.460228138,0.156477167,0.315705538,0.897714286,0.03630503
Flamingo5B_233,15,1,Rhizophora,mangle,NA,27.4,22.49,NA,1,0.701519082,0.845301563,0.238092779,0.570828712,0.897714286,0.058964553
Flamingo5B_233,17,1,Rhizophora,mangle,NA,15.1,9.51,NA,1,0.149014348,0.189764278,0.084880728,0.13183096,0.897714286,0.017907864
Flamingo5B_33,3,1,Rhizophora,mangle,NA,15.8,10.15,NA,1,0.167647257,0.212596695,0.09180692,0.147521487,0.897714286,0.01960668
Flamingo5B_33,4,1,Rhizophora,mangle,NA,30.3,13.55,NA,1,0.911252765,1.087818447,0.283385216,0.728119144,0.897714286,0.07210662
Flamingo5B_33,5,1,Rhizophora,mangle,NA,7.4,11.86,NA,1,0.023328698,0.031741046,0.024696767,0.02242,0.897714286,0.00430084
Flamingo5B_33,6,1,Rhizophora,mangle,NA,10.5,10.27,NA,1,0.057940228,0.076314888,0.045256262,0.053409923,0.897714286,0.008659015
Flamingo5B_33,9,1,Rhizophora,mangle,NA,22.8,21.19,NA,1,0.435029419,0.533209292,0.173214889,0.364618293,0.897714286,0.040828138
Flamingo5B_33,10,1,Rhizophora,mangle,NA,13.9,13.86,NA,1,0.120150755,0.154187856,0.073545926,0.107319492,0.897714286,0.015174678
Flamingo5B_33,12,1,Rhizophora,mangle,NA,16.9,12,NA,1,0.199707078,0.251675539,0.10315063,0.174302824,0.897714286,0.022431757
Flamingo5B_33,13,1,Rhizophora,mangle,NA,19.7,14.07,NA,1,0.297509072,0.369631677,0.134499614,0.254585675,0.897714286,0.030480517
Flamingo5B_33,14,1,Rhizophora,mangle,NA,7.3,10.97,NA,1,0.022517878,0.030676551,0.02412192,0.02167896,0.897714286,0.004185387
Flamingo5B_333,7,1,Rhizophora,mangle,NA,26.8,18.94,NA,1,0.662275196,0.799655662,0.229140221,0.54094906,0.897714286,0.056410438
Flamingo5B_333,8,1,Rhizophora,mangle,NA,27.2,22.78,NA,1,0.68828321,0.829916917,0.235092499,0.560768128,0.897714286,0.058106898
Flamingo5B_333,9,1,Rhizophora,mangle,NA,22.2,20.54,NA,1,0.405887577,0.498723277,0.165400569,0.341540368,0.897714286,0.038707563
Flamingo5B_333,11,1,Rhizophora,mangle,NA,22,20.85,NA,1,0.396448697,0.487534784,0.162829714,0.33403968,0.897714286,0.038013271
Flamingo5B_333,12,1,Rhizophora,mangle,NA,20,19.71,NA,1,0.309432563,0.383906854,0.138064785,0.264246676,0.897714286,0.031415927
Flamingo5B_333,13,1,Rhizophora,mangle,NA,29.8,20.66,NA,1,0.872670533,1.043370319,0.275339395,0.699467984,0.897714286,0.069746499
Flamingo5B_333,14,1,Rhizophora,mangle,NA,24.3,17.19,NA,1,0.513410015,0.625569419,0.193412465,0.426127018,0.897714286,0.046376976
Flamingo5B_433,3,1,Rhizophora,mangle,NA,5.8,8.7,NA,1,0.012382285,0.017232573,0.016199211,0.012313083,0.897714286,0.002642079
Flamingo5B_433,4,1,Rhizophora,mangle,NA,23.8,22.75,NA,1,0.486393893,0.593795918,0.186575542,0.405015024,0.897714286,0.044488094
Flamingo5B_433,5,1,Rhizophora,mangle,NA,19,15.26,NA,1,0.270799207,0.337578275,0.126334651,0.232850411,0.897714286,0.028352874
Flamingo5B_433,6,1,Rhizophora,mangle,NA,15.6,18.91,NA,1,0.162185484,0.2059138,0.08980462,0.142932271,0.897714286,0.01911345
Flamingo5B_433,8,1,Rhizophora,mangle,NA,26.9,23.03,NA,1,0.668719447,0.807157669,0.230622246,0.545866114,0.897714286,0.056832197
Flamingo5B_433,10,1,Rhizophora,mangle,NA,20.8,21,NA,1,0.342651546,0.423576497,0.147763658,0.291033676,0.897714286,0.033979466
Flamingo5B_433,12,1,Rhizophora,mangle,NA,23.6,23.7,NA,1,0.475838122,0.581364401,0.183869916,0.396741274,0.897714286,0.043743536
Flamingo5B_433,14,1,Rhizophora,mangle,NA,18.6,17.62,NA,1,0.256225105,0.320041513,0.121766243,0.220933608,0.897714286,0.027171635
Flamingo5B_433,15,1,Rhizophora,mangle,NA,23.1,27.4,NA,1,0.450069075,0.550974395,0.177179037,0.37648264,0.897714286,0.041909631
Flamingo5B_633,1,1,Rhizophora,mangle,NA,14.5,14.84,NA,1,0.134104957,0.17142151,0.079127603,0.119202716,0.897714286,0.016512996
Flamingo5B_633,2,1,Rhizophora,mangle,NA,6.6,8.69,NA,1,0.017326157,0.023825609,0.020259585,0.016908196,0.897714286,0.003421194
Flamingo5B_633,3,1,Rhizophora,mangle,NA,14.3,15.41,NA,1,0.129348597,0.165554875,0.0772479,0.11515947,0.897714286,0.016060607
Flamingo5B_633,4,1,Rhizophora,mangle,NA,9.2,11.2,NA,1,0.041090022,0.054788865,0.036001179,0.038453653,0.897714286,0.00664761
Flamingo5B_633,5,1,Rhizophora,mangle,NA,16.5,9.91,NA,1,0.187649011,0.237005926,0.098961144,0.16426041,0.897714286,0.021382465
Flamingo5B_633,6,1,Rhizophora,mangle,NA,18.6,13.54,NA,1,0.256225105,0.320041513,0.121766243,0.220933608,0.897714286,0.027171635
Flamingo5B_633,7,1,Rhizophora,mangle,NA,20.5,16.3,NA,1,0.329949948,0.408425398,0.144094012,0.280813235,0.897714286,0.033006358
Flamingo5B_633,8,1,Rhizophora,mangle,NA,20.3,12.24,NA,1,0.321645681,0.398508443,0.141669265,0.274116662,0.897714286,0.032365473
Flamingo5B_633,9,1,Rhizophora,mangle,NA,19.2,9.82,NA,1,0.278273096,0.346558298,0.128645449,0.238945698,0.897714286,0.028952918
Flamingo5B_633,10,1,Rhizophora,mangle,NA,23.6,12,NA,1,0.475838122,0.581364401,0.183869916,0.396741274,0.897714286,0.043743536
Flamingo5B_633,11,1,Rhizophora,mangle,NA,9.9,10.16,NA,1,0.049720963,0.065847611,0.040873754,0.046139718,0.897714286,0.007697687
Flamingo5B_733,1,1,Rhizophora,mangle,NA,16,17.01,NA,1,0.173220776,0.219408315,0.093827834,0.152196293,0.897714286,0.020106193
Flamingo5B_733,4,1,Rhizophora,mangle,NA,27.6,15.16,NA,1,0.714910439,0.860856398,0.241109111,0.580990203,0.897714286,0.05982849
Flamingo5B_733,5,1,Rhizophora,mangle,NA,11.6,6.46,NA,1,0.07507214,0.09796987,0.053774549,0.068434216,0.897714286,0.010568318
Flamingo5B_733,6,1,Rhizophora,mangle,NA,22.7,18.11,NA,1,0.430085949,0.527365227,0.171901932,0.360711813,0.897714286,0.040470782
Flamingo5B_733,7,1,Rhizophora,mangle,NA,5.9,6.11,NA,1,0.012945036,0.017987203,0.016685715,0.012839341,0.897714286,0.002733971
Flamingo5B_733,8,1,Rhizophora,mangle,NA,5.1,5.8,NA,1,0.00886279,0.012482553,0.012965939,0.008997392,0.897714286,0.002042821
Flamingo5B_733,9,1,Rhizophora,mangle,NA,7.5,8.43,NA,1,0.02415724,0.032827443,0.025277321,0.023176235,0.897714286,0.004417865
Flamingo5B_733,10,1,Rhizophora,mangle,NA,15.6,15.2,NA,1,0.162185484,0.2059138,0.08980462,0.142932271,0.897714286,0.01911345
Flamingo1_100,7,1,Laguncularia,racemosa,NA,13.2,17.44,NA,1,0.105046176,0.058263008,0.052687512,0.064131909,0.61,0.013684778
Flamingo1_100,12,1,Laguncularia,racemosa,NA,15.1,16.01,NA,1,0.149014348,0.078241231,0.068300756,0.089579599,0.61,0.017907864
Flamingo1_100,14,1,Laguncularia,racemosa,NA,8.6,11.35,NA,1,0.022188184,0.022774089,0.023045281,0.022101908,0.61,0.005808805
Flamingo1_100,15,1,Laguncularia,racemosa,NA,10.7,18.1,NA,1,0.06085354,0.036767797,0.035132632,0.038036249,0.61,0.008992024
Flamingo1_100,16,1,Laguncularia,racemosa,NA,28.1,17.88,NA,1,0.749073541,0.305344675,0.226466098,0.412347453,0.61,0.062015824
Flamingo1_100,18,1,Laguncularia,racemosa,NA,29.4,19.29,NA,1,0.842541078,0.337171844,0.247121395,0.460029728,0.61,0.067886676
Flamingo1_250,1,1,Laguncularia,racemosa,NA,5.9,10.05,NA,1,0.008649792,0.009969252,0.011136389,0.008724377,0.61,0.002733971
Flamingo1_250,3,1,Laguncularia,racemosa,NA,13.5,10.72,NA,1,0.111366821,0.061205488,0.055022988,0.067817887,0.61,0.014313882
Flamingo1_250,4,1,Laguncularia,racemosa,NA,6.8,9.4,NA,1,0.012335249,0.013609406,0.014646781,0.012365585,0.61,0.003631681
Flamingo1_250,5,1,Laguncularia,racemosa,NA,29.2,16.18,NA,1,0.827719981,0.332163553,0.243887141,0.452503435,0.61,0.066966189
Flamingo1_250,8,1,Laguncularia,racemosa,NA,23.8,18.06,NA,1,0.486393893,0.212155324,0.164359014,0.275209127,0.61,0.044488094
Flamingo1_400,1,1,Laguncularia,racemosa,NA,16.1,15.43,NA,1,0.176049705,0.090051648,0.077299012,0.105028083,0.61,0.020358306
Flamingo1_400,2,1,Laguncularia,racemosa,NA,34.2,14.19,NA,1,1.248406154,0.469726919,0.330879899,0.661689832,0.61,0.091863311
