analysis_description,min_sum_estimated_pixel_count_million_ha,med_sum_estimated_pixel_count_million_ha,max_sum_estimated_pixel_count_million_ha
Estuarine Losses,0.0660535277154697,0.07133374860152555,0.07664417825174794
Estuarine Stable and Gains,2.172852106016071,2.1798939235359462,2.1869676990133264
Palustrine Losses,0.01771430748086639,0.019197748919470264,0.020715403630572938
Palustrine Stable and Gains,1.2856844896494934,1.288600260873322,1.2913826830537163
