soil.burial,soil.carbon.density,emergent.biomass,scrub.shrub.biomass,forested.biomass,estuarine.methane,palustrine.methane,estuarine.methane.sgwp,palustrine.methane.sgwp,iterationCode
563.3137951625075,102345.70029027146,952.8866222094304,10359.397986559416,53468.321286135506,245.0016081938967,1595.850474956684,332.8790464348987,2787.1689051279627,1
558.0275280343104,101213.00263239238,956.8022983952429,12421.398992936292,56417.56390939831,231.51288620052912,1333.0692412168387,373.76841818759397,2631.9704640844957,2
483.0250830885256,101989.74502497839,979.2171548908884,32167.792459547618,52080.608866950315,227.09461397490074,1279.7075273777316,804.47184827134,3178.03292541604,3
622.8163572589675,101093.53681929558,991.9682248544617,17604.9857186762,47251.79135390105,311.30584729494075,1764.0774259660495,543.0566830893678,3233.33357302304,4
494.9390181509329,101140.92739397346,993.3167846255166,14469.071116252302,42207.77922143679,327.17010322121087,1361.6718959877476,587.470631112507,2459.2146639718444,5
530.3976209301418,100836.55666536286,985.3958741092424,10832.188398221931,47131.9186649707,304.09426616990623,4841.751457205005,608.9975557908509,2466.933263688476,6
668.3858556735804,101219.13591291897,995.9897051426796,26354.732391605434,53106.671788163,258.6984126000035,2022.3778629515564,329.80564032478355,9839.04340163721,7
557.8799826353821,100745.21349718326,966.8453498274636,9049.442358716562,46696.65790709452,332.19292618804104,12934.224419882456,943.4526523263813,8366.290315318778,8
550.2613178740116,100259.13938801362,996.8228623416884,40440.09808543099,52486.33849450691,246.85085658492198,3928.0303371291943,662.5500405917837,4665.494183894203,9
556.1625319038319,100485.35204837273,1018.7079106303726,20755.249089707162,51490.38254410693,290.20783887316077,4172.955822772249,294.5310589788604,3440.4893817190978,10
555.2829923217653,101997.5302461235,999.8153448930567,60017.12255567262,46575.326172179164,264.1306148812307,1062.4562744680693,440.89035914601453,26333.065196169166,11
542.1861395104997,101155.29010835933,986.2808879101157,21785.454380648,52013.29318684769,235.51809290467764,2104.189862375131,651.3669983947985,8559.610900953803,12
541.3594610854228,101264.0947880607,967.2121522958307,11037.949571852958,47888.64118341079,274.3047251949658,3066.1340257937304,392.22996215418135,3572.6411683940273,13
527.5643455561151,102171.44329574783,990.950409712964,46994.55794145151,52528.0258179616,291.6110378920839,975.9347976936123,629.1319312048693,1961.7870890038168,14
581.0446920193252,102217.14756334157,990.942813681179,15467.22355860147,50083.448942585805,293.3915507707253,1939.0879633204222,342.58158726897136,2749.584224438246,15
464.485880399566,101984.96650001236,1001.2369156427413,11924.00392936762,46843.25629922796,447.372357751006,1371.175190356796,497.3428412258216,1961.1095314142387,16
548.8040157888352,101705.99172509079,1001.9417384652652,21595.923561680633,53756.47735951946,162.21615516759843,2188.8667099945483,44.979067995921646,5119.4611603431895,17
560.0335737005037,101114.08858394925,1018.3390695558123,28558.92779462969,45846.79682859453,272.3637951283625,1127.5662355372892,548.8470235930587,5104.287635364379,18
590.0292355705145,100463.32493020735,935.7488612105357,23890.14070573434,44168.41276179844,54.73831260357327,2962.675489440216,404.1119478543616,2602.219386394325,19
588.8804637307449,100875.6184771562,1018.1458299268888,70338.38641469332,47386.578872743055,167.63183354690972,2833.389439064554,438.31089816396207,3452.9503771705263,20
551.0488426867499,101608.18932968963,976.5364270855156,16092.136495957835,44787.048374289625,115.53389250601279,1867.519837069319,363.055464637183,4837.492087087169,21
609.6416293303087,101063.30369414683,956.996461769225,16249.668479201648,63347.70680798709,227.6311977672635,1981.4113247607038,591.1820104519959,2146.857588155767,22
472.02744919660086,101338.77750683659,1035.5629895094005,9613.879605751572,55051.443759325964,277.50929850326224,531.6028549537117,796.7125360081687,5498.368725427006,23
491.5923621547026,100860.15361960269,979.5998821374777,75182.25926390421,51851.7251255474,189.72119874663463,2926.0661243953623,242.0080560592349,1651.8832188166198,24
605.4805378475952,101677.60553478713,1039.0440695286175,27852.470465973536,53634.954180144596,267.20751108188176,1410.8211639289968,650.3397532168958,4374.012011840694,25
442.0963064174849,101561.3377387424,970.3831087287402,26725.959035568267,60526.82450608688,370.35448115367893,1146.5323917974886,705.1946182629683,5495.169133407526,26
562.7946878713088,101136.49028973987,923.430879968835,16014.63297259453,62483.48895415132,302.9435969323954,1463.8700075012252,341.62366332801616,908.7639757680126,27
446.22553398768537,101674.26922306465,970.929124871659,23242.763244024278,56948.609373088955,335.405104292679,2254.1761464696788,89.6689559903369,3048.8743130535063,28
470.9131157088407,101607.54657470553,922.5252037437298,70948.1339420621,49516.05415477311,409.1181908710847,1604.0919259511618,537.374022305907,3181.0952494072835,29
