Site_ID,Date,Plot_ID ,Basket_ID,Ag_leaves,Rm_leaves,Lr_leaves,Ce_leaves,Rm_stipules,Ag_flower,Rm_flower,Lr_flower,Ce_flower,Ag_propagules,Rm_propagules,Lr_propagules,Ce_propagules,Wood,Miscellaneous,Rm_fruit_embryo,Total_weight
SRS5,2006-08-21,1,7,0.00,7.76,1.20,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.35,0.00,10.83
SRS5,2006-08-21,2,8,0.00,10.57,0.00,0.00,2.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.30,0.00,13.24
SRS5,2006-08-21,1,9,0.00,9.72,0.18,0.00,1.95,0.00,2.25,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.36,0.00,14.79
SRS5,2006-08-21,2,10,0.00,14.71,0.00,0.00,3.23,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.75,0.00,19.00
SRS6,2006-08-21,1,1,2.54,0.00,4.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,1.46,0.00,9.10
SRS6,2006-08-21,2,2,2.90,0.86,1.95,0.00,0.18,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.58,0.00,6.71
SRS6,2006-08-21,1,3,2.34,0.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.81,0.00,5.47
SRS6,2006-08-21,2,4,1.38,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.00,2.73
SRS6,2006-08-21,2,5,2.30,1.33,0.46,0.00,2.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,6.71
SRS6,2006-08-21,2,6,0.36,2.85,7.20,0.00,2.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,13.59
SRS6,2006-08-21,1,7,4.18,1.18,2.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,1.02,0.00,8.77
SRS6,2006-08-21,2,8,0.90,7.35,6.79,0.00,1.11,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.06,1.07,0.00,17.36
SRS6,2006-08-21,1,9,0.06,0.54,0.06,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,1.31
SRS6,2006-08-21,1,10,0.46,1.30,5.84,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,8.91
TS/Ph8,2006-08-22,1,1,0.00,8.34,0.00,0.00,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.42
TS/Ph8,2006-08-22,1,2,0.00,2.48,0.00,5.17,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.30
TS/Ph8,2006-08-22,1,3,0.00,0.96,0.00,0.20,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.34
TS/Ph8,2006-08-22,1,4,0.00,1.04,0.00,0.33,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.47
TS/Ph8,2006-08-22,1,5,0.00,?,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TS/Ph8,2006-08-22,1,6,0.00,1.98,3.89,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,7.07
TS/Ph8,2006-08-22,1,7,0.00,2.52,0.41,0.00,0.65,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,3.72
TS/Ph8,2006-08-22,1,8,0.00,0.70,22.28,0.00,0.57,0.00,0.00,0.19,0.00,0.00,0.00,0.16,0.00,0.23,0.70,0.00,24.83
TS/Ph8,2006-08-22,1,9,0.00,0.00,0.25,0.00,1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.09,0.00,1.71
TS/Ph8,2006-08-22,1,10,0.00,18.47,0.00,0.00,2.05,0.00,2.29,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.36,0.61,24.28
SRS4,2006-09-14,1,1,0.00,1.61,0.60,1.74,0.62,0.00,0.06,0.00,0.37,0.00,0.00,0.00,0.00,2.39,0.72,0.00,8.11
SRS4,2006-09-14,2,2,0.00,1.34,0.23,0.41,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,2.66
SRS4,2006-09-14,1,3,0.00,1.13,0.07,3.08,0.34,0.00,0.08,0.00,0.03,0.00,0.00,0.00,0.00,0.10,0.75,0.00,5.58
SRS4,2006-09-14,2,4,0.00,1.60,0.57,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,1.14,0.00,3.43
SRS4,2006-09-14,1,5,0.00,9.27,0.00,1.65,0.66,0.00,0.10,0.00,0.24,0.00,0.00,0.00,0.00,0.35,0.16,0.00,12.43
SRS4,2006-09-14,2,6,0.00,11.33,0.37,0.14,1.04,0.00,1.27,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.69,0.00,16.84
SRS4,2006-09-14,1,7,0.00,4.33,1.35,0.46,0.65,0.00,0.64,0.00,0.03,0.00,0.00,0.00,0.00,0.27,0.82,0.00,8.55
SRS4,2006-09-14,2,8,0.00,5.54,3.80,0.00,0.83,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.52,0.00,12.49
SRS4,2006-09-14,1,9,0.00,6.14,0.15,0.71,1.29,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.30,1.56,0.00,10.19
SRS4,2006-09-14,2,10,0.00,3.96,0.04,0.16,0.61,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,2.81,0.18,0.00,7.91
SRS5,2006-09-14,1,1,0.00,2.63,0.00,0.00,0.81,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.00,3.65
SRS5,2006-09-14,2,2,0.00,10.60,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,11.50
SRS5,2006-09-14,1,3,0.15,6.53,1.42,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.15,0.64,0.00,12.79
SRS5,2006-09-14,2,4,0.31,3.59,0.39,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.29,0.00,5.89
SRS5,2006-09-14,1,5,0.00,10.46,1.95,0.00,0.71,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.76,0.00,14.62
SRS5,2006-09-14,2,6,0.00,2.77,0.37,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.26,0.00,3.99
SRS5,2006-09-14,1,7,0.00,4.15,0.00,0.00,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,5.63
SRS5,2006-09-14,2,8,0.00,8.64,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,10.19
SRS5,2006-09-14,1,9,0.00,8.54,0.00,0.00,1.75,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.34,0.00,10.99
SRS5,2006-09-14,2,10,0.00,14.64,0.00,0.00,0.72,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.47,0.00,16.46
SRS6,2006-09-14,1,1,1.90,0.36,1.32,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,1.04,0.00,4.76
SRS6,2006-09-14,2,2,3.24,0.24,0.66,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.28,0.00,4.87
SRS6,2006-09-14,1,3,1.90,0.08,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.62,0.00,3.11
SRS6,2006-09-14,2,4,0.95,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.02,0.00,1.46
SRS6,2006-09-14,2,5,1.30,1.79,2.02,0.00,0.77,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,2.45,0.37,0.00,8.71
SRS6,2006-09-14,2,6,0.23,1.20,3.38,0.00,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.24,0.00,6.93
SRS6,2006-09-14,1,7,3.40,0.53,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,1.14,0.00,6.43
SRS6,2006-09-14,2,8,0.53,5.48,1.07,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.58,0.34,0.00,12.30
SRS6,2006-09-14,1,9,0.01,2.35,0.26,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,3.20
SRS6,2006-09-14,1,10,0.18,3.51,1.20,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.10,0.48,0.00,6.16
TS/Ph8,2006-09-14,1,1,0.00,4.38,0.00,0.00,0.52,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.00,5.21
TS/Ph8,2006-09-14,1,2,0.00,1.17,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.31
TS/Ph8,2006-09-14,1,3,0.00,1.65,0.28,1.62,0.24,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.97
TS/Ph8,2006-09-14,1,4,0.00,0.44,0.00,1.70,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.25,0.00,2.46
TS/Ph8,2006-09-14,1,5,0.00,0.74,0.00,0.54,0.06,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.08,0.10,0.00,1.84
TS/Ph8,2006-09-14,1,6,0.00,1.83,2.10,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.15,0.00,4.66
TS/Ph8,2006-09-14,1,7,0.00,2.23,0.00,0.00,0.36,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.19,0.00,3.10
TS/Ph8,2006-09-14,1,8,0.00,1.07,0.00,2.30,0.18,0.00,0.00,0.00,0.00,0.00,1.10,0.45,0.00,4.11,1.78,0.00,10.99
TS/Ph8,2006-09-14,1,9,0.00,6.16,0.00,0.04,0.70,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.09,0.00,7.22
TS/Ph8,2006-09-14,1,10,0.00,8.98,0.00,0.00,0.75,0.00,2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.09,0.00,12.69
SRS4,2006-10-06,1,1,0.00,3.76,0.27,1.71,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,1.21,0.18,0.00,7.87
SRS4,2006-10-06,2,2,0.00,4.12,0.82,0.00,0.47,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.05,0.00,6.30
SRS4,2006-10-06,1,3,0.00,2.12,0.14,4.45,0.21,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.11,0.50,0.00,7.58
SRS4,2006-10-06,2,4,0.00,0.00,0.00,0.11,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,1.33,0.00,3.07
SRS4,2006-10-06,1,5,0.00,8.08,0.00,2.63,0.62,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.12,2.47,0.42,0.00,14.37
SRS4,2006-10-06,2,6,0.00,8.25,0.28,0.00,1.20,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.08,0.00,10.95
SRS4,2006-10-06,1,7,0.00,5.16,0.79,1.30,0.49,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,8.86
SRS4,2006-10-06,2,8,0.00,5.83,1.04,0.00,0.79,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,8.31
SRS4,2006-10-06,1,9,0.00,11.53,0.05,0.04,1.26,0.00,0.08,0.00,0.07,0.00,0.00,0.17,0.00,0.15,9.70,0.00,23.05
SRS4,2006-10-06,2,10,0.00,3.06,0.00,0.00,0.31,0.00,0.09,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.69,0.00,4.42
SRS5,2006-10-08,1,1,0.00,2.74,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,3.48
SRS5,2006-10-08,2,2,0.00,12.30,0.00,0.00,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,13.71
SRS5,2006-10-08,1,3,0.00,4.81,2.54,0.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.37,0.18,0.00,8.92
SRS5,2006-10-08,2,4,0.10,4.05,0.45,0.00,1.24,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.22,0.00,6.26
SRS5,2006-10-08,1,5,0.00,7.53,2.37,0.00,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,11.40
SRS5,2006-10-08,2,6,0.03,1.88,0.92,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,3.21
SRS5,2006-10-08,1,7,0.00,4.25,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,6.00
SRS5,2006-10-08,2,8,0.00,6.67,0.00,0.00,2.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.92
SRS5,2006-10-08,1,9,0.00,2.77,0.00,0.00,1.54,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,4.81
SRS5,2006-10-08,2,10,0.00,16.65,0.00,0.00,2.53,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,19.78
SRS6,2006-10-09,1,1,4.61,1.67,4.47,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,12.14
SRS6,2006-10-09,2,2,4.26,1.26,1.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.20,0.00,7.58
SRS6,2006-10-09,1,3,3.28,0.00,2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.77,0.00,6.15
SRS6,2006-10-09,2,4,2.32,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,4.59
SRS6,2006-10-09,2,5,1.43,3.27,0.50,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,6.34
SRS6,2006-10-09,2,6,0.52,4.47,4.00,0.00,1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,10.81
SRS6,2006-10-09,1,7,10.63,0.67,2.65,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.05,0.00,0.00,1.57,0.00,15.63
SRS6,2006-10-09,2,8,1.29,1.22,3.48,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,6.87
SRS6,2006-10-09,1,9,0.00,0.64,0.12,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.32,0.00,3.55
SRS6,2006-10-09,1,10,0.72,4.90,2.93,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.60,0.00,10.01
TS/Ph8,2006-10-01,1,1,0.00,4.88,0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,5.78
TS/Ph8,2006-10-01,1,2,0.00,0.00,0.00,0.03,0.12,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.10,0.00,0.29
TS/Ph8,2006-10-01,1,3,0.00,3.89,0.00,1.93,0.33,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.54,0.00,6.84
TS/Ph8,2006-10-01,1,4,0.00,1.11,0.00,1.25,0.15,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.89
TS/Ph8,2006-10-01,1,5,0.00,0.00,0.00,0.57,0.06,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73
TS/Ph8,2006-10-01,1,6,0.00,1.24,0.43,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,2.32
TS/Ph8,2006-10-01,1,7,0.00,0.07,0.07,0.06,0.45,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.13,0.00,1.10
TS/Ph8,2006-10-01,1,8,0.00,7.85,4.12,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.45,0.14,0.00,14.15
TS/Ph8,2006-10-01,1,9,0.00,6.72,0.00,0.00,0.55,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.34,0.00,7.82
TS/Ph8,2006-10-01,1,10,0.00,8.88,0.00,0.00,0.80,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.34,0.00,12.02
SRS4,2006-11-20,1,1,0.00,3.57,0.93,0.33,0.51,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.03,0.37,0.81,0.00,6.59
SRS4,2006-11-20,2,2,0.00,9.37,0.13,0.03,0.55,0.00,0.05,0.00,0.00,0.00,0.00,0.05,0.00,0.10,1.81,0.00,12.09
SRS4,2006-11-20,1,3,0.00,5.97,0.53,3.88,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.45,0.00,11.36
SRS4,2006-11-20,2,4,0.00,6.02,0.00,0.05,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,2.33,0.00,8.86
SRS4,2006-11-20,1,5,0.00,14.50,0.00,2.79,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.15,2.64,0.00,21.17
SRS4,2006-11-20,2,6,0.00,11.76,0.07,0.60,1.86,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.39,2.24,0.74,18.03
SRS4,2006-11-20,1,7,0.00,7.37,1.91,0.60,0.63,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.40,1.23,0.87,13.14
SRS4,2006-11-20,2,8,0.00,10.10,0.86,0.22,1.21,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,6.26,1.51,0.00,20.33
SRS4,2006-11-20,1,9,0.00,9.79,0.00,0.91,1.71,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.80,0.00,13.58
SRS4,2006-11-20,2,10,0.00,6.33,0.00,0.02,0.45,0.00,0.02,0.00,0.00,0.00,0.00,0.08,0.00,3.74,0.56,0.00,11.20
SRS5,2006-11-20,1,1,0.00,5.27,0.00,0.00,2.07,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,1.65,0.00,9.09
SRS5,2006-11-20,2,2,0.00,7.94,0.00,0.00,1.60,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,10.23
SRS5,2006-11-20,1,3,0.02,2.50,2.53,0.00,1.63,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.54,1.79,0.00,9.32
SRS5,2006-11-20,2,4,0.00,11.24,1.41,0.00,1.28,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.53,0.00,15.14
SRS5,2006-11-20,1,5,0.00,10.28,1.68,0.00,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,2.00,0.00,15.56
SRS5,2006-11-20,2,6,0.00,3.28,0.15,0.00,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.60,0.00,5.09
SRS5,2006-11-20,1,7,0.00,5.87,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,7.26
SRS5,2006-11-20,2,8,0.00,7.16,0.00,0.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,10.58
SRS5,2006-11-20,1,9,0.00,6.09,0.00,0.00,1.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.84,0.00,8.13
SRS5,2006-11-20,2,10,0.00,12.33,0.00,0.00,2.07,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.49,0.00,16.01
SRS6,2006-11-20,1,1,6.88,2.26,3.37,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,1.51,0.00,14.49
SRS6,2006-11-20,2,2,4.73,0.48,0.20,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.04,0.00,5.86
SRS6,2006-11-20,1,3,6.57,0.04,0.63,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,7.80
SRS6,2006-11-20,2,4,3.37,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,3.68
SRS6,2006-11-20,2,5,5.28,2.87,0.18,0.00,1.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,10.97
SRS6,2006-11-20,2,6,0.33,3.28,1.91,0.00,1.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.79,0.00,8.24
SRS6,2006-11-20,1,7,12.85,0.08,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,3.14,0.00,17.57
SRS6,2006-11-20,2,8,1.81,10.66,3.12,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.97,0.00,17.45
SRS6,2006-11-20,1,9,0.78,0.85,0.05,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.21,0.00,2.44
SRS6,2006-11-20,1,10,0.28,6.49,2.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,1.62,0.00,11.88
TS/Ph8,2006-11-20,2,1,0.00,11.03,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,11.99
TS/Ph8,2006-11-20,2,2,0.00,3.90,0.00,0.23,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.65
TS/Ph8,2006-11-20,1,3,0.00,4.59,0.00,5.83,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.37,0.00,0.00,11.43
TS/Ph8,2006-11-20,2,4,0.00,0.78,0.00,8.57,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.02,0.00,9.42
TS/Ph8,2006-11-20,1,5,0.00,4.61,0.00,2.14,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,6.94
TS/Ph8,2006-11-20,2,6,0.00,6.77,0.67,0.03,0.76,0.00,0.71,0.00,0.00,0.00,0.00,0.44,0.00,0.16,0.13,0.00,9.67
TS/Ph8,2006-11-20,1,7,0.00,7.15,0.00,0.05,0.87,0.00,0.17,0.00,0.00,0.00,8.22,0.00,0.00,0.59,0.50,0.00,17.55
TS/Ph8,2006-11-20,2,8,0.00,5.66,5.73,0.00,0.56,0.00,0.00,0.00,0.00,0.00,2.14,7.73,0.00,3.54,2.44,0.00,27.80
TS/Ph8,2006-11-20,1,9,0.00,14.94,0.08,0.36,0.69,0.00,0.11,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.21,0.00,16.43
TS/Ph8,2006-11-20,1,10,0.00,19.65,0.00,0.26,0.77,0.00,1.13,0.00,0.00,0.00,2.84,0.07,0.00,0.86,0.26,0.00,25.84
SRS4,2006-12-11,1,1,0.00,0.19,0.00,0.32,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.31,0.00,0.95
SRS4,2006-12-11,2,2,0.00,1.82,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,1.54,0.00,3.49
SRS4,2006-12-11,1,3,0.00,0.62,0.00,3.85,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.82,0.00,5.53
SRS4,2006-12-11,2,4,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.52,0.00,0.70
SRS4,2006-12-11,1,5,0.00,3.33,0.00,1.33,0.14,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.02,1.22,0.00,6.06
SRS4,2006-12-11,2,6,0.00,0.47,0.15,0.00,0.81,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.12,1.93,0.00,3.68
SRS4,2006-12-11,1,7,0.00,0.99,0.68,0.11,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,1.15,1.26,4.70
SRS4,2006-12-11,2,8,0.00,2.82,0.25,0.00,0.32,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.45,0.00,5.06
SRS4,2006-12-11,1,9,0.00,4.23,0.00,0.07,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.14,0.00,5.69
SRS4,2006-12-11,2,10,0.00,2.10,0.03,0.00,0.41,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.55,0.00,3.57
SRS5,2006-12-11,1,1,0.00,2.61,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.87,0.00,4.20
SRS5,2006-12-11,2,2,0.00,1.43,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.40,0.00,2.17
SRS5,2006-12-11,1,3,0.00,1.01,1.17,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.47,0.00,3.08
SRS5,2006-12-11,2,4,0.00,1.18,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.61,0.27,0.00,10.30
SRS5,2006-12-11,1,5,0.00,3.05,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,3.75
SRS5,2006-12-11,2,6,0.00,1.48,0.05,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,1.85
SRS5,2006-12-11,1,7,0.00,1.61,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.38,0.00,2.23
SRS5,2006-12-11,2,8,0.00,4.24,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.57,0.00,5.15
SRS5,2006-12-11,1,9,0.00,2.35,0.00,0.00,0.46,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.24,0.00,3.39
