"soil.burial","soil.carbon.density","emergent.biomass","scrub.shrub.biomass","forested.biomass","estuarine.methane","palustrine.methane","estuarine.methane.sgwp","palustrine.methane.sgwp"
384.512778696403,100984.925944043,574.916677003466,4659.12610100967,35164.094459022,422.730565858516,988.767694688495,421.276697759066,1448.36051629533
379.540611759669,101288.589168992,574.486683753624,2224.03779718597,43560.7350149388,289.379900776989,341.335944228588,681.700045069525,1089.90094234068
428.944818483914,101111.984304757,567.224849433037,2398.34589209739,38326.1174142566,464.963552026037,415.966250530037,338.664224263292,802.291159132494
391.48067904541,99795.5273618822,573.149345917618,1765.65016857846,45971.6547548757,270.119847729789,540.239543181496,469.88766906083,497.067261345344
419.377214580401,101565.088464123,565.354216984056,2448.15695520824,32801.4343964103,225.987653177586,341.303104225676,399.383467056787,1046.0045341084
378.455859298685,100312.57692751,580.282110110224,2144.4190469987,35966.6310595503,336.254407286386,855.248955125391,235.288679864486,1299.39698121455
380.002857755072,100761.552797921,560.142206434805,5250.45751699325,38991.0720791182,409.620814123828,480.112950907344,374.596411513244,609.559648246945
367.485682134861,100683.958464433,579.704448628991,2745.02260532251,33606.1330834776,285.728884514365,264.948782031014,470.488219031707,545.132827136155
455.756618943087,101422.752279709,600.734266712523,3130.21711465418,37891.6283786753,325.728871146046,613.517449449747,531.154580504171,1032.99807110486
394.806849811561,101713.960122471,592.039198329904,2897.87774519603,43914.3665547782,358.310308010235,456.453559202353,393.962822056878,914.074640773362
447.556921932176,102059.890713681,578.174542310181,3586.91260489987,39493.859773283,164.328928573372,477.989478687115,741.932695268167,713.998207086923
393.578345518915,102303.96591015,591.133573404927,2335.48792918792,42764.8764663417,284.33020531648,597.108153973549,927.887953921913,950.429805626252
427.67428346029,101722.025406511,586.108377478708,2548.07537817191,39525.069552737,338.998470744714,570.465146985815,507.498055136525,508.352045508337
398.95403998026,101443.025428404,585.515764377172,3172.40014596819,41397.9638205596,300.767432590753,615.166087087414,622.119786552,870.700322347774
345.012940582232,101132.620773752,561.625327153256,2713.69832954721,42117.3507704027,366.542475706727,656.593167323809,408.94107603584,501.502977586539
418.562530833568,101410.589896295,572.181396695646,1116.79854782947,40780.0386106478,147.54004579721,625.999790098867,430.143241538176,953.698580607018
361.65132866352,100994.75841406,558.300775864974,7809.50718724713,35980.4097167603,375.605892615906,517.013488093575,796.855351541888,1051.63504611766
346.57398112383,101160.080907305,584.019804180037,3249.04841069737,40485.8610703813,117.114775614281,246.41285724867,461.853288568326,915.707214039816
414.988409647603,101533.089303113,572.667120969884,3074.85957882828,39482.7616932457,178.360220854317,542.281090064491,636.36695531862,1015.33177789474
353.983259967191,101422.014806465,599.191365251269,9980.2135392859,37231.9992256848,197.821632303438,258.19617523238,285.271810702897,1143.64653612754
449.849357386168,101049.469169239,586.538465516013,2974.32803976196,43179.0483756571,316.703695634858,386.587798517989,329.498655668675,1252.55922651582
403.016401376802,101192.097365921,581.087999650819,2062.94246489194,37385.8431750383,209.383080834666,766.921571000894,356.811927918108,693.462172157132
352.90202359139,100808.982139607,580.006815346353,2625.57413992882,42039.9349735526,425.031143738124,376.404282309018,272.75917451315,400.465978169992
409.985529811936,101328.30916152,574.134302957787,3653.29620728318,34005.5055655499,329.86942909056,402.023447547925,438.930035608846,729.484917295609
403.618999017014,100883.733121032,564.342906970362,5790.95413226653,33295.6541265701,247.415500520138,414.86682821082,474.439421897659,1393.15622517758
405.86045785525,101413.740507628,578.314099908679,3263.33553687613,36813.0017087382,307.887968148636,445.476096858686,450.43129716872,1182.15249011705
382.340223917245,101140.850621959,561.06804876197,6358.17381558972,39871.6998593543,278.394240514476,790.892308795254,437.859739475812,785.242184805869
371.510154788019,102050.734085774,585.074336197368,5132.00101199818,37688.5770551606,216.76924508081,401.069130522746,668.318724065225,889.608512562889
419.607212535977,100839.742810912,569.358207352039,4821.59514616537,38791.6800068163,273.557657964557,936.347905757708,234.109631058013,1355.52737703568
431.143182342594,101113.123996399,570.717166193997,2686.91906595379,40163.6983957267,323.190500346146,510.947694351002,425.869928539701,1029.47023749055
431.944146278877,100655.241623945,576.702395968598,2043.49233117145,34868.3384441643,430.266307601302,293.129240764221,280.196101242798,422.63562351763
424.702431955123,101208.776013596,566.000435157718,4138.68022664676,39794.5791242714,327.895929506817,545.063979565358,420.846378828888,503.99592484189
422.047904125517,100525.308821005,598.464167997477,5525.5487003116,37474.7867793625,508.867154685132,340.003009105694,548.680872760076,664.426281174869
438.956908383248,102425.916398036,560.217778836546,4601.83219769218,41332.3384610672,225.850452478295,670.073255984467,352.049329907529,310.548090902881
390.485175209308,100998.169218194,581.77420999744,4364.82426122291,34667.1046753544,189.890633903315,613.178111573281,741.1210595062,701.877818598718
385.153564295336,101574.903249013,559.876139964812,3047.23682750258,38061.5176394181,408.208052553419,456.679726830309,470.990970239535,269.972821302149
375.845348073177,101464.817921996,564.765286967788,4588.36080442621,35568.3170674263,457.729116453271,487.259836442603,414.027744160366,918.819499278062
382.401530670629,101368.502742008,567.778644670306,7509.31470674989,42700.7809829699,432.619546820883,505.297047765109,580.410933034468,1071.31586188516
401.023528820926,100988.648739133,554.377209292196,4019.90678212538,39005.6619227962,340.557657091433,880.085437428613,718.796620012491,1173.05971591331
442.687601880037,100766.747329837,566.019402117425,3139.59525080103,40574.9817750768,167.525326038469,283.664776260633,163.132667052044,578.868122989976
405.630783274702,101477.021042013,578.729113859653,1639.86739976505,41526.0298204403,351.806392513895,280.451654860713,677.929392413861,1172.95992669616
373.067907260925,101293.429532381,584.335865177161,2649.90570455177,39359.1322419342,307.729954576792,345.19712693055,457.496948775887,631.871009752807
341.680833956209,100800.228161906,570.015945999486,3613.69325827316,40505.0948425966,252.101123845373,257.929904689091,564.775411786858,559.307589043442
333.224559670451,101325.583426151,590.042148767173,4170.60805707505,42556.1310864367,341.338087888693,788.485091357173,415.153780807109,650.707699342991
424.303520051047,101905.657381157,603.114015037012,2343.21459907371,41097.7218336158,303.053833012898,324.026990864155,554.228423410162,579.471692071152
