"CM000_010","CM010_020","CM020_030","CM030_040","CM040_050","CM050_060","CM060_070","CM070_080","CM080_090","CM090_100","CM100_110","CM110_120","CM120_130","CM130_140","CM140_150","CM150_160","CM160_170","CM170_180","CM180_190","CM190_200"
10193.5433321225,10085.7163602839,9941.45510162691,10083.7393223218,9728.6028474854,9978.38260950366,9119.50659046927,9177.10351048558,8821.98171544627,9235.17811968768,10091.2099935082,10474.1619220017,10209.3050074199,9837.61991296277,9855.73190731948,10248.8912530845,10257.2691198698,9800.65139223248,9442.40142568356,9924.34047589302
10164.7348615843,10019.7807050163,10042.9164802063,10108.0463241834,9528.17939130236,9861.09353196833,9145.34698756493,9237.04208377491,9023.61965995027,9372.46193491676,10563.53232182,10724.0639995879,10393.1421189534,10016.4658522619,10129.4292140452,11140.7760394855,10965.4558733289,10298.8686916205,9693.67837868979,10123.5891197964
10345.4296463949,10123.1366504268,10242.3770533341,10076.1855187193,9652.32838031066,10041.7861868631,9259.2868615646,9351.76699438713,8985.03243567063,9227.00474587827,9836.32235903287,9973.16097997252,10133.3196844071,9787.2873297375,9864.56599383474,10582.3874132899,10654.6401692907,10416.8166006627,9947.09486835716,9671.19758939919
10174.1581917066,10042.525457221,9933.54364358712,9916.7668801823,9490.49880977571,9982.14132005331,9345.4158023078,9280.88067621012,8913.00149295836,9264.39140444788,10375.9575381799,10325.1814277936,10413.9710839259,9909.13377114555,10004.2919443253,11821.0556584305,11661.1972624459,10845.9566718919,9950.23935521816,9846.17751597738
10327.7345628317,10023.9139957997,9969.0554566158,9960.22478744345,9533.08617805117,9834.42602969788,8881.24055391721,9000.79060597832,8872.14713258313,9044.35915668785,9903.70415107179,9879.18449270716,9847.45196072332,9519.52301206459,9741.2727898601,10150.340477321,10114.2177226311,9818.76777639375,9321.87004547595,8825.41262521774
10157.5223424056,9978.98345967713,9762.23731579891,9858.52703181904,9492.59564311504,9757.59388484903,8964.26650821812,9189.76913240286,9093.25014870033,9427.0494365572,10492.3000122637,10519.3967998366,10559.6361803904,10021.8980885013,10218.4787487252,11010.8437416327,10880.9971981954,10745.2626774056,10200.017086981,10302.3879679092
10179.3050210336,9949.68488394393,9778.57318251588,10130.0193027202,9769.80078898008,9911.73843501006,9035.96277550683,9158.46140214392,8783.93936935156,8971.35221119178,9721.48922948626,9864.61159839179,10050.4609760305,9682.27825357233,9944.90007918102,10836.6332445618,10777.9905592299,10277.5250966074,9791.78842978185,9726.83945549321
10161.1599435504,10103.3375952985,9860.09336254863,10020.7302065571,9661.07799435626,10015.5353000327,9310.63304966551,9346.69582968072,9000.87265845497,9274.92444608922,10507.3547923779,10389.6672405447,10430.0145123635,9743.32121424842,9980.96601025973,10993.7649815112,10843.1188613302,10415.8990698141,10069.088233924,9870.49783626132
10395.1673807894,10165.657888103,10042.4192930934,10130.260609589,9819.52193844141,9868.37705127039,8925.92691876488,9257.05609461784,8723.16643571382,8985.58555652866,10144.43634793,10392.8575154829,10204.1667740066,10207.0930784458,10070.8301150692,11317.8685848853,11229.3573704196,10856.7829852242,10255.5674343275,9874.03244168019
10293.3899506942,10008.78314899,9890.93435858365,9873.26198036153,9434.73186688983,9942.55280110667,8840.80874180321,9023.33587426047,8636.01035753659,8886.69380808119,9631.40116551519,9910.47752876247,9552.21689057881,9451.86198447425,9574.27355273587,11013.3668562952,11065.5619850346,10335.9279119139,9551.48928716142,9223.10723744261
10366.4755548355,10053.6979788253,9952.44177637735,10166.1666094034,9737.57279196602,9986.55862293348,9178.1567567445,9114.03267298759,9088.63165022146,9304.39835109654,10614.4588746114,10623.3515810364,10947.8696128464,10643.5609824128,10890.8912566512,11237.2991268792,11136.8861669753,10798.37151533,10323.2304263578,9641.57266147781
10370.1077554534,10015.078298016,9970.2526986969,9974.27983478258,9512.05454021392,9680.89726644521,8884.01592700895,9112.59971421507,8876.17778878041,9089.77058709202,9710.08149371773,10190.238555453,9891.99928664934,9768.41072835876,9794.69116461093,10958.8854502394,10729.2615205395,10681.6988422741,10106.9657821292,9784.87847125212
10131.4312218491,9809.3246664636,9612.41441463006,9930.72882414378,9485.10348557545,9859.90640515938,9043.1734087435,9058.11075100787,8654.55636677261,9053.36072644078,9929.71947029098,10016.4978055587,10076.027802648,10190.3076993484,10297.6272548736,11246.634484405,11435.0611134342,11019.4204364724,10827.7674712153,10481.9339918338
10211.410687793,9910.65564958912,9713.03220417906,10163.2495654917,9781.32673486234,10061.9739514499,9188.33772922634,9271.16594778412,9027.44611123254,9392.89783534689,10939.8564825863,11061.8042661845,11442.2982373719,10821.41702606,11227.7882705821,11018.4895239368,10888.5825557188,10912.8487743507,10798.4015280056,10331.8886130471
10306.7084794041,10098.7647627779,9959.93456998384,10410.3327571178,9938.87494750158,9993.36024029998,9598.94060216163,9785.92732445056,9568.87899299312,9766.91980446745,10849.6017411613,10918.8526514455,10896.6636593515,10441.21720556,10442.972851031,10895.1865229018,10822.8043857328,10418.8755748405,9933.28982747694,9854.82713860129
10540.8786008896,10118.0753146299,10091.7489263073,10095.3118979429,9610.51426300484,9743.84703498958,8763.40509367319,8947.60922801242,8832.40057767702,9029.17658165969,10110.8716633551,10100.1661869574,10128.1900728876,9530.17489413058,9817.73960695701,9701.11588865746,9623.6572499507,9346.25419518572,9069.95810201295,8937.34050596294
10190.5496484551,10094.9033906816,10034.2683921425,9975.13541873146,9594.79423290805,9755.23882417257,8978.94152270553,9123.73772532971,8978.38069646051,9246.51586674023,10767.103499551,11016.2177112166,10649.6383938525,10201.0541263555,10321.6087498213,11558.0937621254,11510.0578908692,10723.5885495732,9968.23649383633,9750.59306277369
10109.4472599351,9730.29605507165,9754.92925520646,9744.86794937484,9316.54704029955,9529.31149201937,8684.83929667729,8886.81005275504,8396.05484722852,8581.48517000044,9491.89421388196,9949.75282977883,9736.91656605799,9562.5374909454,9635.31628682911,10858.1004771362,10918.7954065625,10235.5030246223,9798.07373039215,9822.72472168727
10437.7915317862,10075.1591973244,10209.0189868521,10165.5682663024,9819.65248583244,10019.1990496738,8773.46866382825,8858.45648299689,8698.29445339223,8969.44646537531,10164.8403811843,10144.2111801999,10482.2095118574,10341.7864585991,10388.7097634541,10626.5712011899,10504.1782816907,10640.4372058857,10229.0475748914,9802.51008921955
10179.1131735823,9978.31700328049,9851.06473189302,10165.7519950423,10075.1165144209,10243.5915460402,9632.27875467267,9790.72971866833,9528.19886466317,9877.0446145961,10889.6548022707,11277.1704288907,10852.5410309107,10398.2622137712,10395.309077534,11921.9018727239,11963.1988964393,11315.3455408981,10546.0722133896,10291.3470780354
10251.675582125,9975.10708684389,9959.37706933673,10214.7218433326,9610.00000505728,9956.36111061507,9429.02940051279,9451.27640721873,9144.3464738462,9467.69016174453,10171.0137995442,10182.9936375625,10243.2835235057,10150.5426615948,10233.6906170985,11464.506634465,11463.7501925942,10831.6527993537,9955.49190902503,10028.4908440886
10198.8604142437,10059.8166523985,9957.70396437695,9989.66941470162,9750.42122064199,9883.27589512748,8879.80758906984,8984.9543734235,8644.46060461789,8856.91892576618,9890.60475988011,10303.8720858146,9847.71654076062,10061.5879200589,9978.07743069861,11186.1261504355,11199.0469496083,10978.7486976987,10413.0400177981,10064.6458788318
10328.9188465881,10162.9947732495,9936.43260048517,9721.48076768536,9241.11112013454,9640.30634486582,9071.83848345992,9139.44878703871,8853.51612552132,9197.65313966327,9992.54705981268,10076.565653625,10401.9153079999,10087.2081900822,10322.0718834569,11460.0876719342,11522.3757050205,10653.8446692463,10235.0163798446,9660.84287263045
10238.4547250034,9874.91829014441,9868.94747015076,9967.8644210827,9371.80951895184,9895.96403132614,9518.68169052567,9650.60959301005,9250.29881282677,9499.32715388781,10663.8764212867,10773.269702329,10694.7902758426,10262.4263411356,10436.6540834976,11105.9768705678,11060.7110276526,10667.9049027823,10674.026766111,10193.9287380383
10295.4025577805,10083.1579209888,10113.8298840283,10115.2399622841,9584.28808895122,9611.55427338921,8643.15015332025,8847.94319320124,8523.59813816552,8742.54712039064,9753.79426135823,9893.72220652113,9753.98275697452,9365.16794492904,9483.64404017346,10812.9237407842,10832.8147095386,10486.5548245287,9938.49639091457,9423.57932937991
10212.6508736839,9920.48790401151,9911.30007491661,10043.3959460997,9598.34820299845,10113.9466910287,9042.6759059542,9155.12352965057,8779.56950236078,9178.06556847246,9796.10064579236,9745.34577816449,9924.86141421706,9773.78447778029,9957.15915321253,10220.8697867346,10020.4271974702,10016.6085759122,9906.62792694479,9536.17671629738
10409.1090542268,10190.6862529636,10118.138095054,9959.02868836189,9647.99864738859,10070.532583488,9162.94594795885,9236.92354227837,8817.33854283818,9094.7892243032,10062.6613044684,9969.47273973052,10062.8895735088,9527.7269754277,9945.36751312046,10686.0623414613,10747.4694017718,10390.0046496111,10094.0637470886,9577.67121707002
9887.16508231298,9709.18527612406,9725.65560022447,9885.40900555092,9517.13223076546,9709.1703798274,8798.26408316232,8861.78301152353,8755.71778902616,8995.8415031875,10237.723251496,10248.1943315823,10092.7397064114,9575.68876474092,9823.78178255529,11423.5012295775,11347.2904992985,11027.650388452,10348.81709729,10048.7284121318
10179.2775163842,10192.4052113186,10181.1834934912,10282.9323009458,9721.54868324953,10033.9310107491,8936.23751854621,8923.28579298364,8607.58308569688,8894.55902646959,9850.63065232349,9893.88238703452,10103.4401152403,10214.9162166122,10410.4407136692,10460.7510942073,10560.1369334747,10332.7219660178,10424.3722440161,9994.0476631205
10201.6867997505,9957.22540132564,9853.5687015175,9906.31830252953,9387.68687477156,9901.07243769791,9022.97345167112,9065.74757775534,8615.25849058289,8951.76039737182,9776.20756016482,9954.38216633032,9768.0819129791,9568.69175547706,9675.08121585994,10056.3569134021,9803.38099237993,10053.575588055,9724.62876751169,8860.60998965348
10224.2111305615,10027.0016635417,10023.6069244601,10346.9494067274,9895.35017643709,10260.1171968344,9638.48287810841,9763.89958375724,9375.12455109624,9664.62471697006,10344.7069385786,10345.6091985317,10608.8041199758,10567.3396854232,10796.5041645008,10888.6815870819,10841.3016007957,10793.1336330867,10676.9157973575,10827.5166487453
10244.7490767635,10102.6158784562,9979.91466641217,9944.04462381881,9476.74832764814,9662.52540074317,8864.97917834157,8844.78579013678,8511.08161141144,8690.10330105035,10448.9190995873,10481.9558342324,10338.3976519073,9969.2590396761,10118.3338773658,11277.772733575,11016.780356025,10427.7513489395,9452.41927195258,9144.33282046454
10299.2718009111,10149.6775160157,10186.3769086401,10296.1951438834,9586.75029980256,9641.94412717925,8883.98584513681,8904.53978798102,8807.45792938723,9069.86083103212,10009.6199007269,10065.9287115984,10109.5681881781,9751.2670325582,9712.0521990904,10733.3531219716,10739.4727092818,10279.124510521,9415.57191361249,9258.04680828076
10189.1886928819,9966.56575633525,9893.66000637962,10034.016977565,9631.37273750332,9913.85675291681,8912.03768976726,8856.40086447268,8393.92592404523,8558.58723910125,9473.71084696708,9399.71552773073,9788.8114717013,9511.80787586221,9613.18867467547,10669.3629894253,10854.3584092099,10152.5166720103,9814.53646995044,9674.16748151997
10176.8218480003,9962.04147324902,9789.52449565583,9946.24959761358,9462.71678231014,9691.44535797127,8825.89367533315,8986.95793499194,8995.14888794462,9151.22209983767,10488.0945240815,10908.6765235956,10479.432503276,10516.0887481483,10429.1823985511,11083.0406176073,10841.6842806455,10478.0120596707,9661.26892676781,9632.97607600021
10227.2817596618,9950.85514263835,9979.06501445841,10224.209702387,9542.65951946906,9599.7607551426,8974.15493423455,9230.33462829948,8989.78814561303,9343.30591192267,9848.66876249284,9778.14519739204,9928.7493663655,9434.02018234596,9644.50481344847,10770.2887021705,10916.2130980048,10359.0425496626,9896.45868356532,9521.18118540723
10314.0807239566,10077.1801177011,10023.7399712227,10127.337083106,9702.53583100406,9752.42119001048,9348.09264408702,9184.02644697226,8946.77299197519,9110.62333752082,9489.18491468925,9696.75482139017,9743.8342737945,9342.77378503343,9431.71361846986,10627.3242559825,10410.4254591967,9947.76990262739,9253.69350982285,8851.71281669575
9874.82697866376,9742.28061621681,9674.868098122,9780.90275372752,9500.94940654552,9632.20907053576,8723.97183578738,8742.99679416031,8431.35288705446,8745.70015643232,9438.93521844645,9669.19430868892,9546.59544090744,9231.34103162239,9438.2913039522,10244.682248008,10101.3777971857,9713.71397193105,9141.63732774547,9051.85650271039
10358.5274086093,10103.9915308074,10164.8639864356,10176.6975028542,9789.37920473841,10078.024738807,9283.3965097237,9243.15073491881,8898.4211867789,9148.28164494637,10034.9419217664,10205.9715497764,10022.5335919534,9486.9839118554,9715.27696584362,10679.6710757511,10394.1739350672,9757.28469592103,9298.84325468125,8979.30170746675
10248.3358703331,10013.6224021369,9881.66131213241,9900.09494494849,9310.73389257535,10046.8139833843,9244.39601654268,9266.94223974958,9140.90913988187,9477.92252136157,10333.3220449739,10439.7904985326,10295.4420765029,9982.88582450938,10106.0264979381,11138.6490472971,11093.5593474866,10477.6445206376,9789.68891963007,9899.28656099637
10173.1499320517,10034.5576076101,10112.1495753434,10277.5767879872,10072.478704062,10063.4664834865,9302.9049160114,9471.46079965667,9422.06046887192,9685.27611461787,10383.8854257895,10252.6289679231,10208.060152236,10019.6936399989,10259.9053188835,11781.6269706941,11702.2532209826,11464.3351460274,10992.9818969029,10821.3116586081
10112.7130126685,9960.43108232235,9886.23244777551,10109.5256770628,9543.86127604763,9492.14036218129,8730.86921826068,8890.63422833642,8592.70469028558,8850.59552357755,9615.43597762037,9612.04159827042,9577.52952491381,9259.74325150347,9406.00008852209,10915.3588545284,10852.9662993079,10604.3024779282,9991.52402613969,9504.99283936542
10251.7161480213,9892.78500599967,10020.515706501,10041.2406544108,9436.61492656278,9919.07817608913,9214.68696183639,9170.72545747528,9052.31787434644,9351.24447530347,10555.3192187761,10696.58969469,10351.9937138691,9990.68175275207,9996.48361796873,10598.1028430637,10590.5330809346,9959.29992760996,9760.21388254708,9391.15581722656
10329.7279247517,10228.7547753238,10203.6145254701,10164.66796678,9830.9090987928,10063.810299028,9351.51774054051,9490.70775309446,9436.96477825906,9758.56917242954,10304.1556267217,10417.4851881282,10168.5088528158,9742.6998512127,9824.28568044753,10699.3849554683,10641.5499414288,10147.4914050776,9910.51794870534,9531.99418540413
10341.969647315,10112.9923572375,10111.0596872492,10151.7935824963,9690.55903370539,9937.06450867525,8934.34455618674,9031.55144052292,8758.17541380152,9011.48001815205,10329.6559341558,10118.6894984999,10263.6967666032,9773.58703945658,9987.38847339487,10593.9274374814,10570.2939242295,9846.09481572813,9279.90086447866,9334.99344621502
10258.6148308071,9964.31984778829,9804.98934863523,10025.4758864483,9636.5583482807,9974.78226964449,9195.91171293342,9460.48963886239,9130.21046684349,9549.75361825875,10646.0880046512,10648.2349102883,10700.6474926428,10598.9348375932,10783.474323195,9970.10706504708,9922.16915154045,10173.7349516257,9735.11843531815,9800.02325099975
10140.5670315141,10007.9401498667,10066.0832002469,10116.68510167,9555.37672970442,9701.7503840144,9087.99139794223,9159.12395352952,8629.2095829434,9090.71127837869,9667.37173316042,9838.98715723371,9945.97645780284,9463.1014120919,9815.25296114895,11124.9423078049,10896.8074170485,10441.4797496685,10123.7757906111,9866.17798081684
10049.8184781166,10115.0031369255,10066.8727540059,9997.9609601529,9520.19976761447,9846.14008365333,9056.58962635177,9224.03228643888,8909.2395078904,9252.84140157258,10054.2328547049,10184.1173019278,10084.5779282444,9966.44555421602,9938.67020487054,10658.3955936326,10461.4761536671,10659.0594304832,10506.8770992184,9945.85094362859
10077.7104821083,9877.04012199473,9849.65243136717,9779.65539023685,9413.882090195,9638.77470054861,8724.91320363685,8866.61571341151,8530.57638198715,8946.74520336498,9988.54479143458,10251.3778727755,10020.308553545,9985.95184642571,10109.9634255699,10885.6414700597,10605.3220688982,10494.8921735706,10030.4386615543,9604.77532039233
10300.4925130776,10029.5856349808,9698.80133980617,9977.33032055323,9443.33705374834,9763.16001823133,8821.36152422515,8914.52746392655,8523.56138750522,8878.43066011439,9463.03535130763,9498.81584897969,9723.39966843269,9623.26881769594,9784.0865770276,10970.2671821142,11104.4712432961,10631.8832648438,10425.1644614098,9901.5959810302
10011.6470809804,9929.1506980151,10001.4414441357,10234.4746777536,9877.11851195278,10103.3684027795,9230.21639189083,9073.61491809474,8991.10548863672,9197.15794298506,10489.9084815157,10544.6889677577,10540.5276988015,10037.1476289123,10315.9919153617,11887.9961822134,11965.5139582568,11193.4908540892,10658.45567214,10794.2647825444
10122.0875929489,9953.40483340377,9864.35081782646,9917.70304331907,9508.42113275268,9773.12544858562,9295.01818547545,9377.46763412238,9245.1592477787,9546.45132472259,10392.2427852122,10319.3946532544,10357.5184910574,9902.83965498753,9850.66814481649,10604.3547507385,10630.985393077,10535.1613877448,10150.860334289,9853.9703721907
10476.6374191203,10111.7778781178,10079.8738294569,9953.32060564971,9603.92747886077,9537.44610113141,8574.45219116639,8785.04903048627,8534.73937483412,8776.86492762896,10162.693481529,10333.061908597,10430.0192548611,10394.4227689012,10460.4713669814,11454.5284018818,11423.05436646,11101.6180335527,10356.8828386383,9828.25193324612
10430.0312155638,10079.4143621861,9981.23367777932,10022.0528446338,9579.03790793676,9938.99313842647,8967.80902733482,9096.74091859438,8473.733085212,8822.49012245369,9622.85362169105,9648.8021140774,10011.1342850481,9961.62894726612,10190.8907950718,10847.634628661,10879.876709963,10528.8340156472,10517.1088650894,10242.7175356233
9986.84280011688,9949.80843596523,9898.93599906347,9940.75225081063,9703.73101192615,10133.3217364695,9291.07942697006,9346.34167293196,8983.60003111898,9142.36923983553,9868.04698147888,9726.76122813662,10075.2125596321,9915.80087880144,10202.627459604,10819.0725245963,10885.1812638118,10590.9609496061,10397.465028969,9834.60171877737
10052.9315405796,9953.83786170289,9670.28443716798,10198.7566468222,9731.3478458888,9680.70115405204,8775.39460913622,9014.11402244686,8849.02094173407,9158.31048970303,10615.220987484,10554.4020106279,10823.5810615132,10468.9215737023,10719.2351087291,11909.4588798147,11820.1096805612,11347.0472817931,10719.1541448264,10074.7816347527
10211.5775480088,9875.05194041254,9756.00535750325,10219.4847885295,9738.18654020603,9903.80227145821,8963.07547500128,9120.46107918829,8739.53780030477,9046.13149301514,10111.387967915,10219.578547703,10434.2955947426,10305.0933346851,10385.198583563,10103.5252291728,10330.3847740585,10293.1115632504,10288.1579347857,10108.2590775908
9993.75868744111,9821.9621514138,9836.75415962215,9772.00163217454,9469.94697548502,9954.43206552065,8976.51390046446,9220.09783227965,8794.76310689855,9019.42003369855,9694.71911421236,10265.0344802069,9927.71445830898,9887.02355601193,10022.8456286954,11265.1469882479,10995.3951090573,10679.0127921431,10381.7207292309,10110.2845351946
10307.2844894229,9952.24103394456,9969.9563145349,10158.6911699623,9773.41005930413,9846.40274850663,8807.69709729085,8914.49641654927,8866.89646624159,9242.37635381202,9872.0487381448,9786.5459730078,9982.30675553726,9603.80117549895,9965.21301301944,10867.7654486159,10739.2064797466,10275.0558333641,9972.12616229043,9546.67331851895
10124.8912687949,9851.41405485634,9909.49079892252,9889.20861741715,9673.89017211273,9865.26325409245,9220.21462475233,9047.52267111935,8419.05909973867,8722.79667615112,9427.669111123,9285.95475705352,9776.41514383664,9311.8657368041,9670.48533693984,11247.741783398,11293.8578387752,10783.8978778273,10027.8501941341,9452.88422141582
10298.4973949012,10122.4059805229,10076.1668224484,10245.6875737943,9697.78106501983,9835.56425436406,8959.43405444707,9060.4363042454,8889.27475577049,9258.69929334562,9578.99033049061,9960.59528954751,9970.59793262179,10071.0868764879,10132.3492008405,10302.8546541046,10406.7680055393,10437.1727130286,10504.5505196041,10194.6428388481
10211.7778931334,10049.5202284802,10000.9056140622,10160.5489357566,9739.45950763649,9994.69223540546,9209.6682527401,9286.23027468583,9178.8062808198,9371.59586319315,9784.47886419159,9912.16221255665,9925.79343346177,9845.50589255348,10059.3832874056,10116.1768019659,9885.94145820113,10014.9595404416,9844.21473465492,9836.64770875151
10146.3501496088,10063.4180012123,9947.67451833894,10020.2585696241,9689.47169277034,9705.08613235374,9022.50615280201,9114.22580367363,8744.80736411059,8986.35750697425,9635.31557083316,10157.5514819568,10340.4587222485,10183.5333433768,10348.6517729053,11621.8362767533,11771.9621304778,11019.6976709915,10372.8083585028,10033.6169079886
10002.982921913,9797.68393918235,9606.10094924648,9838.77784595403,9459.7835736304,9699.48775292176,8709.59862159975,8731.7983271695,8291.86021558353,8532.56334419256,9221.36313241692,9461.67375542518,9235.11661111879,8641.70016734708,9039.82207025009,10849.2819015001,10771.9125967117,10031.6774957469,9384.64859905398,9204.86561749436
10271.6946885104,10056.1107875021,10025.5475948421,9890.4759937613,9551.81587580684,9725.5066682389,8669.80727822432,8820.58618026444,8372.09737888119,8620.96493560458,9928.13123099122,9933.96896758902,10098.1726672014,9892.47144557202,10148.7084303695,12007.4536395252,11907.6550436943,11195.8085348637,10238.6717979085,9758.29944827522
10240.0424169068,10189.6367486466,10195.892220564,10151.6316011282,9715.6378365313,10299.4319622959,9632.8552258819,9637.29431087682,9261.1801858855,9391.09727275836,10222.605910581,10142.4214911326,10185.3334720176,9557.28017282665,9880.91211875162,11015.7450344498,10962.7304902538,10480.6657151777,10165.09444647,9916.06078757355
10096.9682984196,10038.3636910095,9796.23331395138,9835.65811564798,9505.64698651649,9649.9668961593,8907.94668594379,8950.92512318477,8664.52359082785,9093.63554066404,10189.2764384232,10151.5226848122,10037.2802526943,9675.92442057453,9881.36271557157,11067.8172569528,11240.9725893111,10651.9581747021,10115.0833413648,9951.07996961797
