class_2006,abbrev_2006,class_2010,abbrev_2010,class,abbrev,mapped_med,mapped_min,mapped_max,mapped_ci,estima_med,estima_min,estima_max,estima_ci,total_med,total_min,total_max,total_ci,soil_med,soil_min,soil_max,soil_ci,bmass_med,bmass_min,bmass_max,bmass_ci,ch4_med,ch4_min,ch4_max,ch4_ci
Bare Land,BAR,Estuarine Emergent Wetland,EEM,Bare Land to Estuarine Emergent Wetland,BAR_EEM,8574,8574,8574,0,11396.205696823941,10328.323423721597,12671.380876185971,1067.8822731023447,0.2008940452370198,0.07609746245702877,0.33244582491508634,0.2563483624580576,0.23743897267184966,0.19110032704034974,0.29421563611017276,0.10311530906982302,0.1380408932555298,0.1233426512730631,0.15549936967070224,0.032156718397639145,-0.17459446359464004,-0.2968796864957057,-0.05786390345951898,0.2390157830361867
Bare Land,BAR,Estuarine Forested Wetland,EFW,Bare Land to Estuarine Forested Wetland,BAR_EFW,22,22,22,0,28.655085010532858,25.02201948205819,31.680587718867173,3.633065528474667,9.158290005600136,7.1716860973046215,11.535449964445743,4.363763867141121,0.23151381492194542,0.18428935958724665,0.28809598012516674,0.10380662053792009,9.092675711198938,7.119276809066649,11.455908616306509,4.3366318072398595,-0.17045073302516817,-0.2888662716934385,-0.055631440497564924,0.23323483119587357
Bare Land,BAR,Estuarine Scrub/Shrub Wetland,ESS,Bare Land to Estuarine Scrub/Shrub Wetland,BAR_ESS,745,745,745,0,831.1900189701712,643.197592109253,1123.671183978473,187.99242686091816,0.7854715551862701,0.3400923698213974,1.8600804587431221,1.5199880889217248,0.1994975925359191,0.14402045217522302,0.28281429029048827,0.13879383811526524,0.7332533443364793,0.30851315413130515,1.8073973953868507,1.4988842412555456,-0.14670645647036334,-0.2651915552608745,-0.04701118266154606,0.21818037259932846
Bare Land,BAR,Palustrine Emergent Wetland,PEM,Bare Land to Palustrine Emergent Wetland,BAR_PEM,1402,1374,1431,57,2188.9155723181566,1960.5839086477408,2432.7809240876986,228.33166367041576,0.12603267929530376,-0.31420306422075306,0.32339024221252166,0.6375933064332747,0.2781867750162029,0.22282251273763717,0.3454737850315406,0.12265127229390341,0.16197019889363362,0.14397566212988763,0.18231393904390097,0.03833827691401334,-0.3144215732403132,-0.7556839110393133,-0.12912777704976983,0.6265561339895435
Bare Land,BAR,Palustrine Forested Wetland,PFW,Bare Land to Palustrine Forested Wetland,BAR_PFW,87,79,96,17,118.28049502421679,103.85772811592729,133.9461953411548,14.422766908289503,9.409261932853223,7.519102490494145,11.729251899136463,4.210149408642318,0.24188389051819384,0.19633771122388813,0.2952954354878011,0.09895772426391294,9.469645128697536,7.582081840189359,11.79673513639586,4.214653296206501,-0.27313022422510996,-0.6550865411267011,-0.11290995902317229,0.5421765821035288
Bare Land,BAR,Palustrine Scrub/Shrub Wetland,PSS,Bare Land to Palustrine Scrub/Shrub Wetland,BAR_PSS,540,528,553,25,760.747841648092,683.9473437360899,843.9421019570914,76.80049791200213,0.8739453583992911,0.2212539463414166,2.120377934213033,1.8991239878716164,0.25088655197019255,0.2019730185038304,0.30945810880058755,0.10748509029675715,0.9224409105732314,0.39858719768687373,2.157494970323362,1.7589077726364881,-0.28436367406625895,-0.677964263669762,-0.11663484918842444,0.5613294144813376
Cultivated,CULT,Estuarine Emergent Wetland,EEM,Cultivated to Estuarine Emergent Wetland,CULT_EEM,2612,2612,2612,0,3471.762220679279,3146.440492507675,3860.2340621177696,325.3217281716038,0.06274938007017955,-0.0616082359318123,0.1906379861240553,0.2522462220558676,0.2374389726718496,0.1911003270403498,0.2942156361101727,0.10311530906982291,0,0,0,0,-0.17459446359464004,-0.2968796864957056,-0.05786390345951898,0.23901578303618665
Cultivated,CULT,Estuarine Forested Wetland,EFW,Cultivated to Estuarine Forested Wetland,CULT_EFW,1,1,1,0,1.3025038641151299,1.1373645219117359,1.4400267144939625,0.165139342203394,9.025938988204743,7.048480120777156,11.391160533195468,4.342680412418312,0.2315138149219454,0.18428935958724663,0.28809598012516674,0.10380662053792011,8.956576441666034,6.992830647076379,11.304116268522801,4.311285621446422,-0.17045073302516817,-0.2888662716934385,-0.055631440497564924,0.23323483119587357
Cultivated,CULT,Estuarine Scrub/Shrub Wetland,ESS,Cultivated to Estuarine Scrub/Shrub Wetland,CULT_ESS,115,115,115,0,128.30449957257676,99.28553435243504,173.4525988691603,29.018965220141723,0.6680980494672641,0.23131507962887965,1.7308834021715789,1.4995683225426992,0.1994975925359191,0.14402045217522297,0.28281429029048827,0.1387938381152653,0.6159304363025125,0.19906570849167565,1.6780543602020181,1.4789886517103426,-0.14670645647036337,-0.2651915552608745,-0.04701118266154606,0.21818037259932846
Cultivated,CULT,Palustrine Emergent Wetland,PEM,Cultivated to Palustrine Emergent Wetland,CULT_PEM,2033,2025,2041,16,3173.7329342116923,2849.90760805265,3525.3959217806328,323.8253261590421,-0.0353614239064282,-0.4756016215574709,0.15826480338840407,0.633866424945875,0.2781867750162029,0.2228225127376372,0.3454737850315406,0.12265127229390338,0,0,0,0,-0.3144215732403132,-0.7556839110393133,-0.12912777704976983,0.6265561339895435
