study_id,site_id,plot_id,mean_agb_g_m2,vegetation_class,mean_tree_height,g_co2_m2,study
byrd_2018,Everglades,TS_Ph1b,193.81,emergent,NA,341.10870096,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,184.4,emergent,NA,324.5469504,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,160.56,emergent,NA,282.58816896,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,181.06,emergent,NA,318.66849696,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,246.39,emergent,NA,433.65034224,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,221.52,emergent,NA,389.87874432,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,97.52,emergent,NA,171.63676031999998,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,209.07,emergent,NA,367.96654512,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,161.74,emergent,NA,284.66498784,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,258.92,emergent,NA,455.70334272,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,166.05,emergent,NA,292.25065680000006,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,168.43,emergent,NA,296.43949488000004,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,206.42,emergent,NA,363.30250272,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,61.58,emergent,NA,108.38178528,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,48.12,emergent,NA,84.69196991999999,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,116.52,emergent,NA,205.07706431999998,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,198.79,emergent,NA,349.87358063999994,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,117.5,emergent,NA,206.80188,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,181.25,emergent,NA,319.0029,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,136.75,emergent,NA,240.682188,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,253.96,emergent,NA,446.97366336000005,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,237.69,emergent,NA,418.33820304,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,182.71,emergent,NA,321.57252336,Byrd 2018
byrd_2018,Everglades,SRS3,380.95,emergent,NA,670.4780952,Byrd 2018
byrd_2018,Everglades,SRS3,401.49,emergent,NA,706.62882384,Byrd 2018
byrd_2018,Everglades,SRS3,370.87,emergent,NA,652.73713392,Byrd 2018
byrd_2018,Everglades,SRS3,284.57,emergent,NA,500.84775311999994,Byrd 2018
byrd_2018,Everglades,SRS3,189.78,emergent,NA,334.01583647999996,Byrd 2018
byrd_2018,Everglades,SRS3,402.22,emergent,NA,707.9136355200001,Byrd 2018
byrd_2018,Everglades,SRS3,357.27,emergent,NA,628.8009163199999,Byrd 2018
byrd_2018,Everglades,SRS3,234.33,emergent,NA,412.42454928,Byrd 2018
byrd_2018,Everglades,SRS3,256.8,emergent,NA,451.9721088,Byrd 2018
byrd_2018,Everglades,SRS3,656.84,emergent,NA,1156.0489094400002,Byrd 2018
byrd_2018,Everglades,SRS3,377.36,emergent,NA,664.15963776,Byrd 2018
byrd_2018,Everglades,SRS3,181.46,emergent,NA,319.37250336000005,Byrd 2018
byrd_2018,Everglades,SRS3,271.54,emergent,NA,477.91474464000004,Byrd 2018
byrd_2018,Everglades,SRS3,554.88,emergent,NA,976.59767808,Byrd 2018
byrd_2018,Everglades,SRS3,503.76,emergent,NA,886.62566016,Byrd 2018
byrd_2018,Everglades,SRS3,376.83,emergent,NA,663.2268292800001,Byrd 2018
byrd_2018,Everglades,SRS3,263.01,emergent,NA,462.90180816,Byrd 2018
byrd_2018,Everglades,SRS3,211.82,emergent,NA,372.80658911999996,Byrd 2018
byrd_2018,Everglades,SRS3,211.37,emergent,NA,372.01458192,Byrd 2018
byrd_2018,Everglades,SRS3,310.48,emergent,NA,546.44976768,Byrd 2018
byrd_2018,Everglades,SRS3,436.3,emergent,NA,767.8949808,Byrd 2018
byrd_2018,Everglades,SRS3,182.84,emergent,NA,321.80132543999997,Byrd 2018
byrd_2018,Everglades,SRS3,303.76,emergent,NA,534.6224601600001,Byrd 2018
byrd_2018,Everglades,SRS3,342.32,emergent,NA,602.4886771199999,Byrd 2018
byrd_2018,Everglades,SRS3,193.65,emergent,NA,340.8270984,Byrd 2018
byrd_2018,Everglades,SRS3,205.34,emergent,NA,361.40168544,Byrd 2018
byrd_2018,Everglades,SRS3,317.68,emergent,NA,559.12188288,Byrd 2018
byrd_2018,Everglades,SRS3,322.86,emergent,NA,568.23876576,Byrd 2018
byrd_2018,Everglades,SRS3,153.66,emergent,NA,270.44405856,Byrd 2018
byrd_2018,Everglades,SRS3,355.18,emergent,NA,625.12248288,Byrd 2018
byrd_2018,Everglades,SRS3,341.72,emergent,NA,601.43266752,Byrd 2018
byrd_2018,Everglades,SRS3,220.55,emergent,NA,388.17152880000003,Byrd 2018
byrd_2018,Everglades,SRS3,421.78,emergent,NA,742.33954848,Byrd 2018
byrd_2018,Everglades,SRS3,415.56,emergent,NA,731.39224896,Byrd 2018
byrd_2018,Everglades,SRS3,389.68,emergent,NA,685.84303488,Byrd 2018
byrd_2018,Everglades,SRS3,352.18,emergent,NA,619.84243488,Byrd 2018
byrd_2018,Everglades,SRS3,186.14,emergent,NA,327.60937823999996,Byrd 2018
byrd_2018,Everglades,SRS3,360.38,emergent,NA,634.27456608,Byrd 2018
byrd_2018,Everglades,SRS3,321.33,emergent,NA,565.54594128,Byrd 2018
byrd_2018,Everglades,SRS3,255.8,emergent,NA,450.21209280000005,Byrd 2018
byrd_2018,Everglades,SRS3,386.62,emergent,NA,680.45738592,Byrd 2018
byrd_2018,Everglades,SRS3,236.09,emergent,NA,415.52217744,Byrd 2018
byrd_2018,Everglades,SRS3,316.45,emergent,NA,556.9570632,Byrd 2018
byrd_2018,Everglades,SRS3,401.45,emergent,NA,706.5584232,Byrd 2018
byrd_2018,Everglades,SRS3,283.21,emergent,NA,498.45413136,Byrd 2018
byrd_2018,Everglades,SRS3,235.32,emergent,NA,414.16696512,Byrd 2018
byrd_2018,Everglades,SRS3,308.91,emergent,NA,543.68654256,Byrd 2018
byrd_2018,Everglades,SRS3,345.83,emergent,NA,608.6663332799999,Byrd 2018
byrd_2018,Everglades,SRS3,253.6,emergent,NA,446.34005759999997,Byrd 2018
byrd_2018,Everglades,SRS3,536.5,emergent,NA,944.2485839999999,Byrd 2018
byrd_2018,Everglades,SRS3,398.41,emergent,NA,701.20797456,Byrd 2018
byrd_2018,Everglades,SRS3,307.04,emergent,NA,540.39531264,Byrd 2018
byrd_2018,Everglades,SRS3,333.79,emergent,NA,587.47574064,Byrd 2018
byrd_2018,Everglades,SRS3,351.37,emergent,NA,618.4168219200001,Byrd 2018
byrd_2018,Everglades,SRS3,548.99,emergent,NA,966.23118384,Byrd 2018
byrd_2018,Everglades,SRS3,247.09,emergent,NA,434.88235344000003,Byrd 2018
byrd_2018,Everglades,SRS3,455.81,emergent,NA,802.23289296,Byrd 2018
byrd_2018,Everglades,SRS3,204.86,emergent,NA,360.55687776,Byrd 2018
byrd_2018,Everglades,SRS3,199.33,emergent,NA,350.82398928,Byrd 2018
byrd_2018,Everglades,SRS3,382.71,emergent,NA,673.57572336,Byrd 2018
byrd_2018,Everglades,SRS3,459.58,emergent,NA,808.86815328,Byrd 2018
byrd_2018,Everglades,SRS2,371.84,emergent,NA,654.44434944,Byrd 2018
byrd_2018,Everglades,SRS2,312.3,emergent,NA,549.6529968,Byrd 2018
byrd_2018,Everglades,SRS2,387.52,emergent,NA,682.04140032,Byrd 2018
byrd_2018,Everglades,SRS2,300.3,emergent,NA,528.5328048,Byrd 2018
byrd_2018,Everglades,SRS2,404.98,emergent,NA,712.77127968,Byrd 2018
byrd_2018,Everglades,SRS2,345.1,emergent,NA,607.3815216,Byrd 2018
byrd_2018,Everglades,SRS2,362.31,emergent,NA,637.6713969599999,Byrd 2018
byrd_2018,Everglades,SRS2,264.37,emergent,NA,465.29542992,Byrd 2018
byrd_2018,Everglades,SRS2,326.28,emergent,NA,574.25802048,Byrd 2018
byrd_2018,Everglades,SRS2,373.7,emergent,NA,657.7179792,Byrd 2018
byrd_2018,Everglades,SRS2,436.13,emergent,NA,767.5957780800001,Byrd 2018
byrd_2018,Everglades,SRS2,424.82,emergent,NA,747.68999712,Byrd 2018
byrd_2018,Everglades,SRS2,611.63,emergent,NA,1076.47858608,Byrd 2018
byrd_2018,Everglades,SRS2,240.14,emergent,NA,422.65024223999995,Byrd 2018
byrd_2018,Everglades,SRS2,225.44,emergent,NA,396.77800704,Byrd 2018
byrd_2018,Everglades,SRS2,355.83,emergent,NA,626.26649328,Byrd 2018
byrd_2018,Everglades,SRS2,338.73,emergent,NA,596.1702196800001,Byrd 2018
byrd_2018,Everglades,SRS2,417.1,emergent,NA,734.1026736,Byrd 2018
byrd_2018,Everglades,SRS2,279.45,emergent,NA,491.8364712,Byrd 2018
byrd_2018,Everglades,SRS2,375.83,emergent,NA,661.46681328,Byrd 2018
byrd_2018,Everglades,SRS2,253.28,emergent,NA,445.77685248,Byrd 2018
byrd_2018,Everglades,SRS2,444.35,emergent,NA,782.0631096000001,Byrd 2018
byrd_2018,Everglades,SRS2,370.81,emergent,NA,652.63153296,Byrd 2018
byrd_2018,Everglades,SRS2,258.96,emergent,NA,455.7737433599999,Byrd 2018
byrd_2018,Everglades,SRS2,305.19,emergent,NA,537.13928304,Byrd 2018
byrd_2018,Everglades,SRS2,337.75,emergent,NA,594.445404,Byrd 2018
byrd_2018,Everglades,SRS2,242.69,emergent,NA,427.13828304,Byrd 2018
byrd_2018,Everglades,SRS2,359.55,emergent,NA,632.8137528,Byrd 2018
byrd_2018,Everglades,SRS2,263.71,emergent,NA,464.13381935999996,Byrd 2018
byrd_2018,Everglades,SRS2,401.71,emergent,NA,707.01602736,Byrd 2018
byrd_2018,Everglades,SRS2,390.78,emergent,NA,687.7790524799999,Byrd 2018
byrd_2018,Everglades,SRS2,439.46,emergent,NA,773.45663136,Byrd 2018
byrd_2018,Everglades,SRS2,338.88,emergent,NA,596.4342220799999,Byrd 2018
byrd_2018,Everglades,SRS2,304.22,emergent,NA,535.43206752,Byrd 2018
byrd_2018,Everglades,SRS2,406.74,emergent,NA,715.86890784,Byrd 2018
byrd_2018,Everglades,SRS2,294.16,emergent,NA,517.72630656,Byrd 2018
byrd_2018,Everglades,SRS2,430.52,emergent,NA,757.72208832,Byrd 2018
byrd_2018,Everglades,SRS2,288.44,emergent,NA,507.65901504,Byrd 2018
byrd_2018,Everglades,SRS2,407.88,emergent,NA,717.87532608,Byrd 2018
byrd_2018,Everglades,SRS2,288.39,emergent,NA,507.57101424,Byrd 2018
byrd_2018,Everglades,SRS2,370.35,emergent,NA,651.8219256,Byrd 2018
byrd_2018,Everglades,SRS2,529.06,emergent,NA,931.1540649599999,Byrd 2018
byrd_2018,Everglades,SRS2,255.73,emergent,NA,450.08889167999996,Byrd 2018
byrd_2018,Everglades,SRS2,397.26,emergent,NA,699.18395616,Byrd 2018
byrd_2018,Everglades,SRS2,274.69,emergent,NA,483.45879504000004,Byrd 2018
byrd_2018,Everglades,SRS2,282.85,emergent,NA,497.8205256,Byrd 2018
byrd_2018,Everglades,SRS2,264.47,emergent,NA,465.47143152000007,Byrd 2018
byrd_2018,Everglades,SRS2,334.16,emergent,NA,588.1269465600001,Byrd 2018
byrd_2018,Everglades,SRS2,409.65,emergent,NA,720.9905544,Byrd 2018
byrd_2018,Everglades,SRS2,291.73,emergent,NA,513.4494676800001,Byrd 2018
byrd_2018,Everglades,SRS2,270.08,emergent,NA,475.34512128,Byrd 2018
byrd_2018,Everglades,SRS2,237.28,emergent,NA,417.61659648,Byrd 2018
byrd_2018,Everglades,SRS2,302.05,emergent,NA,531.6128328000001,Byrd 2018
byrd_2018,Everglades,SRS2,296.82,emergent,NA,522.40794912,Byrd 2018
byrd_2018,Everglades,SRS2,432.37,emergent,NA,760.97811792,Byrd 2018
byrd_2018,Everglades,SRS2,307,emergent,NA,540.3249119999999,Byrd 2018
byrd_2018,Everglades,SRS2,336.91,emergent,NA,592.96699056,Byrd 2018
byrd_2018,Everglades,SRS2,285.72,emergent,NA,502.87177152000004,Byrd 2018
byrd_2018,Everglades,SRS2,396.51,emergent,NA,697.86394416,Byrd 2018
byrd_2018,Everglades,SRS2,487.96,emergent,NA,858.81740736,Byrd 2018
byrd_2018,Everglades,SRS2,229.44,emergent,NA,403.81807104,Byrd 2018
byrd_2018,Everglades,SRS2,264.93,emergent,NA,466.28103888,Byrd 2018
byrd_2018,Everglades,SRS1d,510.08,emergent,NA,897.7489612799999,Byrd 2018
byrd_2018,Everglades,SRS1d,484.08,emergent,NA,851.9885452799999,Byrd 2018
byrd_2018,Everglades,SRS1d,601.74,emergent,NA,1059.07202784,Byrd 2018
byrd_2018,Everglades,SRS1d,501.82,emergent,NA,883.21122912,Byrd 2018
byrd_2018,Everglades,SRS1d,470.62,emergent,NA,828.2987299199999,Byrd 2018
byrd_2018,Everglades,SRS1d,439.82,emergent,NA,774.09023712,Byrd 2018
byrd_2018,Everglades,SRS1d,513.12,emergent,NA,903.09940992,Byrd 2018
byrd_2018,Everglades,SRS1d,281.51,emergent,NA,495.46210415999997,Byrd 2018
byrd_2018,Everglades,SRS1d,401.56,emergent,NA,706.75202496,Byrd 2018
byrd_2018,Everglades,SRS1d,494.12,emergent,NA,869.65910592,Byrd 2018
byrd_2018,Everglades,SRS1d,266.53,emergent,NA,469.09706448,Byrd 2018
byrd_2018,Everglades,SRS1d,366.94,emergent,NA,645.82027104,Byrd 2018
byrd_2018,Everglades,SRS1d,466.2,emergent,NA,820.5194591999999,Byrd 2018
byrd_2018,Everglades,SRS1d,461.55,emergent,NA,812.3353848,Byrd 2018
byrd_2018,Everglades,SRS1d,403.48,emergent,NA,710.13125568,Byrd 2018
byrd_2018,Everglades,SRS1d,585.39,emergent,NA,1030.29576624,Byrd 2018
byrd_2018,Everglades,SRS1d,500.2,emergent,NA,880.3600031999999,Byrd 2018
byrd_2018,Everglades,SRS1d,470.06,emergent,NA,827.31312096,Byrd 2018
byrd_2018,Everglades,SRS1d,434.8,emergent,NA,765.2549568000001,Byrd 2018
byrd_2018,Everglades,SRS1d,477.23,emergent,NA,839.93243568,Byrd 2018
byrd_2018,Everglades,SRS1d,446.52,emergent,NA,785.8823443199999,Byrd 2018
byrd_2018,Everglades,SRS1d,483.28,emergent,NA,850.5805324799999,Byrd 2018
byrd_2018,Everglades,SRS1d,542.83,emergent,NA,955.38948528,Byrd 2018
byrd_2018,Everglades,SRS1d,386.2,emergent,NA,679.7181791999999,Byrd 2018
byrd_2018,Everglades,SRS1d,603.5,emergent,NA,1062.169656,Byrd 2018
byrd_2018,Everglades,SRS1d,290.19,emergent,NA,510.73904304,Byrd 2018
byrd_2018,Everglades,SRS1d,383.44,emergent,NA,674.86053504,Byrd 2018
byrd_2018,Everglades,SRS1d,677.99,emergent,NA,1193.27324784,Byrd 2018
byrd_2018,Everglades,SRS1d,338.13,emergent,NA,595.11421008,Byrd 2018
byrd_2018,Everglades,SRS1d,550.27,emergent,NA,968.4840043199999,Byrd 2018
byrd_2018,Everglades,SRS1d,329.9,emergent,NA,580.6292784,Byrd 2018
byrd_2018,Everglades,SRS1c,379.92,emergent,NA,668.6652787200001,Byrd 2018
byrd_2018,Everglades,SRS1c,258.76,emergent,NA,455.42174015999996,Byrd 2018
byrd_2018,Everglades,SRS1c,310.57,emergent,NA,546.60816912,Byrd 2018
byrd_2018,Everglades,SRS1c,306.17,emergent,NA,538.86409872,Byrd 2018
byrd_2018,Everglades,SRS1c,306.9,emergent,NA,540.1489104,Byrd 2018
byrd_2018,Everglades,SRS1c,292.93,emergent,NA,515.5614868800001,Byrd 2018
byrd_2018,Everglades,SRS1c,304.03,emergent,NA,535.0976644799999,Byrd 2018
byrd_2018,Everglades,SRS1b,82.7,emergent,NA,145.5533232,Byrd 2018
byrd_2018,Everglades,SRS1b,435.7,emergent,NA,766.8389712,Byrd 2018
byrd_2018,Everglades,SRS1b,448.97,emergent,NA,790.1943835200001,Byrd 2018
byrd_2018,Everglades,SRS1b,159.98,emergent,NA,281.56735968,Byrd 2018
byrd_2018,Everglades,SRS1b,177.64,emergent,NA,312.64924224,Byrd 2018
byrd_2018,Everglades,SRS1b,497.93,emergent,NA,876.3647668799999,Byrd 2018
byrd_2018,Everglades,SRS1b,394.15,emergent,NA,693.7103063999999,Byrd 2018
byrd_2018,Everglades,SRS1b,537.71,emergent,NA,946.37820336,Byrd 2018
byrd_2018,Everglades,SRS1b,139.99,emergent,NA,246.38463984,Byrd 2018
byrd_2018,Everglades,SRS1b,124.19,emergent,NA,218.57638704,Byrd 2018
byrd_2018,Everglades,SRS1b,377.33,emergent,NA,664.1068372799999,Byrd 2018
byrd_2018,Everglades,SRS1b,315.36,emergent,NA,555.03864576,Byrd 2018
byrd_2018,Everglades,SRS1b,373.13,emergent,NA,656.71477008,Byrd 2018
byrd_2018,Everglades,SRS1b,121.82,emergent,NA,214.40514912,Byrd 2018
byrd_2018,Everglades,SRS1b,403.13,emergent,NA,709.51525008,Byrd 2018
byrd_2018,Everglades,SRS1b,173.71,emergent,NA,305.73237936000004,Byrd 2018
byrd_2018,Everglades,SRS1b,244.29,emergent,NA,429.95430863999997,Byrd 2018
byrd_2018,Everglades,SRS1b,149.23,emergent,NA,262.64718768,Byrd 2018
byrd_2018,Everglades,SRS1b,600.35,emergent,NA,1056.6256056,Byrd 2018
byrd_2018,Everglades,SRS1b,161,emergent,NA,283.362576,Byrd 2018
byrd_2018,Everglades,SRS1b,116.85,emergent,NA,205.65786959999997,Byrd 2018
byrd_2018,Everglades,SRS1b,92.37,emergent,NA,162.57267792000002,Byrd 2018
byrd_2018,Everglades,SRS1b,318.92,emergent,NA,561.30430272,Byrd 2018
byrd_2018,Everglades,SRS1b,146.5,emergent,NA,257.84234399999997,Byrd 2018
byrd_2018,Everglades,SRS1b,134.05,emergent,NA,235.93014480000002,Byrd 2018
byrd_2018,Everglades,SRS1b,121.02,emergent,NA,212.99713631999998,Byrd 2018
byrd_2018,.,CRMS0322_3B,672.96,emergent,NA,1184.42036736,Byrd 2018
byrd_2018,.,CRMS0322_3A,444,emergent,NA,781.4471040000001,Byrd 2018
byrd_2018,.,CRMS0322_3B,629.64,emergent,NA,1108.17647424,Byrd 2018
byrd_2018,.,CRMS0322_3A,929.84,emergent,NA,1636.53327744,Byrd 2018
byrd_2018,.,CRMS0322_2B,660.52,emergent,NA,1162.52576832,Byrd 2018
byrd_2018,.,CRMS0322_2A,618.16,emergent,NA,1087.97149056,Byrd 2018
byrd_2018,NA,CRMS0322_2A,439.6,emergent,NA,773.7030336,Byrd 2018
byrd_2018,NA,CRMS0322_2B,424.1,emergent,NA,746.4227856000001,Byrd 2018
byrd_2018,.,CRMS0322_1A,570.2,emergent,NA,1003.5611232000001,Byrd 2018
byrd_2018,NA,CRMS0322_1A,146.5,emergent,NA,257.84234399999997,Byrd 2018
byrd_2018,NA,CRMS0307_3A,385.56,emergent,NA,678.59176896,Byrd 2018
byrd_2018,NA,CRMS0307_2A,1014.12,emergent,NA,1784.86742592,Byrd 2018
byrd_2018,NA,CRMS0307_1A,927.08,emergent,NA,1631.67563328,Byrd 2018
byrd_2018,NA,CRMS0307_1B,1033.92,emergent,NA,1819.7157427200002,Byrd 2018
byrd_2018,NA,CRMS0307_3B,813.04,emergent,NA,1430.96340864,Byrd 2018
byrd_2018,NA,CRMS0307_2B,1317.2,emergent,NA,2318.2930751999997,Byrd 2018
byrd_2018,.,CRMS0434_3B,646.28,emergent,NA,1137.4631404799998,Byrd 2018
byrd_2018,NA,CRMS0434_3A,1153.52,emergent,NA,2030.2136563199997,Byrd 2018
byrd_2018,NA,CRMS0434_2B,1038.64,emergent,NA,1828.02301824,Byrd 2018
byrd_2018,NA,CRMS0434_2A,995.92,emergent,NA,1752.8351347199998,Byrd 2018
byrd_2018,NA,CRMS0434_1B,1321.4,emergent,NA,2325.6851424,Byrd 2018
byrd_2018,NA,CRMS0434_1A,930.64,emergent,NA,1637.94129024,Byrd 2018
byrd_2018,.,CRMS0294_2B,714,emergent,NA,1256.651424,Byrd 2018
byrd_2018,.,CRMS0294_3B,451.28,emergent,NA,794.26002048,Byrd 2018
byrd_2018,.,CRMS0294_3A,338,emergent,NA,594.885408,Byrd 2018
byrd_2018,.,CRMS0294_1B,621.28,emergent,NA,1093.4627404799999,Byrd 2018
byrd_2018,.,CRMS0294_1A,421.36,emergent,NA,741.60034176,Byrd 2018
byrd_2018,.,CRMS0294_2A,206.64,emergent,NA,363.68970623999996,Byrd 2018
byrd_2018,.,CRMS0294_2B,908.76,emergent,NA,1599.43214016,Byrd 2018
byrd_2018,.,CRMS0294_2A,622.2,emergent,NA,1095.0819552,Byrd 2018
byrd_2018,NA,CRMS0294_1B,292.6,emergent,NA,514.9806816,Byrd 2018
byrd_2018,NA,CRMS0294_1A,466.28,emergent,NA,820.6602604799999,Byrd 2018
byrd_2018,NA,CRMS6304_1B,1961.84,emergent,NA,3452.8697894399997,Byrd 2018
byrd_2018,NA,CRMS6304_1A,1704.44,emergent,NA,2999.84167104,Byrd 2018
byrd_2018,NA,CRMS6304_1B,132.92,emergent,NA,233.94132671999998,Byrd 2018
byrd_2018,NA,CRMS6304_2A,639,emergent,NA,1124.650224,Byrd 2018
byrd_2018,NA,CRMS6304_2A,259.5,emergent,NA,456.724152,Byrd 2018
byrd_2018,NA,CRMS6304_3B,722.2,emergent,NA,1271.0835552,Byrd 2018
byrd_2018,NA,CRMS6304_3A,830.28,emergent,NA,1461.3060844799998,Byrd 2018
byrd_2018,NA,CRMS6304_2B,237.04,emergent,NA,417.19419264,Byrd 2018
byrd_2018,NA,CRMS6304_2B,299.2,emergent,NA,526.5967872,Byrd 2018
byrd_2018,NA,CRMS6304_3A,519.1,emergent,NA,913.6243056000001,Byrd 2018
byrd_2018,NA,CRMS6304_1A,244.44,emergent,NA,430.21831104,Byrd 2018
byrd_2018,NA,CRMS0322_1B,332.3,emergent,NA,584.8533168,Byrd 2018
byrd_2018,.,CRMS0322_1B,431.8,emergent,NA,759.9749088000001,Byrd 2018
byrd_2018,NA,CRMS0411_3B,608.08,emergent,NA,1070.23052928,Byrd 2018
byrd_2018,NA,CRMS0411_3A,570.92,emergent,NA,1004.8283347199998,Byrd 2018
byrd_2018,NA,CRMS0301_1A,126,emergent,NA,221.762016,Byrd 2018
byrd_2018,NA,CRMS0301_1B,2185.96,emergent,NA,3847.32457536,Byrd 2018
byrd_2018,NA,CRMS0301_1A,1216.28,emergent,NA,2140.6722604799997,Byrd 2018
byrd_2018,NA,CRMS0411_2A,664.32,emergent,NA,1169.2138291200001,Byrd 2018
byrd_2018,NA,CRMS0411_2B,658.24,emergent,NA,1158.51293184,Byrd 2018
byrd_2018,NA,Mike Island_3B,474.56,emergent,NA,835.23319296,Byrd 2018
byrd_2018,NA,Mike Island_3A,326,emergent,NA,573.765216,Byrd 2018
byrd_2018,NA,Mike Island_3B,419,emergent,NA,737.4467040000001,Byrd 2018
byrd_2018,NA,Mike Island_3A,390.32,emergent,NA,686.96944512,Byrd 2018
byrd_2018,NA,CRMS0411_1B,420.72,emergent,NA,740.4739315200001,Byrd 2018
byrd_2018,NA,CRMS0411_1A,627,emergent,NA,1103.530032,Byrd 2018
byrd_2018,NA,Mike Island_2B,610.64,emergent,NA,1074.7361702399999,Byrd 2018
byrd_2018,NA,Mike Island_2A,436.52,emergent,NA,768.2821843199999,Byrd 2018
byrd_2018,NA,Mike Island_2A,347.04,emergent,NA,610.7959526400001,Byrd 2018
byrd_2018,NA,Mike Island_2B,238.3,emergent,NA,419.4118128,Byrd 2018
byrd_2018,NA,Mike Island_1A,387.8,emergent,NA,682.5342048,Byrd 2018
byrd_2018,NA,Mike Island_1B,790,emergent,NA,1390.41264,Byrd 2018
byrd_2018,NA,Mike Island_1A,1038.04,emergent,NA,1826.96700864,Byrd 2018
byrd_2018,NA,Mike Island_1B,300.5,emergent,NA,528.8848079999999,Byrd 2018
byrd_2018,NA,CRMS0465_1B,684.12,emergent,NA,1204.06214592,Byrd 2018
byrd_2018,NA,CRMS0465_1A,502.84,emergent,NA,885.0064454399999,Byrd 2018
byrd_2018,NA,CRMS0465_1A,324.1,emergent,NA,570.4211856000001,Byrd 2018
byrd_2018,NA,CRMS0465_2A,644.2,emergent,NA,1133.8023072,Byrd 2018
byrd_2018,NA,CRMS0465_2B,995.92,emergent,NA,1752.8351347199998,Byrd 2018
byrd_2018,NA,CRMS0465_2A,279.44,emergent,NA,491.81887104000003,Byrd 2018
byrd_2018,NA,CRMS0465_2B,523.6,emergent,NA,921.5443776000001,Byrd 2018
byrd_2018,NA,CRMS0465_3A,444.44,emergent,NA,782.22151104,Byrd 2018
byrd_2018,NA,CRMS0465_3A,508,emergent,NA,894.088128,Byrd 2018
byrd_2018,NA,CRMS0465_3B,760.52,emergent,NA,1338.52736832,Byrd 2018
byrd_2018,Nisqually,U3HI-2,843.32,emergent,NA,1484.2566931200001,Byrd 2018
byrd_2018,Nisqually,U3HI-3,405.62,emergent,NA,713.89768992,Byrd 2018
byrd_2018,Nisqually,U3HI-1,630.02,emergent,NA,1108.8452803199998,Byrd 2018
byrd_2018,Nisqually,U3HI-5,99.55,emergent,NA,175.2095928,Byrd 2018
byrd_2018,Nisqually,U3HI-6,516.68,emergent,NA,909.3650668799999,Byrd 2018
byrd_2018,Nisqually,U3HI-4,496.48,emergent,NA,873.8127436799999,Byrd 2018
byrd_2018,Nisqually,U3HI-9,103.09,emergent,NA,181.44004944,Byrd 2018
byrd_2018,Nisqually,U3HI-8,486.21,emergent,NA,855.73737936,Byrd 2018
byrd_2018,Nisqually,U3HI-7,206.33,emergent,NA,363.14410128,Byrd 2018
byrd_2018,Nisqually,P2A-10,791.48,emergent,NA,1393.01746368,Byrd 2018
byrd_2018,Nisqually,P2A-11,712.78,emergent,NA,1254.50420448,Byrd 2018
byrd_2018,Nisqually,P2A-12,509.92,emergent,NA,897.46735872,Byrd 2018
byrd_2018,Nisqually,P2A-13,529.12,emergent,NA,931.25966592,Byrd 2018
byrd_2018,Nisqually,P2A-15,495.38,emergent,NA,871.87672608,Byrd 2018
byrd_2018,Nisqually,P2A-14,659.79,emergent,NA,1161.24095664,Byrd 2018
byrd_2018,Nisqually,P2A-16,435.64,emergent,NA,766.7333702399999,Byrd 2018
byrd_2018,Nisqually,P2A-18,1137.51,emergent,NA,2002.0358001599998,Byrd 2018
byrd_2018,Nisqually,P2A-17,717.74,emergent,NA,1263.23388384,Byrd 2018
byrd_2018,Nisqually,P2D-19,328.21,emergent,NA,577.65485136,Byrd 2018
byrd_2018,Nisqually,P2D-21,489.19,emergent,NA,860.98222704,Byrd 2018
byrd_2018,Nisqually,P2D-20,430.93,emergent,NA,758.44369488,Byrd 2018
byrd_2018,Nisqually,P2D-23,588.03,emergent,NA,1034.9422084799999,Byrd 2018
byrd_2018,Nisqually,P2D-24,964.21,emergent,NA,1697.0250273600002,Byrd 2018
byrd_2018,Nisqually,P2D-22,237.16,emergent,NA,417.40539456,Byrd 2018
byrd_2018,Nisqually,P2D-27,544.89,emergent,NA,959.0151182399999,Byrd 2018
byrd_2018,Nisqually,P2D-25,361.19,emergent,NA,635.70017904,Byrd 2018
byrd_2018,Nisqually,P2D-26,905.95,emergent,NA,1594.4864952,Byrd 2018
byrd_2018,Nisqually,U2HI -28,558.2,emergent,NA,982.4409312000001,Byrd 2018
byrd_2018,Nisqually,U2HI -29,655.39,emergent,NA,1153.49688624,Byrd 2018
